No.	NAME	G(N..N)	G(N..S)	G(O..I)	G(F..F)
765	3-7	0	6.38970232009888	0	0
766	4-14	3.05941581726074	0	0	0
767	2-53	0	0	0	0
768	2-23	0	0	0	0
769	4-60	5.57991933822632	0	0	0
770	2-79	0	0	0	0
771	2-59	0	0	0	0
772	2-61	0	0	0	0
773	4-35	0	0	0	0
774	3-34	0	7.12746620178223	0	0
775	Chloramphenicol	6.93114566802979	0	0	0
776	4-28	3.86210608482361	0	0	0
777	4-50	0	7.15713024139404	0	0
778	4-12	0	0	0	0
779	4-55	0	0	0	0
780	2-77	8.52072906494141	0	0	0
781	2-5	0	0	0	0
782	2-41	15.3376140594482	0	0	0
783	3-17	0	0	0	0
784	3-39	0	7.35064220428467	0	0
785	4-37	0	0	0	0
786	2-63	13.0018043518066	0	0	0
787	4-28	3.83805274963379	0	0	0
788	2-79	0	0	0	0
789	2-24	7.42959594726563	0	0	0
790	3-39	0	6.94105672836304	0	0
791	2-49	0	0	0	0
792	3-42	0	0	0	0
793	2-41	15.3569679260254	0	0	0
794	2-75	0	0	0	0
795	2-5	0	0	0	0
796	2-96	0	3.1933012008667	0	0
797	3-39	0	6.11201333999634	0	0
798	4-55a	8.06350421905518	0	0	0
799	2-49	0	0	0	0
800	2-96	0	3.09962463378906	0	0
801	2-46	0	0	0	0
802	2-77	11.036171913147	0	0	0
803	3-34	0	6.91812753677368	0	0
804	3-39	0	7.32263708114624	0	0
805	2-9	0	0	0	0
806	4-12	0	0	0	0
807	3-41	0	7.24619626998901	0	0
808	2-78	8.90293788909912	0	0	0
809	2-44	0	0	0	0
810	2-58	0	0	0	0
811	2-14	0	0	0	0
812	2-9	0	0	0	0
813	2-14	0	0	0	0
814	4-45	64.1347579956055	0	0	0
815	4-47	3.80332446098328	0	0	0
816	4-50	0	7.15979099273682	0	0
817	2-61	0	0	0	0
818	4-57	0	4.11748838424683	0	0
819	2-95	0	5.97402715682983	0	0
820	2-60	0	0	0	0
821	2-50	0	0	0	0
822	2-100	0	0	0	0
823	2-22	0	0	0	0
824	2-19	10.3018312454224	0	0	0
825	2-72	0	0	0	0
826	2-54	0	0	0	0
827	2-91	0	0	0	0
828	3-24	19.3754177093506	15.2596883773804	0	0
829	4-35	0	0	0	0
830	2-2	0	7.17762660980225	0	0
831	2-85	0	0	0	0
832	2-99	0	0	0	0
833	2-100	0	0	0	0
834	2-21	7.06862115859985	0	0	0
835	2-26	7.73063182830811	0	0	0
836	2-14	0	0	0	0
837	2-53	0	0	0	0
838	2-63	11.0235185623169	0	0	0
839	4-39	0	0	0	0
840	Ampcillin	11.7573080062866	11.0241146087646	0	0
841	2-53	0	0	0	0
842	2-81	0	0	0	0
843	2-13	6.10096263885498	0	0	0
844	2-78	9.21147632598877	0	0	0
845	2-71	0	0	0	0
846	2-5	0	0	0	0
847	2-98	10.7537355422974	24.2678928375244	0	0
848	2-90	0	0	0	0
849	Chloramphenicol	7.06538820266724	0	0	0
850	2-53	0	0	0	0
851	4-35	0	0	0	0
852	4-37	0	0	0	0
853	2-9	0	0	0	0
854	3-15	0	0	0	0
855	2-94	0	3.04723858833313	0	0
856	2-100	0	0	0	0
857	2-86	0	0	0	0
858	3-31	0	0	0	0
859	2-25	0	0	0	0
860	2-90	0	0	0	0
861	3-38	0	6.31799459457397	0	0
862	2-23	0	0	0	0
863	4-45	71.5861663818359	0	0	0
864	2-16	0	0	0	0
865	4-31	14.8326635360718	10.4519624710083	0	0
866	2-21	7.64844131469727	0	0	0
867	2-95	0	5.99037885665894	0	0
868	2-90	0	0	0	0
869	4-39	0	0	0	0
870	2-14	0	0	0	0
871	2-95	0	5.99513912200928	0	0
872	4-55	0	0	0	0
873	2-43	0	0	0	0
874	2-95	0	5.99140739440918	0	0
875	2-98	9.39087772369385	23.4794807434082	0	0
876	3-2	0	6.77915382385254	0	0
877	4-2	6.63315153121948	0	0	0
878	2-2	0	6.15256309509277	0	0
879	2-71	0	0	0	0
880	2-34	5.83563423156738	0	0	0
881	4-17	0	0	0	0
882	4-45	67.9102249145508	0	0	0
883	4-57	0	3.1273045539856	0	0
884	4-37a	0	0	0	0
885	3-50	0	0	0	0
886	4-52	6.47977638244629	0	0	0
887	3-9	0	0	0	0
888	2-94	0	3.14496684074402	0	0
889	4-30	0	0	0	0
890	3-54	0	0	0	0
891	2-91	0	0	0	0
892	2-4	5.94556188583374	0	0	0
893	2-56	0	0	0	0
894	2-26	8.03990364074707	0	0	0
895	4-30	0	0	0	0
896	3-25	19.4486293792725	15.6387643814087	0	0
897	2-41	14.6448049545288	0	0	0
898	3-42	0	0	0	0
899	2-91	0	0	0	0
900	3-53	0	0	0	0
901	3-24	20.8046894073486	16.3672199249268	0	0
902	2-9	0	0	0	0
903	Ciprofloxacin	15.2004594802856	0	0	0
904	2-23	0	0	0	0
905	2-68	0	0	0	0
906	2-4	5.96829509735107	0	0	0
907	2-78	7.97258138656616	0	0	0
908	2-18	21.1865692138672	16.1548309326172	0	0
909	2-68	0	0	0	0
910	4-18	0	0	0	0
911	2-65	0	0	0	0
912	2-53	0	0	0	0
913	2-46	0	0	0	0
914	2-14	0	0	0	0
915	3-24	18.4149208068848	15.1781749725342	0	0
916	2-55	0	0	0	0
917	4-50	0	6.87839412689209	0	0
918	2-19	7.63469505310059	0	0	0
919	2-56	0	0	0	0
920	2-13	5.63022756576538	0	0	0
921	2-73	8.22171783447266	0	0	0
922	2-94	0	3.15836644172668	0	0
923	3-17	0	0	0	0
924	2-26	8.28840446472168	0	0	0
925	3-50	0	0	0	0
926	2-66	0	0	0	0
927	2-81	0	0	0	0
928	4-55a	9.11903476715088	0	0	0
929	2-55	0	0	0	0
930	2-18	20.5858573913574	15.9815444946289	0	0
931	3-17	0	0	0	0
932	2-55	0	0	0	0
933	4-31	20.27419090271	10.3504180908203	0	0
934	2-100	0	0	0	0
935	2-36	0	0	0	0
936	2-91	0	0	0	0
937	3-2	0	6.30960559844971	0	0
938	2-30	5.12369251251221	0	0	0
939	2-22	0	0	0	0
940	2-29	0	0	0	0
941	3-29	0	0	0	0
942	2-47	0	0	0	0
943	3-30	2.37406444549561	0	0	0
944	2-13	5.8450756072998	0	0	0
945	2-72	0	0	0	0
946	2-14	0	0	0	0
947	3-24	20.1553630828857	15.7935543060303	0	0
948	2-67	0	0	0	0
949	4-55	0	0	0	0
950	2-94	0	3.14989829063416	0	0
951	2-16	0	0	0	0
952	3-2	0	6.73299789428711	0	0
953	3-30	2.3688588142395	0	0	0
954	Ampcillin	11.0027027130127	10.1701602935791	0	0
955	2-2	0	6.62083435058594	0	0
956	3-30	2.37298965454102	0	0	0
957	2-14	0	0	0	0
958	2-86	0	0	0	0
959	4-52	6.44936752319336	0	0	0
960	4-52	6.52935075759888	0	0	0
961	2-4	6.65372562408447	0	0	0
962	2-36	0	0	0	0
963	2-96	0	3.19787693023682	0	0
964	4-37	0	0	0	0
965	2-3	0	0	0	0
966	2-77	9.09387493133545	0	0	0
967	2-73	11.24729347229	0	0	0
968	3-29	0	0	0	0
969	2-100	0	0	0	0
970	4-9	0	0	0	0
971	2-56	0	0	0	0
972	4-37a	0	0	0	0
973	2-34	5.80710983276367	0	0	0
974	2-9	0	0	0	0
975	Chloramphenicol	6.93611335754395	0	0	0
976	3-29	0	0	0	0
977	3-2	0	6.2826247215271	0	0
978	4-3a	0	0	0	0
979	4-3a	0	0	0	0
980	3-29	0	0	0	0
981	4-58	36.7422904968262	0	0	0
982	3-24	21.4508647918701	16.2526168823242	0	0
983	2-99	0	0	0	0
984	2-37	0	0	0	0
985	2-94	0	3.12763404846191	0	0
986	2-21	6.46992778778076	0	0	0
987	2-77	9.43520641326904	0	0	0
988	4-4	0	0	0	0
989	2-99	0	0	0	0
990	4-12	0	0	0	0
991	4-50	0	7.36052370071411	0	0
992	2-88	0	0	0	0
993	3-41	0	6.36867332458496	0	0
994	4-55a	7.77220869064331	0	0	0
995	3-9	0	0	0	0
996	Ampcillin	11.0291090011597	10.2701978683472	0	0
997	3-40	0	6.98602724075317	0	0
998	2-26	7.70080232620239	0	0	0
999	3-17	0	0	0	0
1000	2-20	0	6.91562986373901	0	0
1001	3-29	0	0	0	0
1002	2-58	0	0	0	0
1003	4-60	5.29721593856812	0	0	0
1004	4-33	3.69253611564636	0	0	0
1005	Ampcillin	12.5593633651733	11.7180013656616	0	0
1006	3-6	0	7.11929559707642	0	0
1007	4-57	0	4.1335768699646	0	0
1008	2-50	0	0	0	0
1009	Ampcillin	11.5181188583374	10.5539379119873	0	0
1010	4-3a	0	0	0	0
1011	2-17	0	0	0	0
1012	2-21	7.11500787734985	0	0	0
1013	4-57	0	3.22153544425964	0	0
1014	2-61	0	0	0	0
1015	2-66	0	0	0	0
1016	2-100	0	0	0	0
1017	2-13	5.69333505630493	0	0	0
1018	2-2	0	6.81579208374023	0	0
1019	2-91	0	0	0	0
1020	Chloramphenicol	7.77171564102173	0	0	0
1021	2-84	0	0	0	0
1022	2-14	0	0	0	0
1023	4-62	0	0	0	0
1024	4-30	0	0	0	0
1025	4-14	3.85954403877258	0	0	0
1026	2-59	0	0	0	0
1027	2-77	8.21031665802002	0	0	0
1028	2-51	0	4.09225034713745	0	0
1029	2-24	7.26797533035278	0	0	0
1030	2-33	0	0	0	0
1031	2-38	6.5374960899353	0	0	0
1032	Chloramphenicol	7.10651016235352	0	0	0
1033	2-35	6.52529907226563	0	0	0
1034	2-35	6.52621603012085	0	0	0
1035	2-77	8.74558258056641	0	0	0
1036	3-2	0	6.65344095230103	0	0
1037	4-12	0	0	0	0
1038	4-17	0	0	0	0
1039	4-37a	0	0	0	0
1040	3-24	21.4035415649414	16.2756977081299	0	0
1041	3-17	0	0	0	0
1042	2-48	0	0	0	0
1043	3-40	0	7.2311372756958	0	0
1044	2-20	0	6.88660287857056	0	0
1045	2-39	4.46200704574585	0	0	0
1046	2-98	9.92114925384521	23.7985725402832	0	0
1047	2-100	0	0	0	0
1048	3-45	0	0	0	0
1049	3-36	0	7.14432430267334	0	0
1050	2-25	0	0	0	0
1051	2-19	9.52169418334961	0	0	0
1052	2-47	0	0	0	0
1053	2-58	0	0	0	0
1054	2-77	8.37395858764648	0	0	0
1055	2-34	5.81082820892334	0	0	0
1056	4-18	0	0	0	0
1057	4-28	3.78047609329224	0	0	0
1058	2-3	0	0	0	0
1059	3-41	0	7.0226845741272	0	0
1060	2-20	0	6.89456033706665	0	0
1061	2-95	0	5.9909143447876	0	0
1062	2-75	0	0	0	0
1063	3-54	0	0	0	0
1064	4-37	0	0	0	0
1065	2-47	0	0	0	0
1066	2-100	0	0	0	0
1067	2-55	0	0	0	0
1068	3-50	0	0	0	0
1069	4-39	0	0	0	0
1070	4-50	0	7.19774866104126	0	0
1071	2-3	0	0	0	0
1072	3-2	0	6.95765733718872	0	0
1073	3-2	0	6.8703498840332	0	0
1074	2-21	7.69776916503906	0	0	0
1075	3-31	0	0	0	0
1076	4-31	20.4059391021729	10.7068729400635	0	0
1077	2-65	0	0	0	0
1078	4-55a	8.13453960418701	0	0	0
1079	2-20	0	6.3865761756897	0	0
1080	2-4	6.35781478881836	0	0	0
1081	2-61	0	0	0	0
1082	4-31	17.2330303192139	9.7217960357666	0	0
1083	2-58	0	0	0	0
1084	2-5	0	0	0	0
1085	2-37	0	0	0	0
1086	2-13	5.81236457824707	0	0	0
1087	4-45	64.5440292358398	0	0	0
1088	4-30	0	0	0	0
1089	2-3	0	0	0	0
1090	2-32	0	0	0	0
1091	3-31	0	0	0	0
1092	2-77	11.0916004180908	0	0	0
1093	3-41	0	6.28721570968628	0	0
1094	3-5	0	7.41784191131592	0	0
1095	2-96	0	3.13442993164063	0	0
1096	4-52	6.51993608474731	0	0	0
1097	4-46	7.70844602584839	9.42249584197998	0	0
1098	3-39	0	6.82402515411377	0	0
1099	4-16	0	0	0	0
1100	2-63	10.9342613220215	0	0	0
1101	4-17	0	0	0	0
1102	2-64	3.47226858139038	0	0	0
1103	4-15	0	0	0	0
1104	2-96	0	3.16918396949768	0	0
1105	2-58	0	0	0	0
1106	4-60	6.57773876190186	0	0	0
1107	4-3a	0	0	0	0
1108	3-36	0	6.58557510375977	0	0
1109	2-100	0	0	0	0
1110	2-19	10.2567195892334	0	0	0
1111	4-37	0	0	0	0
1112	4-16	0	0	0	0
1113	2-4	6.68152379989624	0	0	0
1114	2-21	7.83953189849854	0	0	0
1115	2-33	0	0	0	0
1116	3-37	0	0	0	0
1117	2-67	0	0	0	0
1118	2-71	0	0	0	0
1119	2-21	8.26877975463867	0	0	0
1120	4-30	0	0	0	0
1121	2-85	0	0	0	0
1122	2-21	8.00509071350098	0	0	0
1123	2-58	0	0	0	0
1124	2-19	10.0376148223877	0	0	0
1125	4-4	0	0	0	0
1126	2-45	2.37395119667053	0	0	0
1127	2-94	0	3.13313889503479	0	0
1128	2-12	14.5830268859863	0	0	0
1129	4-45	67.169303894043	0	0	0
1130	2-54	0	0	0	0
1131	3-40	0	7.22572088241577	0	0
1132	3-41	0	6.7266583442688	0	0
1133	3-36	0	6.3207688331604	0	0
1134	3-24	18.9459590911865	15.3801317214966	0	0
1135	4-60	5.66679382324219	0	0	0
1136	2-68	0	0	0	0
1137	3-54	0	0	0	0
1138	2-76	0	0	0	0
1139	2-4	6.65713119506836	0	0	0
1140	2-91	0	0	0	0
1141	3-30	2.36917853355408	0	0	0
1142	2-53	0	0	0	0
1143	2-96	0	3.2992479801178	0	0
1144	4-55a	9.24113082885742	0	0	0
1145	2-91	0	0	0	0
1146	2-23	0	0	0	0
1147	2-16	0	0	0	0
1148	2-96	0	3.19373154640198	0	0
1149	2-36	0	0	0	0
1150	2-83	0	0	0	0
1151	Ampcillin	11.2558565139771	10.2539234161377	0	0
1152	4-50	0	7.08934926986694	0	0
1153	2-45	2.37303924560547	0	0	0
1154	2-78	8.82520484924316	0	0	0
1155	4-55a	8.97529220581055	0	0	0
1156	4-41	0	0	0	0
1157	3-44	0	0	0	0
1158	3-40	0	7.21755599975586	0	0
1159	2-56	0	0	0	0
1160	4-12	0	0	0	0
1161	2-63	10.9323024749756	0	0	0
1162	2-37	0	0	0	0
1163	2-4	5.92102146148682	0	0	0
1164	3-31	0	0	0	0
1165	2-16	0	0	0	0
1166	2-87	0	0	0	0
1167	4-15	0	0	0	0
1168	2-21	7.84300756454468	0	0	0
1169	3-31	0	0	0	0
1170	2-98	10.1037979125977	25.438232421875	0	0
1171	2-60	0	0	0	0
1172	2-91	0	0	0	0
1173	2-33	0	0	0	0
1174	3-54	0	0	0	0
1175	3-35	2.36755013465881	21.5746269226074	0	0
1176	2-71	0	0	0	0
1177	4-12	0	0	0	0
1178	2-84	0	0	0	0
1179	2-68	0	0	0	0
1180	2-97	13.6765356063843	33.6673927307129	0	0
1181	2-55	0	0	0	0
1182	4-60	5.66040658950806	0	0	0
1183	2-56	0	0	0	0
1184	4-4	0	0	0	0
1185	2-65	0	0	0	0
1186	2-76	0	0	0	0
1187	2-20	0	7.1707501411438	0	0
1188	2-67	0	0	0	0
1189	2-100	0	0	0	0
1190	4-60	5.61452960968018	0	0	0
1191	4-52	6.49098873138428	0	0	0
1192	2-91	0	0	0	0
1193	4-60	6.58699703216553	0	0	0
1194	2-19	9.86704063415527	0	0	0
1195	3-17	0	0	0	0
1196	2-97	12.2438945770264	30.4082584381104	0	0
1197	3-5	0	6.84232997894287	0	0
1198	2-56	0	0	0	0
1199	2-14	0	0	0	0
1200	3-2	0	6.73415803909302	0	0
1201	2-20	0	6.73606157302856	0	0
1202	2-93	0	0	0	0
1203	4-57	0	4.14332580566406	0	0
1204	4-52	6.46498107910156	0	0	0
1205	2-4	6.64440870285034	0	0	0
1206	3-44	0	0	0	0
1207	2-76	0	0	0	0
1208	2-94	0	3.15795516967773	0	0
1209	4-4	0	0	0	0
1210	3-30	2.37267017364502	0	0	0
1211	4-47	3.75913166999817	0	0	0
1212	2-84	0	0	0	0
1213	2-47	0	0	0	0
1214	2-39	4.32044363021851	0	0	0
1215	4-2	6.63087368011475	0	0	0
1216	3-21	84.7737197875977	0	0	0
1217	2-77	8.42774200439453	0	0	0
1218	3-36	0	6.08737373352051	0	0
1219	2-37	0	0	0	0
1220	4-45	68.3993835449219	0	0	0
1221	4-60	5.65888833999634	0	0	0
1222	4-16	0	0	0	0
1223	2-73	8.38518524169922	0	0	0
1224	4-3a	0	0	0	0
1225	4-6	0	0	0	0
1226	4-60	6.54315137863159	0	0	0
1227	4-2	6.65640115737915	0	0	0
1228	3-15	0	0	0	0
1229	2-58	0	0	0	0
1230	4-57	0	3.38062596321106	0	0
1231	3-53	0	0	0	0
1232	2-30	5.2013258934021	0	0	0
1233	2-37	0	0	0	0
1234	2-4	6.22311019897461	0	0	0
1235	2-88	0	0	0	0
1236	2-64	3.4331636428833	0	0	0
1237	2-98	10.9742965698242	24.5049743652344	0	0
1238	2-95	0	5.99809217453003	0	0
1239	4-37	0	0	0	0
1240	4-4	0	0	0	0
1241	4-37	0	0	0	0
1242	2-56	0	0	0	0
1243	2-81	0	0	0	0
1244	4-6	0	0	0	0
1245	2-59	0	0	0	0
1246	4-3a	0	0	0	0
1247	2-22	0	0	0	0
1248	2-21	8.27086162567139	0	0	0
1249	3-30	2.37357902526855	0	0	0
1250	3-21	70.6052398681641	0	0	0
1251	2-53	0	0	0	0
1252	4-52	6.43123149871826	0	0	0
1253	2-60	0	0	0	0
1254	4-47	3.74298906326294	0	0	0
1255	3-31	0	0	0	0
1256	2-59	0	0	0	0
1257	4-50	0	7.38486003875732	0	0
1258	2-78	8.1145658493042	0	0	0
1259	4-3a	0	0	0	0
1260	2-55	0	0	0	0
1261	3-52	0	0	0	0
1262	4-12	0	0	0	0
1263	2-21	6.17527770996094	0	0	0
1264	3-36	0	6.49347496032715	0	0
1265	4-52	6.50002908706665	0	0	0
1266	2-75	0	0	0	0
1267	2-95	0	5.98652315139771	0	0
1268	3-44	0	0	0	0
1269	2-2	0	7.31155586242676	0	0
1270	3-30	2.37098717689514	0	0	0
1271	2-77	8.11226081848145	0	0	0
1272	2-37	0	0	0	0
1273	2-41	14.0604496002197	0	0	0
1274	2-50	0	0	0	0
1275	2-52	0	0	0	0
1276	2-77	8.19102954864502	0	0	0
1277	2-71	0	0	0	0
1278	2-67	0	0	0	0
1279	3-21	80.7180404663086	0	0	0
1280	2-34	5.7174859046936	0	0	0
1281	2-3	0	0	0	0
1282	2-54	0	0	0	0
1283	4-60	5.68127155303955	0	0	0
1284	2-65	0	0	0	0
1285	4-6	0	0	0	0
1286	2-38	6.53742456436157	0	0	0
1287	3-40	0	6.51584339141846	0	0
1288	2-14	0	0	0	0
1289	2-85	0	0	0	0
1290	2-79	0	0	0	0
1291	4-12	0	0	0	0
1292	2-55	0	0	0	0
1293	2-84	0	0	0	0
1294	2-91	0	0	0	0
1295	2-54	0	0	0	0
1296	2-95	0	5.99746894836426	0	0
1297	2-37	0	0	0	0
1298	2-33	0	0	0	0
1299	4-4	0	0	0	0
1300	2-75	0	0	0	0
1301	2-94	0	3.09903454780579	0	0
1302	3-21	85.5022735595703	0	0	0
1303	3-30	2.37336921691895	0	0	0
1304	2-23	0	0	0	0
1305	2-3	0	0	0	0
1306	3-29	0	0	0	0
1307	2-73	8.55650615692139	0	0	0
1308	2-95	0	5.99908399581909	0	0
1309	2-91	0	0	0	0
1310	4-60	5.65948057174683	0	0	0
1311	3-41	0	7.19379377365112	0	0
1312	2-16	0	0	0	0
1313	2-20	0	7.01362562179565	0	0
1314	4-50	0	7.26873636245728	0	0
1315	2-78	6.91766166687012	0	0	0
1316	4-50	0	7.33687210083008	0	0
1317	3-44	0	0	0	0
1318	2-36	0	0	0	0
1319	2-56	0	0	0	0
1320	4-12	0	0	0	0
1321	2-85	0	0	0	0
1322	2-50	0	0	0	0
1323	2-44	0	0	0	0
1324	3-44	0	0	0	0
1325	4-55	0	0	0	0
1326	2-95	0	5.99368238449097	0	0
1327	2-33	0	0	0	0
1328	3-35	2.37103533744812	21.6629199981689	0	0
1329	3-29	0	0	0	0
1330	2-65	0	0	0	0
1331	2-95	0	5.99202394485474	0	0
1332	2-97	14.4508829116821	32.3043212890625	0	0
1333	2-79	0	0	0	0
1334	2-23	0	0	0	0
1335	2-94	0	3.19882440567017	0	0
1336	3-30	2.36871242523193	0	0	0
1337	2-97	13.6875782012939	32.7019691467285	0	0
1338	4-55a	7.41489791870117	0	0	0
1339	4-52	6.50952672958374	0	0	0
1340	2-33	0	0	0	0
1341	3-17	0	0	0	0
1342	2-93	0	0	0	0
1343	2-82	0	0	0	0
1344	3-54	0	0	0	0
1345	2-20	0	6.33600425720215	0	0
1346	3-36	0	6.79990577697754	0	0
1347	4-60	5.69074583053589	0	0	0
1348	3-2	0	6.6930832862854	0	0
1349	2-30	5.29682540893555	0	0	0
1350	3-50	0	0	0	0
1351	3-5	0	7.10078001022339	0	0
1352	3-30	2.37258768081665	0	0	0
1353	2-79	0	0	0	0
1354	4-6	0	0	0	0
1355	2-5	0	0	0	0
1356	2-90	0	0	0	0
1357	2-38	6.51814842224121	0	0	0
1358	3-53	0	0	0	0
1359	2-43	0	0	0	0
1360	3-44	0	0	0	0
1361	2-70	0	0	0	0
1362	2-47	0	0	0	0
1363	3-46	0	0	0	0
1364	4-17	0	0	0	0
1365	3-17	0	0	0	0
1366	4-9	0	0	0	0
1367	3-35	2.37158536911011	23.0692939758301	0	0
1368	2-55	0	0	0	0
1369	2-30	5.36026239395142	0	0	0
1370	2-81	0	0	0	0
1371	4-17	0	0	0	0
1372	4-57	0	3.11767601966858	0	0
1373	2-71	0	0	0	0
1374	4-50	0	7.40058946609497	0	0
1375	4-4	0	0	0	0
1376	4-17	0	0	0	0
1377	2-54	0	0	0	0
1378	4-6	0	0	0	0
1379	2-56	0	0	0	0
1380	4-12	0	0	0	0
1381	4-60	5.34520816802979	0	0	0
1382	3-25	19.8673934936523	15.8264684677124	0	0
1383	3-21	86.9510192871094	0	0	0
1384	4-50	0	6.8606219291687	0	0
1385	4-41	0	0	0	0
1386	4-18	0	0	0	0
1387	2-37	0	0	0	0
1388	2-27	0	0	0	0
1389	4-14	2.99879932403564	0	0	0
1390	3-30	2.37174010276794	0	0	0
1391	3-41	0	7.1211633682251	0	0
1392	2-87	0	0	0	0
1393	3-36	0	6.35715818405151	0	0
1394	2-36	0	0	0	0
1395	3-12	0	0	0	0
1396	2-87	0	0	0	0
1397	4-18	0	0	0	0
1398	2-78	10.6782493591309	0	0	0
1399	3-10	0	0	0	0
1400	3-31	0	0	0	0
1401	4-62	0	0	0	0
1402	2-5	0	0	0	0
1403	4-18	0	0	0	0
1404	3-45	0	0	0	0
1405	3-17	0	0	0	0
1406	2-39	4.89998579025269	0	0	0
1407	3-53	0	0	0	0
1408	2-58	0	0	0	0
1409	2-33	0	0	0	0
1410	3-50	0	0	0	0
1411	4-9	0	0	0	0
1412	3-44	0	0	0	0
1413	3-25	19.9367847442627	15.715726852417	0	0
1414	2-94	0	3.18530058860779	0	0
1415	2-21	6.04329633712769	0	0	0
1416	2-98	7.57154750823975	21.6397800445557	0	0
1417	3-44	0	0	0	0
1418	2-43	0	0	0	0
1419	2-20	0	6.56493330001831	0	0
1420	2-81	0	0	0	0
1421	2-53	0	0	0	0
1422	3-6	0	7.37442827224731	0	0
1423	3-12	0	0	0	0
1424	2-19	10.5595407485962	0	0	0
1425	2-83	0	0	0	0
1426	2-49	0	0	0	0
1427	4-9	0	0	0	0
1428	2-58	0	0	0	0
1429	4-18	0	0	0	0
1430	3-44	0	0	0	0
1431	3-40	0	7.22606182098389	0	0
1432	2-73	8.54569816589355	0	0	0
1433	2-21	7.76840877532959	0	0	0
1434	2-37	0	0	0	0
1435	3-2	0	7.27284097671509	0	0
1436	2-44	0	0	0	0
1437	2-52	0	0	0	0
1438	2-74	0	0	0	0
1439	3-37	0	0	0	0
1440	3-26	18.0369720458984	14.8683519363403	0	0
1441	4-14	3.21975541114807	0	0	0
1442	2-78	7.67010688781738	0	0	0
1443	2-5	0	0	0	0
1444	2-83	0	0	0	0
1445	4-45	63.4352569580078	0	0	0
1446	3-26	18.0045909881592	14.8376131057739	0	0
1447	4-60	5.16255044937134	0	0	0
1448	4-41	0	0	0	0
1449	4-28	2.98736000061035	0	0	0
1450	4-29	2.96737790107727	0	0	0
1451	2-42	0	0	0	0
1452	2-23	0	0	0	0
1453	2-82	0	0	0	0
1454	2-65	0	0	0	0
1455	3-30	2.36632347106934	0	0	0
1456	4-43	72.5772933959961	0	0	0
1457	2-63	10.1144123077393	0	0	0
1458	2-58	0	0	0	0
1459	2-36	0	0	0	0
1460	4-47	3.76056003570557	0	0	0
1461	3-44	0	0	0	0
1462	3-50	0	0	0	0
1463	2-61	0	0	0	0
1464	2-76	0	0	0	0
1465	3-26	17.6274166107178	14.6413726806641	0	0
1466	3-46	0	0	0	0
1467	2-37	0	0	0	0
1468	3-15	0	0	0	0
1469	3-17	0	0	0	0
1470	2-42	0	0	0	0
1471	2-76	0	0	0	0
1472	3-26	17.589469909668	14.8608779907227	0	0
1473	3-40	0	6.43674087524414	0	0
1474	2-43	0	0	0	0
1475	2-60	0	0	0	0
1476	2-79	0	0	0	0
1477	2-57	0	0	0	0
1478	2-20	0	7.00953245162964	0	0
1479	3-37	0	0	0	0
1480	2-73	8.83376789093018	0	0	0
1481	4-14	3.05709981918335	0	0	0
1482	3-44	0	0	0	0
1483	2-42	0	0	0	0
1484	2-64	3.46524906158447	0	0	0
1485	4-6	0	0	0	0
1486	3-31	0	0	0	0
1487	Chloramphenicol	6.18780469894409	0	0	0
1488	2-61	0	0	0	0
1489	2-65	0	0	0	0
1490	3-2	0	6.30160808563232	0	0
1491	2-92	0	0	0	0
1492	4-17	0	0	0	0
1493	2-33	0	0	0	0
1494	2-92	0	0	0	0
1495	Chloramphenicol	6.33325815200806	0	0	0
1496	2-70	0	0	0	0
1497	2-49	0	0	0	0
1498	2-45	2.37291502952576	0	0	0
1499	2-52	0	0	0	0
1500	3-42	0	0	0	0
1501	4-60	5.4857964515686	0	0	0
1502	2-36	0	0	0	0
1503	2-71	0	0	0	0
1504	2-56	0	0	0	0
1505	4-4	0	0	0	0
1506	2-90	0	0	0	0
1507	2-50	0	0	0	0
1508	4-46	7.49460554122925	8.73805236816406	0	0
1509	2-53	0	0	0	0
1510	2-25	0	0	0	0
1511	2-79	0	0	0	0
1512	4-46	7.62315702438354	8.72222709655762	0	0
1513	2-30	5.27958250045776	0	0	0
1514	2-95	0	5.99574518203735	0	0
1515	2-94	0	3.19465351104736	0	0
1516	2-24	7.39005756378174	0	0	0
1517	4-37a	0	0	0	0
1518	2-98	9.65029811859131	24.0303173065186	0	0
1519	2-43	0	0	0	0
1520	3-40	0	7.32678937911987	0	0
1521	2-49	0	0	0	0
1522	2-75	0	0	0	0
1523	2-75	0	0	0	0
1524	3-37	0	0	0	0
1525	3-50	0	0	0	0
1526	4-62	0	0	0	0
1527	4-60	6.55921745300293	0	0	0
1528	3-5	0	6.78160858154297	0	0
1529	2-49	0	0	0	0
1530	3-10	0	0	0	0
1531	3-9	0	0	0	0
1532	2-40	0	0	0	0
1533	4-41	0	0	0	0
1534	4-3a	0	0	0	0
1535	3-26	18.9587116241455	15.3119592666626	0	0
1536	2-90	0	0	0	0
1537	2-66	0	0	0	0
1538	3-11	0	0	0	0
1539	2-16	0	0	0	0
1540	2-83	0	0	0	0
1541	2-38	6.54765892028809	0	0	0
1542	4-3a	0	0	0	0
1543	2-63	11.0162229537964	0	0	0
1544	4-31	16.4735774993896	10.3509769439697	0	0
1545	4-52	6.48794412612915	0	0	0
1546	2-81	0	0	0	0
1547	2-55	0	0	0	0
1548	2-86	0	0	0	0
1549	2-94	0	3.1437554359436	0	0
1550	2-52	0	0	0	0
