No.	NAME	WHALES00_Rem	WHALES10_Rem	WHALES20_Rem	WHALES30_Rem	WHALES40_Rem	WHALES50_Rem	WHALES60_Rem	WHALES70_Rem	WHALES80_Rem	WHALES90_Rem	WHALES100_Rem	WHALES00_Isol	WHALES10_Isol	WHALES30_Isol	WHALES40_Isol	WHALES60_Isol	WHALES70_Isol	WHALES80_Isol	WHALES90_Isol	WHALES100_Isol	WHALES00_IR	WHALES10_IR	WHALES20_IR	WHALES30_IR	WHALES40_IR	WHALES50_IR	WHALES90_IR	WHALES100_IR
2183	2-93	-2.131	-1.918	-1.649	-1.37	-1.247	-0.926	-0.412	0.417	0.717	0.97	1.318	-0.242	-0.189	-0.085	-0.074	-0.025	0.105	0.133	0.156	0.228	-0.42	-0.22	-0.109	-0.072	-0.048	-0.029	0.333	0.534
2184	3-52	-2.989	-1.968	-1.687	-1.524	-1.14	-0.893	-0.68	0.028	0.416	0.995	1.287	-0.217	-0.191	-0.109	-0.101	-0.061	0.051	0.171	0.226	0.338	-0.27	-0.165	-0.129	-0.099	-0.067	-0.049	0.442	0.832
2185	4-2	-2.109	-1.325	-1.127	-1.003	0.073	0.419	0.608	0.87	1.35	1.675	2.071	-0.265	-0.205	-0.116	0.04	0.155	0.159	0.17	0.242	0.294	-0.278	-0.159	-0.133	-0.09	0.023	0.071	0.459	0.702
2186	4-51	-2.838	-1.654	-1.49	-1.192	-1.029	-0.862	-0.585	0.118	0.463	0.822	2.043	-0.251	-0.18	-0.093	-0.071	-0.048	0.037	0.091	0.117	0.128	-0.318	-0.181	-0.126	-0.097	-0.054	-0.042	0.184	0.442
2187	2-57	-2.934	-2.604	-2.067	-1.618	-1.496	-1.372	-1.022	-0.745	-0.65	-0.39	0.566	-0.457	-0.204	-0.137	-0.125	-0.096	-0.078	-0.065	-0.05	0.118	-0.443	-0.185	-0.155	-0.099	-0.091	-0.081	-0.03	0.292
2188	2-28	-2.176	-1.562	-1.378	-1.025	-0.974	-0.809	-0.398	0.525	0.641	1.019	1.941	-0.303	-0.171	-0.111	-0.087	-0.051	0.098	0.126	0.146	0.313	-0.496	-0.202	-0.135	-0.105	-0.073	-0.049	0.281	0.446
2189	4-63	-1.652	-1.623	-1.554	-1.338	-1.277	-0.893	-0.812	-0.767	-0.641	-0.386	0.267	-0.164	-0.163	-0.136	-0.124	-0.09	-0.087	-0.067	-0.049	0.241	-0.427	-0.42	-0.158	-0.148	-0.116	-0.095	-0.031	0.9
2190	2-85	-2.596	-1.598	-1.523	-1.359	-1.141	-0.801	-0.4	0.379	0.655	0.889	1.22	-0.214	-0.162	-0.088	-0.072	-0.023	0.115	0.124	0.144	0.196	-0.374	-0.215	-0.102	-0.079	-0.048	-0.035	0.368	0.509
2191	2-97	-1.983	-1.778	-1.361	-1.273	-1.116	-0.774	-0.033	0.573	0.689	0.857	1.282	-0.238	-0.153	-0.109	-0.09	-0.002	0.07	0.087	0.144	0.169	-0.627	-0.18	-0.12	-0.095	-0.075	-0.04	0.196	0.424
2192	2-98	-2.246	-1.982	-1.54	-1.432	-1.342	-0.783	-0.07	0.659	0.754	0.824	1.096	-0.261	-0.201	-0.166	-0.151	-0.024	0.09	0.137	0.181	0.242	-0.336	-0.185	-0.127	-0.12	-0.106	-0.081	0.253	0.4
2193	2-32	-2.578	-1.705	-1.609	-1.135	-0.959	-0.77	0.366	0.608	0.706	1.187	1.963	-0.233	-0.185	-0.138	-0.12	0.145	0.162	0.18	0.202	0.221	-0.264	-0.141	-0.122	-0.102	-0.072	-0.049	0.361	0.432
2194	3-5	-5.582	-1.855	-1.478	-1.225	-0.761	-0.023	0.547	0.702	0.847	1.641	2.753	-0.348	-0.235	-0.162	-0.105	0.162	0.178	0.199	0.276	0.309	-0.772	-0.237	-0.141	-0.1	-0.075	0.022	0.38	0.612
2195	3-26	-2.264	-1.809	-1.179	-1.015	-0.95	-0.54	-0.047	0.512	0.782	1.019	1.865	-0.334	-0.147	-0.056	-0.045	-0.001	0.04	0.07	0.11	0.173	-0.332	-0.191	-0.103	-0.067	-0.036	-0.025	0.146	0.3
2196	4-27	-2.267	-1.953	-1.612	-1.389	-1.36	-1.173	-0.849	-0.669	-0.256	0.388	0.48	-0.472	-0.245	-0.162	-0.144	-0.099	-0.067	0.027	0.204	0.265	-0.581	-0.188	-0.162	-0.142	-0.122	-0.096	0.459	0.662
2197	3-9	-3.297	-1.26	-1.191	-1.098	-0.856	-0.805	-0.676	-0.596	-0.236	0.486	1.853	-0.185	-0.177	-0.118	-0.109	-0.082	-0.075	-0.048	0.136	0.305	-0.749	-0.223	-0.198	-0.144	-0.132	-0.095	0.275	0.3
2198	2-50	-2.677	-1.619	-1.357	-1.103	-1.023	-0.832	-0.63	0.021	0.496	0.724	1.687	-0.23	-0.137	-0.089	-0.082	-0.042	0.013	0.109	0.148	0.213	-0.348	-0.161	-0.13	-0.094	-0.06	-0.049	0.267	0.529
2199	2-88	-2.11	-1.666	-1.403	-0.841	-0.759	-0.621	0.488	0.63	0.915	1.243	1.734	-0.192	-0.137	-0.075	-0.069	0.047	0.103	0.111	0.159	0.234	-0.175	-0.152	-0.107	-0.06	-0.043	-0.038	0.243	0.659
2200	2-16	-4.561	-1.55	-1.359	-1.096	-1.066	-0.875	-0.697	-0.444	0.428	0.549	0.844	-0.299	-0.163	-0.107	-0.091	-0.068	-0.055	0.121	0.148	0.259	-0.796	-0.206	-0.121	-0.1	-0.089	-0.071	0.304	0.541
2201	2-44	-1.666	-1.42	-1.367	-1.14	-0.776	-0.666	0.395	0.609	0.66	1.07	1.821	-0.231	-0.186	-0.132	-0.112	0.087	0.136	0.163	0.179	0.227	-0.323	-0.273	-0.147	-0.126	-0.08	-0.048	0.31	0.514
2202	2-80	-1.735	-1.426	-1.199	-1.111	-0.892	-0.693	-0.571	0.352	0.592	0.918	1.843	-0.178	-0.148	-0.09	-0.079	-0.04	0.075	0.109	0.132	0.178	-0.257	-0.17	-0.139	-0.099	-0.068	-0.047	0.301	0.676
2203	4-29	-2.498	-2.073	-1.781	-1.138	-0.939	-0.643	0.341	0.757	1.437	2.047	2.454	-0.428	-0.323	-0.261	-0.193	0.134	0.168	0.179	0.266	0.359	-0.752	-0.406	-0.167	-0.152	-0.113	-0.108	0.279	0.941
2204	2-66	-2.194	-1.664	-1.422	-1.197	-0.912	-0.748	-0.684	0.282	0.579	0.891	1.276	-0.304	-0.15	-0.086	-0.072	-0.033	0.037	0.069	0.088	0.197	-0.239	-0.168	-0.124	-0.09	-0.065	-0.051	0.17	0.637
2205	3-37	-4.277	-2.275	-1.569	-1.316	-1.255	-0.962	0.012	0.612	0.697	0.859	1.472	-0.367	-0.291	-0.205	-0.155	0.035	0.205	0.228	0.268	0.301	-0.797	-0.279	-0.199	-0.154	-0.093	-0.038	0.424	0.452
2206	3-54	-2.313	-1.979	-1.647	-1.27	-1.091	-0.936	-0.67	0.343	0.505	0.719	1.35	-0.256	-0.229	-0.095	-0.091	-0.046	0.049	0.131	0.148	0.238	-0.819	-0.2	-0.099	-0.089	-0.058	-0.044	0.26	0.648
2207	4-20	-2.525	-2.389	-2.151	-1.358	-1.138	-0.616	0.502	0.549	0.885	1.336	1.4	-0.288	-0.251	-0.219	-0.167	0.129	0.143	0.151	0.21	0.322	-0.693	-0.256	-0.169	-0.095	-0.086	-0.064	0.346	0.613
2208	2-45	-2.105	-1.713	-1.484	-0.745	-0.394	0.564	0.613	0.701	0.843	1.351	1.621	-0.51	-0.308	-0.165	-0.067	0.149	0.179	0.193	0.32	0.405	-1.293	-0.244	-0.17	-0.146	-0.044	0.054	0.533	0.746
2209	4-29	-2.723	-2.411	-2.125	-1.383	-0.959	-0.603	0.377	0.582	1.298	1.57	1.668	-0.337	-0.278	-0.212	-0.136	0.159	0.211	0.235	0.267	0.343	-0.704	-0.301	-0.25	-0.111	-0.066	-0.041	0.338	0.561
2210	2-32	-2.681	-1.751	-1.594	-1.186	-0.951	-0.749	0.357	0.601	0.702	1.175	2.019	-0.234	-0.175	-0.132	-0.12	0.137	0.161	0.182	0.199	0.223	-0.275	-0.145	-0.112	-0.099	-0.069	-0.05	0.378	0.442
2211	3-7	-5.287	-2.406	-1.517	-1.252	-1.065	-0.571	0.556	0.636	0.812	1.19	2.859	-0.259	-0.222	-0.13	-0.087	0.082	0.127	0.179	0.221	0.383	-0.453	-0.166	-0.121	-0.086	-0.059	-0.014	0.347	0.446
2212	2-57	-2.948	-2.319	-1.95	-1.686	-1.609	-1.417	-1.079	-0.76	-0.647	-0.397	0.571	-0.458	-0.185	-0.141	-0.134	-0.119	-0.086	-0.078	-0.058	0.132	-0.441	-0.21	-0.165	-0.116	-0.098	-0.086	-0.028	0.326
2213	3-31	-1.936	-1.618	-1.407	-1.176	-1.105	-0.749	-0.388	0.42	0.634	0.848	1.861	-0.332	-0.207	-0.112	-0.078	-0.025	0.104	0.16	0.175	0.258	-0.62	-0.271	-0.148	-0.085	-0.06	-0.042	0.377	0.603
2214	4-47	-2.644	-2.15	-1.601	-1.207	-0.75	-0.625	0.368	0.574	0.98	1.201	2.352	-0.332	-0.172	-0.101	-0.078	0.041	0.076	0.107	0.125	0.337	-0.215	-0.125	-0.117	-0.102	-0.072	-0.034	0.262	0.846
2215	2-46	-2.122	-2.02	-1.714	-1.473	-1.035	-0.838	-0.662	-0.407	0.487	0.828	1.617	-0.363	-0.181	-0.126	-0.103	-0.062	-0.049	0.105	0.163	0.254	-0.71	-0.224	-0.187	-0.13	-0.068	-0.058	0.188	0.472
2216	3-7	-5.464	-2.05	-1.436	-1.24	-0.913	-0.439	0.567	0.653	0.932	1.333	2.899	-0.27	-0.181	-0.115	-0.101	0.065	0.101	0.168	0.243	0.313	-0.614	-0.146	-0.124	-0.102	-0.048	-0.013	0.382	0.479
2217	3-11	-3.135	-1.324	-1.163	-1.017	-0.841	-0.762	-0.636	-0.42	0.46	0.913	1.799	-0.195	-0.154	-0.108	-0.097	-0.073	-0.058	0.105	0.217	0.307	-0.672	-0.216	-0.157	-0.131	-0.103	-0.087	0.277	0.46
2218	2-82	-3.088	-1.428	-1.155	-1.059	-0.855	-0.406	0.392	0.579	0.722	0.765	2.013	-0.177	-0.108	-0.08	-0.064	0.05	0.093	0.123	0.161	0.179	-0.321	-0.162	-0.104	-0.072	-0.051	-0.021	0.261	0.534
2219	2-45	-2.258	-1.47	-1.161	-0.735	-0.476	0.539	0.725	0.857	1.009	1.205	1.617	-0.404	-0.311	-0.127	-0.107	0.066	0.113	0.177	0.258	0.305	-0.439	-0.353	-0.244	-0.112	-0.073	0.046	0.414	0.586
2220	3-7	-6.08	-2.312	-1.71	-1.243	-0.85	-0.522	0.49	0.534	0.766	1.267	3.157	-0.247	-0.203	-0.125	-0.089	0.128	0.157	0.177	0.192	0.372	-0.392	-0.191	-0.126	-0.072	-0.066	-0.013	0.389	0.447
2221	3-52	-3.006	-1.902	-1.643	-1.477	-1.151	-0.9	-0.686	0.033	0.408	0.992	1.282	-0.212	-0.199	-0.108	-0.1	-0.063	0.055	0.171	0.223	0.355	-0.281	-0.158	-0.13	-0.102	-0.07	-0.05	0.454	0.873
2222	2-51	-2.114	-1.672	-1.51	-1.267	-0.901	-0.753	-0.684	0.055	0.461	0.897	1.377	-0.194	-0.155	-0.083	-0.069	-0.046	0.016	0.093	0.126	0.184	-0.302	-0.145	-0.114	-0.082	-0.067	-0.046	0.17	0.484
2223	3-7	-6.899	-2.393	-1.64	-1.225	-0.814	-0.501	0.362	0.606	0.851	1.115	3.462	-0.254	-0.216	-0.127	-0.111	0.115	0.125	0.161	0.184	0.195	-0.251	-0.181	-0.147	-0.092	-0.071	-0.01	0.358	0.728
2224	3-43	-2.294	-1.985	-1.525	-1.236	-0.983	-0.736	0.291	0.709	0.884	0.987	2.32	-0.454	-0.319	-0.21	-0.18	0.052	0.124	0.173	0.242	0.297	-0.617	-0.346	-0.172	-0.141	-0.117	-0.088	0.306	0.503
2225	4-20	-3.697	-2.773	-2.253	-1.911	-0.996	-0.568	0.431	0.514	0.615	0.827	0.906	-0.324	-0.283	-0.214	-0.192	0.129	0.162	0.222	0.276	0.315	-0.996	-0.192	-0.115	-0.103	-0.083	-0.059	0.487	0.637
2226	3-9	-3.308	-1.255	-1.179	-1.096	-0.86	-0.805	-0.674	-0.603	-0.236	0.484	1.824	-0.182	-0.176	-0.119	-0.109	-0.08	-0.075	-0.05	0.13	0.305	-0.744	-0.224	-0.197	-0.145	-0.136	-0.093	0.268	0.295
2227	2-88	-2.011	-1.662	-1.292	-0.831	-0.731	-0.558	0.477	0.624	0.886	1.198	1.618	-0.236	-0.137	-0.081	-0.068	0.063	0.081	0.084	0.15	0.214	-0.249	-0.196	-0.103	-0.068	-0.058	-0.04	0.186	0.884
2228	4-27	-1.76	-1.701	-1.56	-1.538	-1.462	-1.183	-1.017	-0.958	-0.348	0.367	0.424	-0.289	-0.222	-0.174	-0.157	-0.126	-0.07	0.054	0.254	0.261	-0.35	-0.148	-0.146	-0.145	-0.13	-0.115	0.666	0.713
2229	2-60	-1.765	-1.655	-1.393	-0.907	-0.728	-0.054	0.558	0.882	0.986	1.322	2.119	-0.497	-0.237	-0.118	-0.084	0.068	0.092	0.119	0.141	0.169	-0.737	-0.241	-0.145	-0.117	-0.061	-0.004	0.176	0.333
2230	3-9	-3.324	-1.256	-1.165	-1.107	-0.851	-0.815	-0.709	-0.624	-0.242	0.488	1.843	-0.184	-0.178	-0.116	-0.113	-0.081	-0.077	-0.054	0.128	0.312	-0.751	-0.237	-0.183	-0.144	-0.141	-0.097	0.254	0.283
2231	4-27	-2.346	-1.878	-1.603	-1.383	-1.345	-1.15	-0.855	-0.694	-0.231	0.392	0.49	-0.492	-0.248	-0.153	-0.143	-0.103	-0.08	0.038	0.211	0.274	-0.596	-0.206	-0.185	-0.15	-0.129	-0.091	0.478	0.685
2232	3-7	-5.751	-2.293	-1.665	-1.376	-0.792	-0.435	0.497	0.611	0.784	1.41	2.987	-0.277	-0.234	-0.177	-0.098	0.075	0.137	0.192	0.211	0.355	-0.467	-0.175	-0.15	-0.142	-0.083	-0.012	0.433	0.483
2233	2-38	-2.601	-1.441	-1.199	-1.03	-0.678	0.343	0.564	0.639	0.746	1.302	2.021	-0.172	-0.138	-0.088	-0.08	0.095	0.123	0.135	0.147	0.164	-0.224	-0.135	-0.107	-0.077	-0.052	0.043	0.267	0.423
2234	2-65	-2.017	-1.559	-1.297	-0.94	-0.845	-0.671	-0.408	0.355	0.666	0.965	1.197	-0.18	-0.113	-0.08	-0.069	-0.037	0.072	0.1	0.106	0.129	-0.218	-0.183	-0.106	-0.089	-0.072	-0.041	0.243	0.389
2235	2-57	-2.866	-2.206	-1.907	-1.675	-1.455	-1.3	-1.069	-0.826	-0.658	-0.389	0.584	-0.447	-0.179	-0.139	-0.137	-0.121	-0.1	-0.077	-0.06	0.233	-0.46	-0.213	-0.174	-0.125	-0.105	-0.092	-0.028	0.568
2236	3-6	-4.417	-2.257	-1.931	-1.128	-0.649	0.567	0.699	0.73	0.962	1.543	2.269	-0.37	-0.289	-0.182	-0.158	0.124	0.157	0.231	0.251	0.306	-0.532	-0.446	-0.153	-0.099	-0.064	0.062	0.34	0.541
2237	3-11	-3.186	-1.348	-1.143	-0.985	-0.859	-0.776	-0.66	-0.427	0.461	0.908	1.866	-0.18	-0.158	-0.105	-0.096	-0.085	-0.07	0.102	0.204	0.308	-0.618	-0.222	-0.167	-0.139	-0.103	-0.081	0.263	0.455
2238	2-23	-1.77	-1.465	-1.35	-1.196	-0.987	-0.612	-0.325	0.51	0.761	1.05	1.362	-0.374	-0.191	-0.099	-0.079	-0.019	0.118	0.132	0.18	0.236	-0.723	-0.28	-0.154	-0.093	-0.062	-0.044	0.266	0.536
2239	2-88	-1.984	-1.626	-1.286	-0.86	-0.701	-0.556	0.498	0.606	0.91	1.167	1.587	-0.204	-0.129	-0.081	-0.071	0.057	0.08	0.092	0.127	0.194	-0.252	-0.159	-0.104	-0.076	-0.06	-0.043	0.177	0.813
2240	3-31	-1.855	-1.694	-1.618	-1.36	-1.036	-0.689	-0.354	0.422	0.718	0.856	1.639	-0.243	-0.227	-0.106	-0.078	-0.024	0.103	0.139	0.171	0.267	-0.451	-0.272	-0.102	-0.085	-0.072	-0.041	0.324	0.874
2241	3-9	-3.527	-1.319	-1.203	-1.105	-0.87	-0.808	-0.786	-0.592	-0.258	0.503	1.546	-0.222	-0.179	-0.122	-0.111	-0.091	-0.086	-0.073	0.146	0.23	-0.861	-0.219	-0.203	-0.167	-0.135	-0.097	0.246	0.303
2242	2-35	-2.664	-1.629	-1.359	-1.263	-0.871	-0.684	0.356	0.572	0.703	1.013	2.091	-0.202	-0.16	-0.13	-0.116	0.104	0.141	0.153	0.171	0.219	-0.317	-0.145	-0.118	-0.102	-0.087	-0.057	0.32	0.412
2243	Chloramphenicol	-2.042	-1.654	-1.253	-1.146	-1.001	-0.83	-0.604	0.481	0.689	0.848	1.292	-0.348	-0.214	-0.144	-0.114	-0.075	0.042	0.099	0.133	0.207	-0.348	-0.263	-0.186	-0.118	-0.1	-0.086	0.219	0.411
2244	2-78	-2.265	-1.926	-1.336	-1.055	-0.957	-0.747	-0.507	0.404	0.568	0.85	1.62	-0.386	-0.161	-0.138	-0.111	-0.066	0.086	0.15	0.201	0.336	-0.354	-0.255	-0.176	-0.137	-0.105	-0.064	0.257	0.739
2245	3-54	-2.837	-1.85	-1.727	-1.283	-1.132	-0.828	-0.732	0.331	0.445	0.764	1.214	-0.257	-0.21	-0.134	-0.102	-0.044	0.066	0.126	0.145	0.17	-0.959	-0.171	-0.113	-0.102	-0.087	-0.042	0.282	0.515
2246	2-45	-1.738	-1.491	-1.047	-0.861	-0.644	0.553	0.581	0.935	1.232	1.339	1.734	-0.377	-0.345	-0.257	-0.145	0.077	0.237	0.269	0.291	0.435	-0.391	-0.367	-0.253	-0.214	-0.115	0.035	0.513	0.749
2247	2-29	-2.649	-1.88	-1.769	-1.298	-1.082	-0.698	0.423	0.576	0.719	1.158	2.329	-0.178	-0.167	-0.134	-0.109	0.126	0.154	0.177	0.212	0.26	-0.239	-0.141	-0.096	-0.076	-0.064	-0.057	0.372	0.601
2248	3-12	-3.56	-1.491	-1.268	-1.092	-0.873	-0.84	-0.693	-0.544	0.062	0.557	1.436	-0.209	-0.167	-0.103	-0.097	-0.076	-0.068	0.024	0.14	0.307	-0.521	-0.22	-0.154	-0.128	-0.096	-0.083	0.241	1.029
2249	3-41	-2.691	-2.609	-1.632	-1.408	-0.809	-0.508	0.583	0.75	0.909	0.983	1.374	-0.345	-0.298	-0.198	-0.132	0.071	0.109	0.132	0.207	0.261	-0.363	-0.239	-0.158	-0.135	-0.084	-0.06	0.296	0.34
2250	4-41	-1.57	-1.329	-1.133	-1.005	-0.152	0.618	0.752	0.835	0.998	1.429	2.269	-0.298	-0.28	-0.234	0.035	0.233	0.248	0.267	0.278	0.466	-0.332	-0.22	-0.203	-0.192	-0.021	0.158	0.348	1.813
2251	2-40	-2.643	-1.917	-1.144	-0.947	-0.218	0.476	0.651	0.726	0.805	1.257	1.72	-0.178	-0.125	-0.061	-0.02	0.1	0.129	0.155	0.161	0.184	-0.301	-0.096	-0.062	-0.044	-0.017	0.056	0.276	0.457
2252	2-85	-1.959	-1.809	-1.632	-1.417	-1.167	-0.766	-0.537	0.359	0.634	0.925	1.569	-0.27	-0.181	-0.099	-0.093	-0.042	0.099	0.114	0.147	0.28	-0.274	-0.18	-0.131	-0.095	-0.067	-0.054	0.274	0.921
2253	2-88	-2.122	-1.735	-1.372	-0.853	-0.78	-0.565	0.49	0.605	0.982	1.233	1.689	-0.195	-0.126	-0.071	-0.064	0.04	0.07	0.108	0.152	0.192	-0.189	-0.122	-0.107	-0.058	-0.04	-0.032	0.196	0.619
2254	2-66	-2.17	-1.628	-1.409	-1.167	-0.943	-0.791	-0.608	0.288	0.557	0.89	1.249	-0.306	-0.147	-0.09	-0.077	-0.034	0.037	0.067	0.095	0.178	-0.209	-0.157	-0.123	-0.094	-0.07	-0.053	0.173	0.532
2255	3-25	-1.868	-1.464	-1.067	-0.966	-0.686	-0.395	0.36	0.747	0.967	1.325	1.853	-0.257	-0.117	-0.048	-0.038	0.028	0.047	0.059	0.083	0.289	-0.256	-0.143	-0.089	-0.065	-0.031	-0.018	0.113	0.213
2256	4-29	-3	-2.093	-1.654	-1.471	-1.109	-0.753	0.341	0.53	0.677	1.218	1.49	-0.455	-0.346	-0.196	-0.144	0.144	0.229	0.258	0.32	0.494	-0.491	-0.337	-0.146	-0.136	-0.092	-0.021	0.591	0.796
2257	2-64	-2.305	-1.391	-1.205	-1.035	-0.766	-0.642	-0.496	0.333	0.623	0.788	1.59	-0.165	-0.113	-0.092	-0.085	-0.029	0.078	0.095	0.13	0.15	-0.244	-0.157	-0.124	-0.106	-0.084	-0.042	0.252	0.572
2258	2-81	-3.041	-1.45	-1.27	-1.153	-0.879	-0.443	0.393	0.554	0.726	0.806	1.98	-0.191	-0.151	-0.086	-0.066	0.043	0.094	0.139	0.145	0.197	-0.312	-0.154	-0.108	-0.062	-0.048	-0.025	0.296	0.432
2259	3-43	-2.793	-2.467	-1.81	-1.365	-0.95	-0.601	0.253	0.753	0.886	1.088	1.291	-0.487	-0.302	-0.181	-0.145	0.051	0.208	0.234	0.325	0.519	-0.753	-0.274	-0.213	-0.148	-0.074	-0.062	0.362	1.193
2260	3-26	-1.928	-1.224	-1.034	-0.846	-0.668	-0.528	-0.102	0.499	0.771	1.16	2.093	-0.148	-0.089	-0.065	-0.057	-0.002	0.038	0.078	0.09	0.104	-0.275	-0.134	-0.106	-0.073	-0.063	-0.042	0.16	0.304
2261	2-86	-2.195	-1.607	-1.239	-0.924	-0.672	-0.064	0.52	0.731	1.059	1.417	1.967	-0.264	-0.175	-0.067	-0.054	0.058	0.07	0.082	0.142	0.2	-0.465	-0.133	-0.081	-0.057	-0.048	0.009	0.14	0.342
2262	2-60	-1.992	-1.516	-1.329	-0.948	-0.72	0.001	0.464	0.717	0.955	1.246	2.202	-0.382	-0.182	-0.085	-0.055	0.068	0.09	0.096	0.111	0.215	-0.471	-0.19	-0.128	-0.082	-0.06	0	0.228	0.46
2263	4-46	-2.143	-1.802	-1.463	-1.224	-1.183	-0.97	-0.624	-0.401	0.415	0.464	1.137	-0.278	-0.192	-0.143	-0.125	-0.084	-0.077	0.052	0.144	0.275	-0.666	-0.229	-0.165	-0.14	-0.108	-0.096	0.298	0.592
2264	4-49	-2.233	-1.67	-1.508	-1.338	-1.117	-0.974	-0.831	-0.611	-0.552	0.763	1.177	-0.351	-0.28	-0.14	-0.122	-0.096	-0.062	-0.059	0.121	0.143	-0.599	-0.385	-0.152	-0.15	-0.098	-0.082	0.125	0.231
2265	2-90	-2.354	-1.631	-1.438	-1.214	-0.988	-0.76	-0.589	0.228	0.595	0.752	1.543	-0.25	-0.167	-0.117	-0.092	-0.043	0.023	0.139	0.174	0.222	-0.355	-0.204	-0.129	-0.092	-0.072	-0.056	0.293	0.751
2266	3-10	-3.096	-1.278	-1.138	-1.019	-0.847	-0.798	-0.657	-0.522	0.255	0.575	1.883	-0.19	-0.172	-0.112	-0.097	-0.08	-0.061	0.085	0.218	0.306	-0.705	-0.216	-0.177	-0.133	-0.116	-0.093	0.275	0.389
2267	2-74	-2.752	-1.738	-1.461	-1.218	-1.038	-0.747	-0.566	-0.139	0.557	0.842	1.942	-0.188	-0.124	-0.085	-0.058	-0.048	0.002	0.078	0.132	0.219	-0.272	-0.153	-0.12	-0.076	-0.058	-0.03	0.194	0.858
2268	2-66	-1.892	-1.627	-1.422	-1.102	-0.937	-0.668	-0.584	0.294	0.551	0.884	1.262	-0.183	-0.13	-0.073	-0.048	-0.028	0.035	0.069	0.132	0.195	-0.265	-0.16	-0.101	-0.083	-0.051	-0.026	0.193	0.631
2269	3-52	-2.259	-1.856	-1.802	-1.56	-1.159	-0.81	-0.685	0.031	0.492	0.917	1.542	-0.237	-0.173	-0.12	-0.103	-0.06	0.031	0.067	0.188	0.29	-0.233	-0.171	-0.141	-0.109	-0.08	-0.047	0.363	0.898
2270	2-82	-2.606	-1.433	-1.209	-1.024	-0.86	-0.406	0.403	0.582	0.723	0.777	2.146	-0.195	-0.111	-0.09	-0.069	0.047	0.091	0.125	0.171	0.183	-0.32	-0.169	-0.103	-0.072	-0.044	-0.035	0.27	0.576
2271	2-40	-2.432	-1.794	-1.174	-0.969	-0.22	0.494	0.658	0.722	0.796	1.299	1.785	-0.165	-0.138	-0.06	-0.019	0.124	0.132	0.145	0.159	0.174	-0.266	-0.089	-0.067	-0.045	-0.017	0.075	0.252	0.436
2272	3-53	-2.822	-1.756	-1.472	-1.276	-1.074	-0.844	-0.563	0.036	0.629	0.919	2.25	-0.3	-0.181	-0.106	-0.079	-0.055	0.062	0.137	0.155	0.238	-0.343	-0.173	-0.139	-0.111	-0.073	-0.048	0.247	0.621
2273	2-43	-1.653	-1.454	-1.272	-1.15	-0.939	-0.721	-0.643	0.098	0.366	0.612	0.967	-0.174	-0.15	-0.108	-0.093	-0.049	0.077	0.128	0.14	0.219	-0.257	-0.166	-0.15	-0.119	-0.087	-0.056	0.36	0.827
2274	2-57	-2.959	-2.194	-1.801	-1.641	-1.287	-1.157	-1.029	-0.808	-0.577	-0.323	0.504	-0.446	-0.221	-0.149	-0.135	-0.103	-0.096	-0.074	-0.058	0.299	-0.514	-0.224	-0.149	-0.142	-0.127	-0.101	-0.039	0.727
2275	3-52	-3.325	-1.91	-1.543	-1.432	-1.149	-0.942	-0.692	0.031	0.432	1.018	1.35	-0.265	-0.193	-0.112	-0.096	-0.059	0.053	0.17	0.21	0.341	-0.273	-0.17	-0.134	-0.119	-0.074	-0.049	0.413	0.838
2276	4-20	-2.532	-2.05	-1.716	-1.384	-1.2	-0.723	0.363	0.631	0.947	1.136	1.434	-0.43	-0.27	-0.108	-0.102	0.076	0.08	0.095	0.097	0.126	-0.497	-0.229	-0.118	-0.079	-0.05	-0.038	0.139	0.348
2277	3-36	-5.061	-2.654	-1.678	-1.269	-1.13	-0.683	0.51	0.539	0.622	0.884	1.458	-0.2	-0.182	-0.103	-0.087	0.065	0.118	0.17	0.197	0.295	-0.333	-0.136	-0.116	-0.08	-0.063	-0.033	0.349	0.399
2278	2-40	-2.513	-1.821	-1.16	-0.964	-0.214	0.483	0.65	0.723	0.796	1.257	1.73	-0.167	-0.137	-0.059	-0.019	0.111	0.127	0.146	0.16	0.168	-0.285	-0.084	-0.065	-0.043	-0.017	0.072	0.261	0.453
2279	2-92	-2.013	-1.268	-1.223	-1.058	-0.923	-0.647	-0.283	0.421	0.681	1.202	1.925	-0.238	-0.133	-0.083	-0.075	-0.01	0.08	0.123	0.145	0.192	-0.286	-0.206	-0.098	-0.078	-0.061	-0.052	0.271	0.579
2280	2-64	-1.772	-1.535	-1.45	-0.999	-0.866	-0.647	-0.54	0.3	0.648	0.872	1.327	-0.233	-0.157	-0.086	-0.061	-0.028	0.063	0.12	0.166	0.205	-0.343	-0.173	-0.115	-0.091	-0.084	-0.042	0.272	0.683
2281	2-50	-2.388	-1.601	-1.216	-1.12	-0.938	-0.8	-0.607	0.014	0.461	0.724	1.624	-0.194	-0.129	-0.094	-0.082	-0.047	0.011	0.087	0.14	0.188	-0.245	-0.153	-0.124	-0.096	-0.076	-0.053	0.238	0.486
2282	3-46	-2.162	-1.571	-1.295	-1.175	-0.928	-0.792	-0.278	0.388	0.592	0.7	1.622	-0.263	-0.187	-0.161	-0.129	-0.034	0.129	0.134	0.149	0.184	-0.675	-0.262	-0.169	-0.135	-0.11	-0.051	0.303	0.587
