No.	NAME	CATS2D_03_DD	CATS2D_04_DD	CATS2D_05_DD	CATS2D_06_DD	CATS2D_07_DD	CATS2D_08_DD	CATS2D_09_DD	CATS2D_01_DA	CATS2D_02_DA	CATS2D_03_DA	CATS2D_04_DA	CATS2D_05_DA	CATS2D_06_DA	CATS2D_07_DA	CATS2D_08_DA	CATS2D_09_DA	CATS2D_00_DP	CATS2D_03_DP	CATS2D_04_DP	CATS2D_05_DP	CATS2D_06_DP	CATS2D_07_DP	CATS2D_08_DP	CATS2D_09_DP	CATS2D_03_DN	CATS2D_04_DN	CATS2D_05_DN	CATS2D_06_DN	CATS2D_07_DN	CATS2D_08_DN	CATS2D_03_DL	CATS2D_05_DL	CATS2D_06_DL	CATS2D_07_DL	CATS2D_08_DL	CATS2D_09_DL	CATS2D_01_AA	CATS2D_02_AA	CATS2D_04_AA	CATS2D_05_AA	CATS2D_06_AA	CATS2D_07_AA	CATS2D_09_AA	CATS2D_00_AP	CATS2D_02_AP	CATS2D_03_AP	CATS2D_04_AP	CATS2D_05_AP	CATS2D_06_AP	CATS2D_07_AP	CATS2D_08_AP	CATS2D_09_AP	CATS2D_00_AN	CATS2D_01_AN	CATS2D_03_AN	CATS2D_04_AN	CATS2D_05_AN	CATS2D_06_AN	CATS2D_07_AN	CATS2D_08_AN	CATS2D_09_AN	CATS2D_03_AL	CATS2D_05_AL	CATS2D_06_AL	CATS2D_07_AL	CATS2D_08_AL	CATS2D_09_AL	CATS2D_00_PP	CATS2D_03_PP	CATS2D_05_PP	CATS2D_06_PP	CATS2D_08_PP	CATS2D_03_PN	CATS2D_04_PN	CATS2D_05_PN	CATS2D_06_PN	CATS2D_09_PN	CATS2D_02_PL	CATS2D_05_PL	CATS2D_06_PL	CATS2D_07_PL	CATS2D_08_PL	CATS2D_09_PL	CATS2D_05_NN	CATS2D_06_NN	CATS2D_02_NL	CATS2D_04_NL	CATS2D_06_NL	CATS2D_08_NL	CATS2D_09_NL	CATS2D_06_LL	CATS2D_07_LL	CATS2D_09_LL	SHED_DD	SHED_DA	SHED_DP	SHED_DL	SHED_AA	SHED_AP	SHED_AL	SHED_PP	SHED_PN	SHED_PL	SHED_NN	SHED_NL	SHED_LL
452	4-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	3	2	3	0	0	1	0	0	0	0	0	0	0	0	0	1	5	5	3	0	0	0	0	0	0	0	0	0	7	3	0	0	0	1	5.8259070894373	0	1	5.8259070894373	0	0	5.00814544707812	0	0	5.8325131180296
453	3-39	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	3	0	4	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	6	3	4	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2.87174588749259	0	2.87174588749259	2.97100409661001	2.87174588749259	5.62900016050256	0	0	2.87174588749259	0	0	2.87174588749259
454	2-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	7	7	6	5	5	3	1	0	0	0	0	0	0	0	0	0	1	0	0	2	2	1	0	0	0	0	0	0	0	9	8	4	0	0	0	0	4.7622031559046	4	8.83584520554562	0	0	7.32658388348851	0	0	9.65852614255117
455	2-30	1	0	0	0	0	0	0	0	0	1	0	1	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	6	4	3	2	0	0	0	0	0	2	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	8	4	3	3	3	3	1	0	0	0	0	0	0	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0	7	7	4	1	3.789291416276	1	5.6838423633359	1.88988157484231	3	8.78019165600446	0	0	5.26429605180997	0	0	9.859231032631
456	2-54	1	0	0	0	0	2	0	0	0	1	2	2	4	2	4	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	9	7	8	4	2	0	0	2	2	2	8	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	5	1	1	0	17	21	18	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	7	5	1	0	4	1	0	1.88988157484231	5.42725964040142	0	6.4590365530882	5.60826887677561	0	6.23196723888141	0	0	0	1	5.89902292369658	5.45659190542063
457	Ciprofloxacin	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3	0	1	6	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	2	0	0	0	1	0	3	2	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3	0	0	1	1	3	0	0	0	0	0	0	3.789291416276	0	3.46410161513775	2.97100409661001	3.789291416276	4.11044157366367	0	1	3.46410161513775	0	3.46410161513775	4.17987065346641
458	4-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	2	2	1	1	2	0	0	0	0	0	0	0	12	9	4	0	0	0	0	0	0	0	0	0	7.27943455302766	0	0	7.43384307907636
459	2-24	0	0	0	1	1	0	1	0	1	1	3	1	5	2	1	3	1	0	0	0	0	1	0	1	0	0	0	0	0	0	6	7	5	3	3	4	0	1	2	2	5	0	0	0	0	0	1	0	0	2	0	3	0	0	0	0	0	0	0	0	0	15	11	13	8	8	4	1	0	0	0	0	0	0	0	0	0	3	2	1	1	1	2	0	0	0	0	0	0	0	16	10	2	3	6.62305677186234	2	8.27590004667217	5.33660438097579	2.74945927399721	8.28258582453945	0	0	7.32539012895881	0	0	9.21630566557122
460	2-12	1	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	6	4	3	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	5	1	1	2	3	3	2	1	0	0	0	0	0	0	0	0	4	4	3	2	0	0	0	0	0	0	0	0	0	7	7	4	1	2.82842712474619	1	5.6838423633359	1	2.82842712474619	8.30848347231277	1	0	5.6838423633359	0	0	9.859231032631
461	2-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	6	3	7	10	8	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2.97100409661001	2.87174588749259	9.15720941384773	0	0	6.64449194422446	0	0	5.30960510650053
462	4-33	1	0	0	0	0	0	0	0	0	0	0	2	4	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	2	4	2	0	0	0	0	0	0	0	0	0	0	0	9	7	3	2	1	0	2	1	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2.82842712474619	1	3.77976314968462	4.7622031559046	2.82842712474619	5.65275195596469	1	0	3.77976314968462	0	0	5.16626493257571
463	4-54	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	1	3	3	4	2	0	0	0	0	0	0	0	13	10	4	0	1	1	8.0588329839647	0	1	8.0588329839647	0	0	8.0588329839647	0	0	7.50810353660851
464	2-8	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	4	0	0	0	0	0	2	0	1	3	2	0	2	0	0	0	0	0	0	0	0	0	6	0	4	4	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1.96013170420779	1	2	2.97100409661001	4.74510280626355	3.92026340841558	1	0	4	0	0	3
465	4-45	0	0	0	0	0	0	0	0	3	3	3	1	3	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	4	2	1	3	3	0	1	2	2	1	2	0	1	1	0	0	0	0	0	0	0	0	0	2	0	1	2	1	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88988157484231	9.19538690993501	1.88988157484231	3.57165236692845	7.23957457967015	9.42130134842649	8.90257191471412	1	0	3.77976314968462	0	0	1.88988157484231
466	2-46	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	2	2	3	0	0	1	1	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	9	14	8	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	0	0	5	0	0	0	1.88988157484231	0	6.67872291803412	3.77976314968462	0	6.10552867410132	0	0	0	0	4.26419042511093	5.39169827808414
467	2-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	7	7	6	5	5	3	1	0	0	0	0	0	0	0	0	0	1	0	0	2	2	1	0	0	0	0	0	0	0	9	8	4	0	0	0	0	4.7622031559046	4	8.83584520554562	0	0	7.32658388348851	0	0	9.65852614255117
468	3-39	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	3	0	4	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	6	3	4	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2.87174588749259	0	2.87174588749259	2.97100409661001	2.87174588749259	5.62900016050256	0	0	2.87174588749259	0	0	2.87174588749259
469	2-90	0	0	0	2	0	1	0	0	1	1	1	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	7	3	5	0	0	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	12	13	6	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	9	0	1.88988157484231	3.7224194364084	0	6.66452062446096	4.13085192089075	0	6.71334190287782	0	0	0	0	0	7.21728257175327
470	2-25	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	5	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	7	8	3	0	1	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	7	3	0	1	3	1	6.71220882183322	1	2	6.17602330706598	0	0	3.75447893899131	0	0	6.0918068171902
471	4-45	0	0	0	0	0	0	0	0	3	3	3	1	3	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	4	2	1	3	3	0	1	2	2	1	2	0	1	1	0	0	0	0	0	0	0	0	0	2	0	1	2	1	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88988157484231	9.19538690993501	1.88988157484231	3.57165236692845	7.23957457967015	9.42130134842649	8.90257191471412	1	0	3.77976314968462	0	0	1.88988157484231
472	2-82	0	0	0	1	0	0	0	0	1	1	2	1	5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	4	2	2	0	0	1	3	2	5	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	13	12	9	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	0	1	6.29211176441463	0	6.63670603853563	7.3334571245908	0	7.11294299195411	0	0	0	0	0	7.23300649073607
473	Ampcillin	1	0	0	0	0	0	0	0	1	3	0	0	4	0	0	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	4	5	2	0	2	0	0	2	0	4	0	0	0	0	0	1	0	0	2	0	0	2	1	0	1	0	1	0	0	1	0	3	5	3	6	4	4	1	0	0	0	0	0	0	0	0	1	1	1	1	0	2	0	0	0	0	3	0	0	1	1	2	5	1	3.59611546662432	1	5.32888560805461	3.789291416276	2.87174588749259	9.76981016479366	0	1	5.66964472452693	0	4.58575641234582	7.65546966688158
474	Ciprofloxacin	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3	0	1	6	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	2	0	0	0	1	0	3	2	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3	0	0	1	1	3	0	0	0	0	0	0	3.789291416276	0	3.46410161513775	2.97100409661001	3.789291416276	4.11044157366367	0	1	3.46410161513775	0	3.46410161513775	4.17987065346641
475	4-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	4	6	4	5	2	3	1	0	0	0	0	0	0	0	0	0	1	5	3	0	1	0	0	0	0	0	0	0	0	9	5	3	0	0	0	0	1	2	7.6616310262364	0	0	5.00814544707812	0	0	6.95744450186756
476	2-77	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	3	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	6	4	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	1	5	0	6.16217995182982	3	0	7.45623902651711	0	0	0	0	0	6.0137223407848
477	2-96	0	0	0	0	0	0	1	0	0	2	3	1	0	4	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	2	0	3	0	5	0	2	0	0	0	0	3	0	0	2	0	1	0	0	0	0	0	0	0	0	0	3	3	2	4	3	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4.34115281760506	1	5.65685424949238	3.75447893899131	2.7494592739972	7.18187696410416	0	0	2.82842712474619	0	0	2.7494592739972
478	2-68	0	0	0	0	0	1	0	0	0	1	1	0	4	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	5	3	1	0	0	2	1	1	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	17	17	11	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	4.34115281760506	0	6.33755299761526	5.47025654404534	0	7.05975862438224	0	0	0	0	0	5.45659190542063
479	2-99	1	0	0	0	0	2	0	0	0	1	2	2	0	0	4	0	0	0	0	2	1	0	0	0	0	1	1	0	0	1	9	6	8	4	2	0	0	1	2	2	0	0	0	0	0	0	0	4	1	0	0	0	1	0	0	1	1	0	0	1	0	13	12	14	8	4	0	1	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	1	1	3	1	0	4	1	0	1.88988157484231	3.57165236692845	1.88988157484231	6.44881228775032	4.35275281648062	1.64938488846612	6.51346944868507	0	1	3.69177218273526	0	6.32570490835827	5.63886317357512
480	Tetracycline	0	1	3	2	1	0	2	0	1	3	4	10	4	4	2	3	2	0	1	2	1	0	0	2	1	2	3	0	2	2	11	6	7	7	4	3	0	0	6	6	5	3	1	0	1	1	3	4	2	1	1	2	2	0	1	5	2	1	1	3	0	15	12	10	10	7	4	2	0	1	0	0	0	1	1	0	0	2	2	4	3	2	3	0	1	3	5	2	2	1	3	3	1	5.45069178784675	7.6009006995269	4.71065067421325	8.61140009203878	6.97596048923459	7.74260762017654	8.49617729389742	1	4	9.24701225257492	1	7.27574283678375	7.29720585624285
481	2-64	0	0	0	2	0	1	0	0	1	2	1	0	6	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	7	3	1	0	0	1	1	1	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	13	15	11	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1.88988157484231	4.88800726190538	0	6.08317901180071	5.74868280267519	0	7.24186920708324	0	0	0	0	0	5.45659190542063
482	3-38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	6	3	4	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97100409661001	2.87174588749259	5.62900016050256	0	0	2.87174588749259	0	0	2.87174588749259
483	Ciprofloxacin	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3	0	1	6	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	2	0	0	0	1	0	3	2	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3	0	0	1	1	3	0	0	0	0	0	0	3.789291416276	0	3.46410161513775	2.97100409661001	3.789291416276	4.11044157366367	0	1	3.46410161513775	0	3.46410161513775	4.17987065346641
484	2-72	1	0	0	2	0	1	2	0	1	1	2	2	6	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	10	8	5	3	0	1	2	2	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	11	14	9	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	3.77976314968462	5.88779637909034	0	7.60767196475502	5.5516075873073	0	7.33283936309136	0	0	0	0	0	5.80193158794743
485	2-100	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	3	0	0	0	0	1	0	0	0	2	5	1	1	0	0	0	0	1	2	1	0	1	1	0	0	0	0	1	2	1	11	17	10	4	3	1	1	0	0	0	0	0	0	0	0	0	1	3	1	1	1	0	0	0	0	1	3	1	1	2	0	0	0	3.789291416276	1	3.6493357540631	5.03822154880091	3.789291416276	6.29662701468643	0	1	6.04149927965329	0	6.04149927965329	4.99748941067804
486	2-54	1	0	0	0	0	2	0	0	0	1	2	2	4	2	4	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	9	7	8	4	2	0	0	2	2	2	8	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	5	1	1	0	17	21	18	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	7	5	1	0	4	1	0	1.88988157484231	5.42725964040142	0	6.4590365530882	5.60826887677561	0	6.23196723888141	0	0	0	1	5.89902292369658	5.45659190542063
487	2-39	0	1	0	0	0	0	0	0	1	0	0	0	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	3	4	3	4	0	0	0	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	10	6	7	4	3	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	2	0	0	0	0	0	0	0	7	4	3	1	5.65685424949238	1	11.1032151746146	4.7622031559046	4	7.76217812526841	0	0	8.31989177611433	0	0	8.07967466720952
488	2-59	1	0	1	2	1	2	0	0	1	1	2	3	6	3	4	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	13	11	10	5	6	8	0	1	2	2	4	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	16	18	16	9	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	2	1	11	10	2	6.59753955386447	7.58460574323218	0	9.08090577766855	7.80147001796898	0	8.87498369589368	0	0	0	0	7.49349659500198	7.71686405821879
489	4-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	3	2	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	7.17197765411391	0	0	3.58598882705695	0	0	5.27182688086753
490	Tetracycline	0	1	3	2	1	0	2	0	1	3	4	10	4	4	2	3	2	0	1	2	1	0	0	2	1	2	3	0	2	2	11	6	7	7	4	3	0	0	6	6	5	3	1	0	1	1	3	4	2	1	1	2	2	0	1	5	2	1	1	3	0	15	12	10	10	7	4	2	0	1	0	0	0	1	1	0	0	2	2	4	3	2	3	0	1	3	5	2	2	1	3	3	1	5.45069178784675	7.6009006995269	4.71065067421325	8.61140009203878	6.97596048923459	7.74260762017654	8.49617729389742	1	4	9.24701225257492	1	7.27574283678375	7.29720585624285
491	Ampcillin	1	0	0	0	0	0	0	0	1	3	0	0	4	0	0	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	4	5	2	0	2	0	0	2	0	4	0	0	0	0	0	1	0	0	2	0	0	2	1	0	1	0	1	0	0	1	0	3	5	3	6	4	4	1	0	0	0	0	0	0	0	0	1	1	1	1	0	2	0	0	0	0	3	0	0	1	1	2	5	1	3.59611546662432	1	5.32888560805461	3.789291416276	2.87174588749259	9.76981016479366	0	1	5.66964472452693	0	4.58575641234582	7.65546966688158
492	2-71	1	0	0	2	0	1	2	0	1	2	1	1	6	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	8	5	2	0	1	1	1	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	13	15	11	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	3.77976314968462	5.61215502891315	0	7.41594354530648	5.74868280267519	0	7.24186920708324	0	0	0	0	0	5.45659190542063
493	2-26	0	0	0	1	1	0	1	0	1	2	2	0	5	1	1	3	1	0	0	0	0	1	0	1	0	0	0	0	0	0	9	8	6	4	3	3	0	1	1	0	4	1	0	0	0	1	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	13	14	14	10	11	6	1	0	0	0	0	0	0	0	0	0	1	2	2	2	1	2	0	0	0	0	0	0	0	17	18	5	3	7.4103897894612	2	9.27868053658166	6.67872291803412	3.46410161513775	10.3184499704843	0	0	8.09412817894855	0	0	10.8624955268165
494	2-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	7	4	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97100409661001	2.87174588749259	4.64930416134081	0	0	2.87174588749259	0	0	2.87174588749259
495	2-54	1	0	0	0	0	2	0	0	0	1	2	2	4	2	4	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	9	7	8	4	2	0	0	2	2	2	8	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	5	1	1	0	17	21	18	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	7	5	1	0	4	1	0	1.88988157484231	5.42725964040142	0	6.4590365530882	5.60826887677561	0	6.23196723888141	0	0	0	1	5.89902292369658	5.45659190542063
496	2-75	0	0	0	0	0	1	0	0	0	1	2	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	6	5	10	4	0	2	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16	16	8	16	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	9	0	1.88988157484231	4.4359877981887	0	8.30346458130275	4.71065067421325	0	7.80822359664952	0	0	0	0	0	7.18829291720251
497	2-97	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	6	0	9	0	4	4	0	0	0	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	12	0	8	8	4	4	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.74674829750099	1	4	4.75179083593689	3.74674829750099	7.49349659500198	1	0	4	0	0	5.74234749205346
498	4-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	3	2	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	7.17197765411391	0	0	3.58598882705695	0	0	5.27182688086753
499	2-17	1	1	2	0	0	0	1	0	0	1	1	2	0	0	0	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	14	6	4	11	11	9	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	4	11	11	9	1	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	19	18	8	4.7622031559046	4.7622031559046	1.88988157484231	8.36285040502964	3	1.88988157484231	7.85285485405314	0	0	3.8477358215253	0	0	9.06304125954081
500	2-39	0	1	0	0	0	0	0	0	1	0	0	0	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	3	4	3	4	0	0	0	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	10	6	7	4	3	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	2	0	0	0	0	0	0	0	7	4	3	1	5.65685424949238	1	11.1032151746146	4.7622031559046	4	7.76217812526841	0	0	8.31989177611433	0	0	8.07967466720952
501	4-37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3.59611546662432	0	0	3.789291416276	0	0	2.87174588749259
