No.	NAME	CATS2D_03_DD	CATS2D_04_DD	CATS2D_05_DD	CATS2D_06_DD	CATS2D_07_DD	CATS2D_08_DD	CATS2D_09_DD	CATS2D_01_DA	CATS2D_02_DA	CATS2D_03_DA	CATS2D_04_DA	CATS2D_05_DA	CATS2D_06_DA	CATS2D_07_DA	CATS2D_08_DA	CATS2D_09_DA	CATS2D_00_DP	CATS2D_03_DP	CATS2D_04_DP	CATS2D_05_DP	CATS2D_06_DP	CATS2D_07_DP	CATS2D_08_DP	CATS2D_09_DP	CATS2D_03_DN	CATS2D_04_DN	CATS2D_05_DN	CATS2D_06_DN	CATS2D_07_DN	CATS2D_08_DN	CATS2D_03_DL	CATS2D_05_DL	CATS2D_06_DL	CATS2D_07_DL	CATS2D_08_DL	CATS2D_09_DL	CATS2D_01_AA	CATS2D_02_AA	CATS2D_04_AA	CATS2D_05_AA	CATS2D_06_AA	CATS2D_07_AA	CATS2D_09_AA	CATS2D_00_AP	CATS2D_02_AP	CATS2D_03_AP	CATS2D_04_AP	CATS2D_05_AP	CATS2D_06_AP	CATS2D_07_AP	CATS2D_08_AP	CATS2D_09_AP	CATS2D_00_AN	CATS2D_01_AN	CATS2D_03_AN	CATS2D_04_AN	CATS2D_05_AN	CATS2D_06_AN	CATS2D_07_AN	CATS2D_08_AN	CATS2D_09_AN	CATS2D_03_AL	CATS2D_05_AL	CATS2D_06_AL	CATS2D_07_AL	CATS2D_08_AL	CATS2D_09_AL	CATS2D_00_PP	CATS2D_03_PP	CATS2D_05_PP	CATS2D_06_PP	CATS2D_08_PP	CATS2D_03_PN	CATS2D_04_PN	CATS2D_05_PN	CATS2D_06_PN	CATS2D_09_PN	CATS2D_02_PL	CATS2D_05_PL	CATS2D_06_PL	CATS2D_07_PL	CATS2D_08_PL	CATS2D_09_PL	CATS2D_05_NN	CATS2D_06_NN	CATS2D_02_NL	CATS2D_04_NL	CATS2D_06_NL	CATS2D_08_NL	CATS2D_09_NL	CATS2D_06_LL	CATS2D_07_LL	CATS2D_09_LL	SHED_DD	SHED_DA	SHED_DP	SHED_DL	SHED_AA	SHED_AP	SHED_AL	SHED_PP	SHED_PN	SHED_PL	SHED_NN	SHED_NL	SHED_LL
52	2-11	0	0	0	1	0	0	0	0	0	1	0	1	1	2	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	7	8	2	1	1	0	2	0	0	1	0	0	0	0	0	0	4	2	2	1	0	0	0	0	0	0	0	0	0	1	0	0	1	3.789291416276	1	3.59611546662432	3	3.77976314968462	5.37654056889628	1	0	5.15494602161859	0	0	5.02364982773991
53	4-35	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4	6	4	6	4	5	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	6	4	6	4	5	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	2	0	0	0	0	0	0	0	8	7	4	3	3	3	8.77384621087674	3	3	8.77384621087674	0	0	8.81262772420625	0	0	8.46930912850231
54	4-53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	3	8	6	5	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	6	7	6	0	0	0	0	1	1.88988157484231	7.3014954720616	0	0	7.72862659571668	0	0	10.2167016661458
55	4-53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	3	8	6	5	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	6	7	6	0	0	0	0	1	1.88988157484231	7.3014954720616	0	0	7.72862659571668	0	0	10.2167016661458
56	4-60	0	0	1	0	0	0	0	0	0	0	0	2	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	4	4	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	7	6	2	1	1	0	2	0	0	1	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3.789291416276	3	5.94810968475028	3	3.77976314968462	5.68756903548624	1	0	4.88385131837866	0	0	5.0400884726344
57	2-99	1	0	0	0	0	2	0	0	0	1	2	2	0	0	4	0	0	0	0	2	1	0	0	0	0	1	1	0	0	1	9	6	8	4	2	0	0	1	2	2	0	0	0	0	0	0	0	4	1	0	0	0	1	0	0	1	1	0	0	1	0	13	12	14	8	4	0	1	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	1	1	3	1	0	4	1	0	1.88988157484231	3.57165236692845	1.88988157484231	6.44881228775032	4.35275281648062	1.64938488846612	6.51346944868507	0	1	3.69177218273526	0	6.32570490835827	5.63886317357512
58	2-11	0	0	0	1	0	0	0	0	0	1	0	1	1	2	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	7	8	2	1	1	0	2	0	0	1	0	0	0	0	0	0	4	2	2	1	0	0	0	0	0	0	0	0	0	1	0	0	1	3.789291416276	1	3.59611546662432	3	3.77976314968462	5.37654056889628	1	0	5.15494602161859	0	0	5.02364982773991
59	2-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	3	7	5	3	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	1	0	5.62256684629551	0	0	5.91951307486139
60	4-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	6	4	4	1	1	0	1	0	0	0	0	0	0	0	0	0	1	2	2	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	3	3	5.81416599839334	0	0	5.74349177498518	0	0	5.87932220284837
61	4-54	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	1	3	3	4	2	0	0	0	0	0	0	0	13	10	4	0	1	1	8.0588329839647	0	1	8.0588329839647	0	0	8.0588329839647	0	0	7.50810353660851
62	2-15	0	0	0	0	1	0	0	0	0	1	0	0	2	3	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	4	6	1	1	1	0	0	0	0	0	1	2	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	9	11	6	2	1	0	1	0	0	0	0	0	0	0	0	0	1	3	1	1	1	0	0	0	0	0	0	0	0	2	0	0	1	3.58598882705695	1	5.30240584421827	3.77976314968462	2.82842712474619	5.66295256485811	0	0	6.04149927965329	0	0	4.99748941067804
63	4-48	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	4	3	0	2	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	6	8	11	10	6	1	0	0	0	0	0	0	0	0	0	3	1	0	1	2	4	0	0	0	0	0	0	0	19	14	11	0	2.82842712474619	1	8.66881077677152	3.77976314968462	2.82842712474619	11.159455527635	0	0	8.0588329839647	0	0	10.2879265655562
64	4-35	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4	6	4	6	4	5	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	6	4	6	4	5	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	2	0	0	0	0	0	0	0	8	7	4	3	3	3	8.77384621087674	3	3	8.77384621087674	0	0	8.81262772420625	0	0	8.46930912850231
65	2-26	0	0	0	1	1	0	1	0	1	2	2	0	5	1	1	3	1	0	0	0	0	1	0	1	0	0	0	0	0	0	9	8	6	4	3	3	0	1	1	0	4	1	0	0	0	1	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	13	14	14	10	11	6	1	0	0	0	0	0	0	0	0	0	1	2	2	2	1	2	0	0	0	0	0	0	0	17	18	5	3	7.4103897894612	2	9.27868053658166	6.67872291803412	3.46410161513775	10.3184499704843	0	0	8.09412817894855	0	0	10.8624955268165
66	4-60	0	0	1	0	0	0	0	0	0	0	0	2	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	4	4	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	7	6	2	1	1	0	2	0	0	1	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3.789291416276	3	5.94810968475028	3	3.77976314968462	5.68756903548624	1	0	4.88385131837866	0	0	5.0400884726344
67	4-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	6	4	4	1	1	0	1	0	0	0	0	0	0	0	0	0	1	2	2	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	3	3	5.81416599839334	0	0	5.74349177498518	0	0	5.87932220284837
68	4-28a	1	0	1	1	0	0	0	0	2	1	1	3	1	0	1	0	1	2	0	1	0	0	1	1	0	0	0	0	0	0	5	3	4	4	3	0	0	0	0	2	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	5	3	1	4	5	0	2	0	0	0	1	0	0	0	0	0	1	2	4	2	0	0	0	0	0	0	0	0	0	5	4	0	3	5.34941802342378	3.789291416276	6.75926577903293	1.88988157484231	3.46410161513775	6.07255560560441	1	0	7.10000249264919	0	0	7.37821931224317
69	3-33	0	0	0	0	1	0	0	0	0	1	0	0	2	3	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	4	6	1	1	1	0	0	0	0	0	1	2	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	9	11	6	2	1	0	1	0	0	0	0	0	0	0	0	0	1	3	1	1	1	0	0	0	0	0	0	0	0	2	0	0	1	3.58598882705695	1	5.30240584421827	3.77976314968462	2.82842712474619	5.66295256485811	0	0	6.04149927965329	0	0	4.99748941067804
70	2-99	1	0	0	0	0	2	0	0	0	1	2	2	0	0	4	0	0	0	0	2	1	0	0	0	0	1	1	0	0	1	9	6	8	4	2	0	0	1	2	2	0	0	0	0	0	0	0	4	1	0	0	0	1	0	0	1	1	0	0	1	0	13	12	14	8	4	0	1	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	1	1	3	1	0	4	1	0	1.88988157484231	3.57165236692845	1.88988157484231	6.44881228775032	4.35275281648062	1.64938488846612	6.51346944868507	0	1	3.69177218273526	0	6.32570490835827	5.63886317357512
71	4-53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	3	8	6	5	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	6	7	6	0	0	0	0	1	1.88988157484231	7.3014954720616	0	0	7.72862659571668	0	0	10.2167016661458
72	4-37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3.59611546662432	0	0	3.789291416276	0	0	2.87174588749259
73	2-8	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	4	0	0	0	0	0	2	0	1	3	2	0	2	0	0	0	0	0	0	0	0	0	6	0	4	4	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1.96013170420779	1	2	2.97100409661001	4.74510280626355	3.92026340841558	1	0	4	0	0	3
74	3-33	0	0	0	0	1	0	0	0	0	1	0	0	2	3	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	4	6	1	1	1	0	0	0	0	0	1	2	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	9	11	6	2	1	0	1	0	0	0	0	0	0	0	0	0	1	3	1	1	1	0	0	0	0	0	0	0	0	2	0	0	1	3.58598882705695	1	5.30240584421827	3.77976314968462	2.82842712474619	5.66295256485811	0	0	6.04149927965329	0	0	4.99748941067804
75	2-17	1	1	2	0	0	0	1	0	0	1	1	2	0	0	0	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	14	6	4	11	11	9	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	4	11	11	9	1	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	19	18	8	4.7622031559046	4.7622031559046	1.88988157484231	8.36285040502964	3	1.88988157484231	7.85285485405314	0	0	3.8477358215253	0	0	9.06304125954081
76	3-33	0	0	0	0	1	0	0	0	0	1	0	0	2	3	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	4	6	1	1	1	0	0	0	0	0	1	2	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	9	11	6	2	1	0	1	0	0	0	0	0	0	0	0	0	1	3	1	1	1	0	0	0	0	0	0	0	0	2	0	0	1	3.58598882705695	1	5.30240584421827	3.77976314968462	2.82842712474619	5.66295256485811	0	0	6.04149927965329	0	0	4.99748941067804
77	4-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	6	4	4	1	1	0	1	0	0	0	0	0	0	0	0	0	1	2	2	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	3	3	5.81416599839334	0	0	5.74349177498518	0	0	5.87932220284837
78	4-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.45069178784675	0	0	4.53509814092262
79	4-36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	2	1	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	4	3	4	3	3	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.45069178784675	2.87174588749259	8.47418244426201	0	0	3.789291416276	0	0	4.50320012840204
80	4-2	0	0	1	1	1	0	0	0	0	1	0	1	1	2	1	0	1	1	0	1	3	0	0	0	0	0	0	0	0	0	8	5	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	7	8	2	1	1	0	2	0	0	1	0	0	0	0	0	0	4	2	2	1	0	0	0	0	0	0	0	0	0	1	0	0	3	4.7622031559046	2.58640928985893	5.21236120727445	3	3.77976314968462	5.37654056889628	1	0	5.15494602161859	0	0	5.02364982773991
81	2-99	1	0	0	0	0	2	0	0	0	1	2	2	0	0	4	0	0	0	0	2	1	0	0	0	0	1	1	0	0	1	9	6	8	4	2	0	0	1	2	2	0	0	0	0	0	0	0	4	1	0	0	0	1	0	0	1	1	0	0	1	0	13	12	14	8	4	0	1	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	1	1	3	1	0	4	1	0	1.88988157484231	3.57165236692845	1.88988157484231	6.44881228775032	4.35275281648062	1.64938488846612	6.51346944868507	0	1	3.69177218273526	0	6.32570490835827	5.63886317357512
82	2-8	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	4	0	0	0	0	0	2	0	1	3	2	0	2	0	0	0	0	0	0	0	0	0	6	0	4	4	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1.96013170420779	1	2	2.97100409661001	4.74510280626355	3.92026340841558	1	0	4	0	0	3
83	4-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	6	4	4	1	1	0	1	0	0	0	0	0	0	0	0	0	1	2	2	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	3	3	5.81416599839334	0	0	5.74349177498518	0	0	5.87932220284837
84	4-30	0	0	0	0	0	1	0	0	0	1	1	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	4	5	3	1	0	0	1	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	12	8	11	6	3	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	2.58640928985893	1	6.15987373331473	3.46410161513775	1	6.44829992292337	0	0	3.69177218273526	0	0	5.63886317357512
85	4-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	6	4	4	1	1	0	1	0	0	0	0	0	0	0	0	0	1	2	2	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	3	3	5.81416599839334	0	0	5.74349177498518	0	0	5.87932220284837
86	Ciprofloxacin	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3	0	1	6	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	2	0	0	0	1	0	3	2	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3	0	0	1	1	3	0	0	0	0	0	0	3.789291416276	0	3.46410161513775	2.97100409661001	3.789291416276	4.11044157366367	0	1	3.46410161513775	0	3.46410161513775	4.17987065346641
87	4-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	3	2	3	0	0	1	0	0	0	0	0	0	0	0	0	1	5	5	3	0	0	0	0	0	0	0	0	0	7	3	0	0	0	1	5.8259070894373	0	1	5.8259070894373	0	0	5.00814544707812	0	0	5.8325131180296
88	2-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	7	4	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97100409661001	2.87174588749259	4.64930416134081	0	0	2.87174588749259	0	0	2.87174588749259
89	2-8	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	4	0	0	0	0	0	2	0	1	3	2	0	2	0	0	0	0	0	0	0	0	0	6	0	4	4	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1.96013170420779	1	2	2.97100409661001	4.74510280626355	3.92026340841558	1	0	4	0	0	3
90	4-54	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	1	3	3	4	2	0	0	0	0	0	0	0	13	10	4	0	1	1	8.0588329839647	0	1	8.0588329839647	0	0	8.0588329839647	0	0	7.50810353660851
91	4-53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	3	8	6	5	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	6	7	6	0	0	0	0	1	1.88988157484231	7.3014954720616	0	0	7.72862659571668	0	0	10.2167016661458
92	3-33	0	0	0	0	1	0	0	0	0	1	0	0	2	3	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	4	6	1	1	1	0	0	0	0	0	1	2	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	9	11	6	2	1	0	1	0	0	0	0	0	0	0	0	0	1	3	1	1	1	0	0	0	0	0	0	0	0	2	0	0	1	3.58598882705695	1	5.30240584421827	3.77976314968462	2.82842712474619	5.66295256485811	0	0	6.04149927965329	0	0	4.99748941067804
93	2-41	0	0	0	1	0	0	0	0	0	1	0	0	3	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	4	5	2	1	2	4	0	0	0	0	1	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	13	11	5	2	2	3	1	0	0	0	0	0	0	0	0	0	1	3	2	1	1	2	0	0	0	0	0	0	0	10	10	5	1	2.7298385631036	1	7.56795011905497	3.77976314968462	2	7.49206562574126	0	0	8.03467087945046	0	0	9.39771232724775
94	4-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	3	0	0	1	0	0	0	0	0	0	0	0	0	1	5	3	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	1	5.7782757844848	0	1	5.7782757844848	0	0	4.36691506603759	0	0	5.9100124634034
95	2-8	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	4	0	0	0	0	0	2	0	1	3	2	0	2	0	0	0	0	0	0	0	0	0	6	0	4	4	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1.96013170420779	1	2	2.97100409661001	4.74510280626355	3.92026340841558	1	0	4	0	0	3
96	4-43	0	0	0	0	1	0	2	0	3	4	4	2	4	3	1	5	2	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	1	2	0	0	4	5	3	2	5	4	0	1	2	2	1	2	1	1	2	0	0	0	0	0	0	0	0	0	2	0	1	3	3	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.77976314968462	9.88460220778654	3.789291416276	5.34539230884204	7.36000144131415	10.3747164372081	9.11802822781911	1	0	3.77976314968462	0	0	1.88988157484231
97	4-36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	2	1	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	4	3	4	3	3	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.45069178784675	2.87174588749259	8.47418244426201	0	0	3.789291416276	0	0	4.50320012840204
98	2-53	1	0	0	2	1	2	0	0	1	1	2	2	7	3	4	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	12	12	10	4	4	3	0	2	2	2	4	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	19	19	18	9	9	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	2	1	13	15	15	3.77976314968462	8.2271416171475	0	9.11156619883097	9.14118122389697	0	10.7226564599561	0	0	0	0	9.3249581462972	9.78621845965719
99	2-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	3	0	0	1	0	0	0	0	0	0	0	0	0	1	5	3	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	1	5.7782757844848	0	1	5.7782757844848	0	0	4.36691506603759	0	0	5.9100124634034
100	2-26	0	0	0	1	1	0	1	0	1	2	2	0	5	1	1	3	1	0	0	0	0	1	0	1	0	0	0	0	0	0	9	8	6	4	3	3	0	1	1	0	4	1	0	0	0	1	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	13	14	14	10	11	6	1	0	0	0	0	0	0	0	0	0	1	2	2	2	1	2	0	0	0	0	0	0	0	17	18	5	3	7.4103897894612	2	9.27868053658166	6.67872291803412	3.46410161513775	10.3184499704843	0	0	8.09412817894855	0	0	10.8624955268165
101	4-43	0	0	0	0	1	0	2	0	3	4	4	2	4	3	1	5	2	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	1	2	0	0	4	5	3	2	5	4	0	1	2	2	1	2	1	1	2	0	0	0	0	0	0	0	0	0	2	0	1	3	3	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.77976314968462	9.88460220778654	3.789291416276	5.34539230884204	7.36000144131415	10.3747164372081	9.11802822781911	1	0	3.77976314968462	0	0	1.88988157484231
102	4-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	6	4	4	1	1	0	1	0	0	0	0	0	0	0	0	0	1	2	2	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	3	3	5.81416599839334	0	0	5.74349177498518	0	0	5.87932220284837
