No.	NAME	T(N..O)	T(O..O)	T(O..S)	B01[C-N]	B01[C-O]	B01[C-F]	B01[N-N]	B02[C-O]	B02[O-O]	B02[O-S]	B03[C-O]	B03[N-O]	B03[N-F]	B03[O-O]	B03[O-S]	B03[F-Cl]	B04[N-O]	B04[N-S]	B04[O-O]	B05[C-C]	B05[C-N]	B05[C-O]	B05[C-S]	B05[C-Br]	B05[N-N]	B05[N-O]	B05[O-O]	B05[O-S]	B05[O-F]	B06[C-N]	B06[N-O]	B06[N-S]	B06[O-O]	B06[O-S]	B07[C-C]	B07[C-N]	B07[C-O]	B07[C-S]	B07[N-O]	B07[O-O]	B08[C-C]	B08[C-N]	B08[C-O]	B08[C-S]	B08[C-F]	B08[N-N]	B08[N-O]	B08[N-S]	B08[O-O]	B08[O-S]	B09[C-C]	B09[C-N]	B09[C-O]	B09[C-S]	B09[N-O]	B09[O-O]	B09[O-S]	B10[C-C]	B10[C-N]	B10[C-O]	B10[N-N]	B10[N-O]	B10[N-S]	B10[O-O]	F01[C-N]	F01[C-O]	F01[N-O]	F02[C-C]	F02[C-N]	F02[N-N]	F03[C-N]	F03[C-O]	F03[N-N]	F03[N-O]	F03[N-S]	F03[O-O]	F04[C-N]	F04[C-S]	F04[N-N]	F04[N-O]	F04[O-O]	F05[C-N]	F05[C-O]	F05[N-N]	F05[N-O]	F05[N-S]	F06[C-N]	F06[C-S]	F06[N-N]	F06[N-O]	F07[C-C]	F07[C-N]	F07[C-O]	F07[C-S]	F07[N-N]	F07[N-O]	F07[O-O]	F08[C-C]	F08[C-N]	F08[C-O]	F08[C-S]	F08[N-N]	F08[N-O]	F08[O-O]	F08[O-S]	F09[C-N]	F09[C-O]	F09[C-S]	F09[C-Cl]	F09[N-N]	F09[N-O]	F10[C-C]	F10[C-N]	F10[C-O]	F10[C-S]	F10[O-O]
55	4-53	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	8	0	0	28	6	3	13	0	0	0	0	0	12	0	0	0	0	8	0	1	0	0	9	0	0	0	17	5	0	0	2	0	0	14	6	0	0	0	0	0	0	4	0	0	0	0	0	10	2	0	0	0
56	4-60	33	17	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	5	0	29	4	0	4	7	0	1	0	1	8	0	0	0	0	8	9	0	2	0	5	0	1	1	5	2	3	0	0	2	0	1	1	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
57	2-99	26	55	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	35	2	0	5	16	0	0	0	1	7	0	0	0	2	3	13	0	4	0	0	0	0	1	4	0	15	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
58	2-11	34	18	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	3	5	0	29	5	0	5	7	0	1	0	1	8	0	0	0	0	7	11	0	1	0	5	0	1	2	8	1	3	0	0	2	1	3	2	2	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0
59	2-4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	35	3	0	6	0	0	0	0	0	8	0	0	0	0	9	0	0	0	0	5	0	1	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60	4-11	20	12	0	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	5	0	22	1	0	2	10	0	0	0	0	3	0	0	1	1	2	7	0	0	0	3	0	0	0	4	2	2	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
61	4-54	7	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	3	1	0	36	3	0	3	4	1	0	0	0	4	0	0	0	0	5	4	0	1	0	5	0	0	0	17	5	2	0	0	0	0	11	5	1	0	0	0	0	0	3	1	0	0	0	0	2	4	2	0	0
62	2-15	28	34	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	2	6	0	29	1	0	1	9	0	0	0	2	3	0	0	0	0	4	14	0	0	0	3	0	0	1	11	3	6	0	0	2	2	7	1	5	0	0	1	1	0	1	3	0	0	0	0	2	0	0	0	0
63	4-48	26	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	8	1	0	36	12	2	16	2	0	1	0	0	12	0	2	0	0	10	2	1	0	0	11	0	0	1	29	14	2	0	1	0	0	24	14	3	0	0	0	0	0	9	4	0	0	0	0	14	7	3	0	0
64	4-35	21	20	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	0	0	0	0	1	3	0	26	1	0	1	7	0	0	0	0	1	0	0	1	1	1	7	0	0	0	1	0	0	1	13	1	6	0	0	0	1	11	1	6	0	0	0	0	0	2	5	0	0	0	0	5	4	2	0	0
65	2-26	77	110	0	1	1	0	0	1	1	0	1	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1	1	1	0	1	0	1	4	8	0	47	5	0	7	18	0	1	0	1	10	0	0	1	1	9	22	0	0	0	6	0	0	4	40	2	20	0	1	1	1	26	6	16	0	0	0	3	0	3	8	0	0	0	3	15	2	6	0	1
66	4-60	33	17	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	5	0	29	4	0	4	7	0	1	0	1	8	0	0	0	0	8	9	0	2	0	5	0	1	1	5	2	3	0	0	2	0	1	1	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
67	4-11	20	12	0	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	5	0	22	1	0	2	10	0	0	0	0	3	0	0	1	1	2	7	0	0	0	3	0	0	0	4	2	2	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
68	4-28a	64	18	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	0	1	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	6	4	0	14	8	0	6	8	2	1	0	0	8	0	0	1	0	7	4	1	4	0	8	0	1	1	11	9	7	0	0	0	0	6	5	5	0	1	2	1	0	1	1	0	0	1	0	3	3	1	0	0
69	3-33	28	34	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	3	6	0	31	1	0	1	9	0	0	0	2	3	0	0	0	0	4	14	0	0	0	3	0	0	1	14	3	7	0	0	2	2	10	1	7	0	0	1	1	0	1	4	0	0	0	0	3	0	0	0	0
70	2-99	26	55	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	35	2	0	5	16	0	0	0	1	7	0	0	0	2	3	13	0	4	0	0	0	0	1	4	0	15	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
71	4-53	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	8	0	0	28	6	3	13	0	0	0	0	0	12	0	0	0	0	8	0	1	0	0	9	0	0	0	17	5	0	0	2	0	0	14	6	0	0	0	0	0	0	4	0	0	0	0	0	10	2	0	0	0
72	4-37	13	3	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	11	1	0	1	4	0	0	0	1	2	0	0	0	0	2	2	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73	2-8	61	35	8	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	2	5	0	12	4	0	3	11	0	2	0	3	3	2	0	0	0	0	7	0	1	1	0	0	0	3	8	2	4	0	0	2	0	5	4	2	0	0	0	0	0	3	0	0	0	0	2	0	3	0	0	0
74	3-33	28	34	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	3	6	0	31	1	0	1	9	0	0	0	2	3	0	0	0	0	4	14	0	0	0	3	0	0	1	14	3	7	0	0	2	2	10	1	7	0	0	1	1	0	1	4	0	0	0	0	3	0	0	0	0
75	2-17	14	22	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	2	3	0	41	3	0	7	9	0	0	0	1	8	0	0	1	0	4	3	0	2	0	0	0	0	0	30	0	11	0	0	0	0	23	0	13	0	0	0	0	0	0	11	0	0	0	0	3	0	4	0	1
76	3-33	28	34	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	3	6	0	31	1	0	1	9	0	0	0	2	3	0	0	0	0	4	14	0	0	0	3	0	0	1	14	3	7	0	0	2	2	10	1	7	0	0	1	1	0	1	4	0	0	0	0	3	0	0	0	0
77	4-11	20	12	0	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	5	0	22	1	0	2	10	0	0	0	0	3	0	0	1	1	2	7	0	0	0	3	0	0	0	4	2	2	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
78	4-15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	1	0	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79	4-36	22	0	0	1	1	1	1	1	0	0	1	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	9	1	0	17	12	2	7	3	2	0	0	0	8	0	2	1	0	9	1	0	2	0	8	0	0	1	9	5	3	0	2	0	0	10	5	1	0	1	0	0	0	6	0	0	0	0	0	5	6	0	0	0
80	4-2	34	18	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	4	0	30	5	0	5	7	0	1	0	1	7	0	0	0	0	7	11	0	1	0	4	0	1	2	6	2	4	0	0	2	1	1	2	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
81	2-99	26	55	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	35	2	0	5	16	0	0	0	1	7	0	0	0	2	3	13	0	4	0	0	0	0	1	4	0	15	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
82	2-8	61	35	8	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	2	5	0	12	4	0	3	11	0	2	0	3	3	2	0	0	0	0	7	0	1	1	0	0	0	3	8	2	4	0	0	2	0	5	4	2	0	0	0	0	0	3	0	0	0	0	2	0	3	0	0	0
83	4-11	20	12	0	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	5	0	22	1	0	2	10	0	0	0	0	3	0	0	1	1	2	7	0	0	0	3	0	0	0	4	2	2	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
84	4-30	20	33	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	36	2	0	5	15	0	0	0	1	7	0	0	0	1	3	8	0	4	0	0	0	0	0	4	0	12	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
85	4-11	20	12	0	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	5	0	22	1	0	2	10	0	0	0	0	3	0	0	1	1	2	7	0	0	0	3	0	0	0	4	2	2	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
86	Ciprofloxacin	65	10	0	1	1	1	0	1	1	0	1	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	8	3	0	19	11	0	6	8	1	0	0	0	3	0	1	3	2	7	8	0	0	0	7	0	0	1	12	2	4	0	1	0	0	8	3	2	0	0	2	0	0	3	4	0	0	0	1	0	1	4	0	0
87	4-3	7	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	35	1	0	1	4	0	0	0	0	2	0	0	0	0	5	3	0	0	0	6	0	0	0	3	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88	2-2	25	35	8	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	5	0	12	2	0	1	11	0	2	0	3	2	2	0	0	0	0	7	0	1	0	0	0	0	0	8	1	4	0	0	2	0	5	2	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
89	2-8	61	35	8	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	2	5	0	12	4	0	3	11	0	2	0	3	3	2	0	0	0	0	7	0	1	1	0	0	0	3	8	2	4	0	0	2	0	5	4	2	0	0	0	0	0	3	0	0	0	0	2	0	3	0	0	0
90	4-54	7	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	3	1	0	36	3	0	3	4	1	0	0	0	4	0	0	0	0	5	4	0	1	0	5	0	0	0	17	5	2	0	0	0	0	11	5	1	0	0	0	0	0	3	1	0	0	0	0	2	4	2	0	0
91	4-53	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	8	0	0	28	6	3	13	0	0	0	0	0	12	0	0	0	0	8	0	1	0	0	9	0	0	0	17	5	0	0	2	0	0	14	6	0	0	0	0	0	0	4	0	0	0	0	0	10	2	0	0	0
92	3-33	28	34	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	3	6	0	31	1	0	1	9	0	0	0	2	3	0	0	0	0	4	14	0	0	0	3	0	0	1	14	3	7	0	0	2	2	10	1	7	0	0	1	1	0	1	4	0	0	0	0	3	0	0	0	0
93	2-41	41	3	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	7	3	0	38	9	0	9	5	1	0	0	1	10	0	0	0	0	12	8	0	0	0	10	0	1	2	31	7	4	0	1	3	0	21	7	5	0	0	1	0	0	3	4	0	0	0	0	10	1	3	0	0
94	4-4	6	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	34	1	0	2	4	0	0	0	0	5	0	0	0	0	6	3	0	0	0	3	0	0	1	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95	2-8	61	35	8	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	2	5	0	12	4	0	3	11	0	2	0	3	3	2	0	0	0	0	7	0	1	1	0	0	0	3	8	2	4	0	0	2	0	5	4	2	0	0	0	0	0	3	0	0	0	0	2	0	3	0	0	0
96	4-43	191	58	0	1	1	0	0	1	1	0	1	1	0	1	0	0	1	0	1	1	1	1	0	0	1	1	1	0	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	0	1	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	0	0	0	11	7	0	14	7	5	12	9	2	3	0	2	6	0	2	5	1	6	6	1	2	0	6	0	0	3	9	4	6	0	0	6	0	5	7	10	0	1	0	0	0	6	1	0	0	0	6	7	5	3	0	0
97	4-36	22	0	0	1	1	1	1	1	0	0	1	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	9	1	0	17	12	2	7	3	2	0	0	0	8	0	2	1	0	9	1	0	2	0	8	0	0	1	9	5	3	0	2	0	0	10	5	1	0	1	0	0	0	6	0	0	0	0	0	5	6	0	0	0
98	2-53	46	232	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	2	10	0	49	2	0	3	23	0	0	0	1	7	0	0	0	2	9	27	0	0	0	4	0	0	5	26	1	22	0	0	2	1	26	0	12	0	0	0	5	0	0	9	0	0	0	0	27	0	16	0	0
99	2-3	6	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	34	1	0	2	4	0	0	0	0	5	0	0	0	0	6	3	0	0	0	3	0	0	1	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100	2-26	77	110	0	1	1	0	0	1	1	0	1	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1	1	1	0	1	0	1	4	8	0	47	5	0	7	18	0	1	0	1	10	0	0	1	1	9	22	0	0	0	6	0	0	4	40	2	20	0	1	1	1	26	6	16	0	0	0	3	0	3	8	0	0	0	3	15	2	6	0	1
101	4-43	191	58	0	1	1	0	0	1	1	0	1	1	0	1	0	0	1	0	1	1	1	1	0	0	1	1	1	0	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	0	1	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	0	0	0	11	7	0	14	7	5	12	9	2	3	0	2	6	0	2	5	1	6	6	1	2	0	6	0	0	3	9	4	6	0	0	6	0	5	7	10	0	1	0	0	0	6	1	0	0	0	6	7	5	3	0	0
102	4-11	20	12	0	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	5	0	22	1	0	2	10	0	0	0	0	3	0	0	1	1	2	7	0	0	0	3	0	0	0	4	2	2	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
103	3-39	25	35	8	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	2	5	0	13	2	0	1	11	0	2	0	3	2	2	0	0	0	0	7	0	1	0	0	0	0	0	8	1	4	1	0	2	0	6	2	4	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0
104	4-36	22	0	0	1	1	1	1	1	0	0	1	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	9	1	0	17	12	2	7	3	2	0	0	0	8	0	2	1	0	9	1	0	2	0	8	0	0	1	9	5	3	0	2	0	0	10	5	1	0	1	0	0	0	6	0	0	0	0	0	5	6	0	0	0
105	2-15	28	34	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	2	6	0	29	1	0	1	9	0	0	0	2	3	0	0	0	0	4	14	0	0	0	3	0	0	1	11	3	6	0	0	2	2	7	1	5	0	0	1	1	0	1	3	0	0	0	0	2	0	0	0	0
106	3-33	28	34	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	3	6	0	31	1	0	1	9	0	0	0	2	3	0	0	0	0	4	14	0	0	0	3	0	0	1	14	3	7	0	0	2	2	10	1	7	0	0	1	1	0	1	4	0	0	0	0	3	0	0	0	0
107	4-4	6	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	34	1	0	2	4	0	0	0	0	5	0	0	0	0	6	3	0	0	0	3	0	0	1	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108	4-53	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	8	0	0	28	6	3	13	0	0	0	0	0	12	0	0	0	0	8	0	1	0	0	9	0	0	0	17	5	0	0	2	0	0	14	6	0	0	0	0	0	0	4	0	0	0	0	0	10	2	0	0	0
