No.	NAME	T(N..O)	T(O..O)	T(O..S)	B01[C-N]	B01[C-O]	B01[C-F]	B01[N-N]	B02[C-O]	B02[O-O]	B02[O-S]	B03[C-O]	B03[N-O]	B03[N-F]	B03[O-O]	B03[O-S]	B03[F-Cl]	B04[N-O]	B04[N-S]	B04[O-O]	B05[C-C]	B05[C-N]	B05[C-O]	B05[C-S]	B05[C-Br]	B05[N-N]	B05[N-O]	B05[O-O]	B05[O-S]	B05[O-F]	B06[C-N]	B06[N-O]	B06[N-S]	B06[O-O]	B06[O-S]	B07[C-C]	B07[C-N]	B07[C-O]	B07[C-S]	B07[N-O]	B07[O-O]	B08[C-C]	B08[C-N]	B08[C-O]	B08[C-S]	B08[C-F]	B08[N-N]	B08[N-O]	B08[N-S]	B08[O-O]	B08[O-S]	B09[C-C]	B09[C-N]	B09[C-O]	B09[C-S]	B09[N-O]	B09[O-O]	B09[O-S]	B10[C-C]	B10[C-N]	B10[C-O]	B10[N-N]	B10[N-O]	B10[N-S]	B10[O-O]	F01[C-N]	F01[C-O]	F01[N-O]	F02[C-C]	F02[C-N]	F02[N-N]	F03[C-N]	F03[C-O]	F03[N-N]	F03[N-O]	F03[N-S]	F03[O-O]	F04[C-N]	F04[C-S]	F04[N-N]	F04[N-O]	F04[O-O]	F05[C-N]	F05[C-O]	F05[N-N]	F05[N-O]	F05[N-S]	F06[C-N]	F06[C-S]	F06[N-N]	F06[N-O]	F07[C-C]	F07[C-N]	F07[C-O]	F07[C-S]	F07[N-N]	F07[N-O]	F07[O-O]	F08[C-C]	F08[C-N]	F08[C-O]	F08[C-S]	F08[N-N]	F08[N-O]	F08[O-O]	F08[O-S]	F09[C-N]	F09[C-O]	F09[C-S]	F09[C-Cl]	F09[N-N]	F09[N-O]	F10[C-C]	F10[C-N]	F10[C-O]	F10[C-S]	F10[O-O]
548	3-38	25	35	8	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	5	0	12	2	0	1	11	0	2	0	3	2	2	0	0	0	0	7	0	1	0	0	0	0	0	8	1	4	0	0	2	0	5	2	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
549	3-34	25	35	8	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	5	0	14	2	0	1	11	0	2	0	3	2	2	0	0	0	0	7	0	1	0	0	0	0	0	9	1	4	0	0	2	0	7	2	2	0	0	0	0	0	2	2	0	0	0	0	2	1	0	0	0
550	3-9	6	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	35	1	0	2	4	0	0	0	0	5	0	0	0	0	6	3	0	0	0	3	0	0	1	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
551	3-38	25	35	8	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	5	0	12	2	0	1	11	0	2	0	3	2	2	0	0	0	0	7	0	1	0	0	0	0	0	8	1	4	0	0	2	0	5	2	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
552	Tetracycline	92	164	0	1	1	0	0	1	0	0	1	1	0	1	0	0	1	0	1	1	1	1	0	0	1	1	1	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	0	1	1	0	1	1	1	0	1	0	1	4	8	0	37	3	0	5	28	0	1	0	2	6	0	0	3	6	4	25	1	4	0	7	0	0	2	19	4	18	0	0	1	3	13	4	12	0	0	1	3	0	4	8	0	0	0	2	3	2	5	0	2
553	4-43	191	58	0	1	1	0	0	1	1	0	1	1	0	1	0	0	1	0	1	1	1	1	0	0	1	1	1	0	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	0	1	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	0	0	0	11	7	0	14	7	5	12	9	2	3	0	2	6	0	2	5	1	6	6	1	2	0	6	0	0	3	9	4	6	0	0	6	0	5	7	10	0	1	0	0	0	6	1	0	0	0	6	7	5	3	0	0
554	3-34	25	35	8	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	5	0	14	2	0	1	11	0	2	0	3	2	2	0	0	0	0	7	0	1	0	0	0	0	0	9	1	4	0	0	2	0	7	2	2	0	0	0	0	0	2	2	0	0	0	0	2	1	0	0	0
555	2-48	36	137	0	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	1	1	0	1	0	1	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	2	8	0	42	2	0	3	19	0	1	0	1	7	0	0	0	2	7	26	0	0	0	3	0	0	4	23	0	24	0	0	1	1	20	0	16	0	0	0	4	0	0	8	0	0	0	0	6	0	9	0	1
556	2-9	23	32	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	38	1	0	2	18	0	0	0	0	5	0	0	0	2	7	11	0	1	0	3	0	0	3	4	0	9	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
557	2-96	35	60	14	1	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	6	0	12	2	0	2	12	0	0	1	5	1	2	0	3	0	1	7	0	0	0	2	0	0	0	8	1	5	0	0	2	2	5	2	4	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0
558	2-2	25	35	8	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	5	0	12	2	0	1	11	0	2	0	3	2	2	0	0	0	0	7	0	1	0	0	0	0	0	8	1	4	0	0	2	0	5	2	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
559	2-34	37	31	0	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	5	7	0	31	4	0	5	10	0	1	0	1	9	0	0	0	0	7	10	0	2	0	5	0	1	1	8	2	8	0	0	2	0	2	1	5	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0
560	2-100	28	66	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0	3	6	1	31	1	0	1	10	0	0	0	2	3	0	0	0	0	4	17	0	0	0	3	0	0	1	14	3	10	0	0	2	3	10	1	10	0	0	1	3	0	1	5	0	0	0	0	3	0	1	0	0
561	2-39	66	41	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	1	1	0	1	0	1	5	4	0	36	3	0	3	13	0	0	0	0	1	0	1	0	0	6	13	0	0	0	4	0	0	2	14	4	12	0	0	1	1	14	3	5	0	0	0	1	0	6	6	0	0	0	0	14	3	1	0	1
562	2-75	30	103	0	1	1	0	0	1	1	0	1	0	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	3	7	0	44	3	0	3	21	0	0	0	1	5	0	0	1	1	7	21	0	0	0	3	0	0	4	29	0	22	0	0	0	0	13	0	16	0	0	0	3	0	0	11	0	0	0	0	0	0	3	0	4
563	2-36	33	57	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	8	0	32	1	0	1	12	0	0	0	1	3	0	0	0	0	5	19	0	0	0	4	0	0	2	13	2	10	0	0	3	3	6	1	9	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
564	4-17	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	21	2	0	4	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
565	2-64	67	57	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	6	0	39	3	0	2	18	1	0	0	1	6	0	0	0	1	8	19	0	1	0	5	0	0	4	14	5	16	0	0	0	0	3	7	7	0	0	0	3	0	3	0	0	0	0	4	0	0	0	0	0
566	2-49	0	83	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	38	0	0	0	19	0	0	0	1	0	0	0	0	1	0	26	0	0	0	0	0	0	0	4	0	12	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
567	4-2	34	18	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	4	0	30	5	0	5	7	0	1	0	1	7	0	0	0	0	7	11	0	1	0	4	0	1	2	6	2	4	0	0	2	1	1	2	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
568	2-72	28	95	0	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	1	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	7	0	39	2	0	2	21	0	1	0	0	5	0	0	0	2	7	19	0	1	0	3	0	0	3	14	0	18	0	0	0	0	3	0	12	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0
569	2-17	14	22	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	2	3	0	41	3	0	7	9	0	0	0	1	8	0	0	1	0	4	3	0	2	0	0	0	0	0	30	0	11	0	0	0	0	23	0	13	0	0	0	0	0	0	11	0	0	0	0	3	0	4	0	1
570	2-12	18	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	6	2	0	28	9	0	9	2	1	0	0	0	11	0	0	0	0	8	2	1	1	0	6	0	1	1	18	6	1	0	0	1	0	13	3	3	0	0	0	0	0	1	2	0	0	0	0	5	1	1	0	0
571	2-52	0	14	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	34	0	0	0	8	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
572	4-39	10	4	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	10	1	0	2	5	0	0	0	0	2	0	0	1	1	2	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
573	2-77	27	7	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	3	2	0	30	3	0	3	5	0	0	0	0	4	0	0	0	0	5	7	0	0	0	6	0	0	1	9	5	3	0	0	0	1	4	5	2	0	0	1	0	0	3	2	0	0	0	0	0	1	1	0	0
574	2-12	18	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	6	2	0	28	9	0	9	2	1	0	0	0	11	0	0	0	0	8	2	1	1	0	6	0	1	1	18	6	1	0	0	1	0	13	3	3	0	0	0	0	0	1	2	0	0	0	0	5	1	1	0	0
575	2-51	33	86	51	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	0	0	0	0	1	0	1	0	1	1	0	0	1	1	0	1	0	0	0	0	2	6	0	42	2	0	3	19	0	0	1	1	7	1	0	0	2	7	25	0	0	0	3	2	0	4	23	0	19	5	0	1	1	20	0	9	7	0	0	4	0	0	5	3	0	0	0	6	0	9	0	0
576	Ciprofloxacin	65	10	0	1	1	1	0	1	1	0	1	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	8	3	0	19	11	0	6	8	1	0	0	0	3	0	1	3	2	7	8	0	0	0	7	0	0	1	12	2	4	0	1	0	0	8	3	2	0	0	2	0	0	3	4	0	0	0	1	0	1	4	0	0
577	4-44	86	62	0	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	1	1	0	1	0	0	6	7	0	24	9	0	4	9	1	5	0	0	9	0	0	0	0	10	11	0	0	0	5	0	1	4	28	5	16	0	1	1	0	24	6	18	0	0	0	0	0	6	6	0	0	0	2	17	3	7	0	0
578	3-40	25	35	8	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	3	5	0	15	2	0	1	11	0	2	0	3	2	2	0	0	0	0	7	0	1	0	0	0	0	0	8	1	4	2	0	2	0	7	2	6	0	0	0	0	0	2	0	0	0	0	0	4	1	0	0	0
579	3-34	25	35	8	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	5	0	14	2	0	1	11	0	2	0	3	2	2	0	0	0	0	7	0	1	0	0	0	0	0	9	1	4	0	0	2	0	7	2	2	0	0	0	0	0	2	2	0	0	0	0	2	1	0	0	0
580	3-2	27	70	16	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	1	0	1	1	1	0	0	0	0	2	6	0	23	3	0	1	12	0	2	0	3	2	2	0	0	0	0	10	0	1	0	0	2	0	0	10	1	11	3	0	2	1	10	2	10	2	0	0	0	1	2	8	0	0	0	0	13	1	6	0	0
581	3-29	0	55	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	38	0	0	0	20	0	0	0	0	0	0	0	0	2	0	18	0	0	0	0	0	0	0	4	0	9	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
582	2-100	28	66	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0	3	6	1	31	1	0	1	10	0	0	0	2	3	0	0	0	0	4	17	0	0	0	3	0	0	1	14	3	10	0	0	2	3	10	1	10	0	0	1	3	0	1	5	0	0	0	0	3	0	1	0	0
583	4-28	22	10	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	4	4	0	15	6	0	4	2	1	1	0	0	6	0	0	0	0	5	3	0	0	0	1	0	0	2	7	1	3	0	0	1	0	3	1	4	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	1
584	2-2	25	35	8	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	5	0	12	2	0	1	11	0	2	0	3	2	2	0	0	0	0	7	0	1	0	0	0	0	0	8	1	4	0	0	2	0	5	2	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
585	2-75	30	103	0	1	1	0	0	1	1	0	1	0	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	3	7	0	44	3	0	3	21	0	0	0	1	5	0	0	1	1	7	21	0	0	0	3	0	0	4	29	0	22	0	0	0	0	13	0	16	0	0	0	3	0	0	11	0	0	0	0	0	0	3	0	4
586	Ciprofloxacin	65	10	0	1	1	1	0	1	1	0	1	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	8	3	0	19	11	0	6	8	1	0	0	0	3	0	1	3	2	7	8	0	0	0	7	0	0	1	12	2	4	0	1	0	0	8	3	2	0	0	2	0	0	3	4	0	0	0	1	0	1	4	0	0
587	2-2	25	35	8	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	5	0	12	2	0	1	11	0	2	0	3	2	2	0	0	0	0	7	0	1	0	0	0	0	0	8	1	4	0	0	2	0	5	2	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
588	4-2	34	18	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	4	0	30	5	0	5	7	0	1	0	1	7	0	0	0	0	7	11	0	1	0	4	0	1	2	6	2	4	0	0	2	1	1	2	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
589	2-50	33	86	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	1	1	0	1	0	1	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	6	0	38	3	0	2	19	0	0	0	1	5	0	0	0	2	7	24	0	0	0	3	0	0	4	21	0	19	0	0	1	1	6	0	13	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0
590	2-61	0	80	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	38	0	0	0	22	0	0	0	0	0	0	0	0	2	0	25	0	0	0	0	0	0	0	4	0	9	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
591	2-63	139	117	0	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	1	1	0	0	1	0	1	1	1	0	1	0	1	6	7	0	38	6	1	4	16	0	2	0	0	5	0	1	0	0	6	17	1	2	0	6	0	0	4	19	6	13	0	0	2	1	18	4	12	0	0	0	1	0	7	13	0	0	0	0	19	6	9	0	3
592	4-58	43	4	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	9	2	0	41	11	0	11	6	0	0	0	0	13	0	0	0	1	10	9	3	2	0	14	0	0	2	30	13	11	0	1	0	0	25	11	4	0	1	1	0	0	6	0	0	0	0	1	13	2	0	0	0
593	2-17	14	22	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	2	3	0	41	3	0	7	9	0	0	0	1	8	0	0	1	0	4	3	0	2	0	0	0	0	0	30	0	11	0	0	0	0	23	0	13	0	0	0	0	0	0	11	0	0	0	0	3	0	4	0	1
594	2-18	40	8	8	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	0	1	1	1	0	0	0	0	1	1	1	1	0	0	0	7	3	0	30	7	0	7	5	0	0	0	0	8	5	0	0	0	8	5	0	1	1	7	3	2	0	21	6	6	2	0	2	0	18	5	4	1	0	1	1	0	5	4	0	0	0	0	9	3	2	0	0
595	2-54	0	119	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	37	0	0	0	20	0	0	0	1	0	0	0	0	2	0	31	0	0	0	0	0	0	0	4	0	15	0	0	0	2	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
596	4-27	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	2	0	4	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
597	4-35	21	20	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	0	0	0	0	1	3	0	26	1	0	1	7	0	0	0	0	1	0	0	1	1	1	7	0	0	0	1	0	0	1	13	1	6	0	0	0	1	11	1	6	0	0	0	0	0	2	5	0	0	0	0	5	4	2	0	0
598	2-8	61	35	8	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	2	5	0	12	4	0	3	11	0	2	0	3	3	2	0	0	0	0	7	0	1	1	0	0	0	3	8	2	4	0	0	2	0	5	4	2	0	0	0	0	0	3	0	0	0	0	2	0	3	0	0	0
599	2-96	35	60	14	1	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	6	0	12	2	0	2	12	0	0	1	5	1	2	0	3	0	1	7	0	0	0	2	0	0	0	8	1	5	0	0	2	2	5	2	4	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0
600	2-41	41	3	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	7	3	0	38	9	0	9	5	1	0	0	1	10	0	0	0	0	12	8	0	0	0	10	0	1	2	31	7	4	0	1	3	0	21	7	5	0	0	1	0	0	3	4	0	0	0	0	10	1	3	0	0
601	2-30	20	6	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	1	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	5	3	0	28	7	0	6	5	0	1	0	0	5	0	0	0	0	4	6	0	2	0	4	0	1	0	18	4	3	0	0	1	0	13	3	3	0	0	0	0	0	1	2	0	0	0	0	5	1	1	0	0
