No.	NAME	nCIR	Rperim	MCD	RCI	NRS	nSpiro	nBridgeHead	nR05	nR06	nR07	nR08	nR09	nR10	nR12	D/Dtr04	D/Dtr05	D/Dtr06	D/Dtr11
1216	3-21	15	15	0.607142857142857	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	114.499159827101	94.9315435381612	0
1217	2-77	6	15	0.652173913043478	1.26666666666667	1	0	0	0	2	1	0	0	1	0	0	0	77.0683466859937	74.0553229450288
1218	3-36	4	14	0.608695652173913	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	105.06351981352	75.7829479344185	0
1219	2-37	10	16	0.739130434782609	1.41176470588235	1	1	2	0	4	0	1	0	2	1	0	0	140.189374187904	0
1220	4-45	3	9	0.391304347826087	1.22222222222222	1	0	0	1	1	0	0	1	0	0	0	55.6116963102257	66.928622684505	0
1221	4-60	12	13	0.652173913043478	1.53333333333333	1	1	2	1	3	0	1	2	1	1	0	28.7978243978244	113.767585192585	139.05435952936
1222	4-16	6	13	0.518518518518518	1.35714285714286	1	0	2	1	1	0	1	1	1	0	0	44.0663397060456	52.4518916540976	104.274556489262
1223	2-73	6	15	0.652173913043478	1.26666666666667	1	0	0	0	2	1	0	0	1	0	0	0	77.0683466859937	74.0553229450288
1224	4-3a	10	14	0.75	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	49.4688825063825	65.1236069486069	0
1225	4-6	10	14	0.714285714285714	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	53.5150363525364	70.9931873681874	0
1226	4-60	12	13	0.652173913043478	1.53333333333333	1	1	2	1	3	0	1	2	1	1	0	28.7978243978244	113.767585192585	139.05435952936
1227	4-2	10	16	0.739130434782609	1.41176470588235	1	0	2	0	4	0	1	0	3	1	0	0	140.343242705007	0
1228	3-15	10	14	0.75	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	49.4688825063825	65.1236069486069	0
1229	2-58	11	20	0.567567567567568	1.33333333333333	2	1	2	2	3	1	0	2	1	0	0	122.115449544772	261.711307827356	0
1230	4-57	6	13	0.466666666666667	1.35714285714286	1	0	2	1	1	0	1	1	1	0	0	52.6341194323392	61.9838698668033	124.284199499331
1231	3-53	10	14	0.681818181818182	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	57.6542339196751	74.3685521994345	0
1232	2-30	6	16	0.75	1.33333333333333	2	0	2	0	5	0	0	0	1	0	0	0	293.218634916855	0
1233	2-37	10	16	0.739130434782609	1.41176470588235	1	1	2	0	4	0	1	0	2	1	0	0	140.189374187904	0
1234	2-4	10	14	0.75	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	49.4688825063825	65.1236069486069	0
1235	2-88	12	27	0.892857142857143	1.32	1	2	0	3	3	0	0	1	2	0	0	140.980579925638	131.107877545571	0
1236	2-64	15	15	0.607142857142857	1.58823529411765	1	1	4	3	2	2	0	2	2	0	0	118.047630345231	92.0653420882523	0
1237	2-98	5	20	0.666666666666667	1.1	3	0	0	2	2	0	1	0	0	0	0	139.303474303474	201.899986817896	0
1238	2-95	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	88.0845515595516	64.3790515040515	0
1239	4-37	1	6	0.461538461538462	1	1	0	0	0	1	0	0	0	0	0	0	0	43	0
1240	4-4	10	14	0.75	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	49.4688825063825	65.1236069486069	0
1241	4-37	1	6	0.461538461538462	1	1	0	0	0	1	0	0	0	0	0	0	0	43	0
1242	2-56	6	13	0.419354838709677	1.30769230769231	1	0	0	1	2	0	0	1	1	0	0	64.7859029429463	139.99193891334	0
1243	2-81	25	19	0.7	1.57142857142857	2	2	4	3	2	3	1	2	3	0	0	120.815111952031	94.3316563037925	88.2508925285241
1244	4-6	10	14	0.714285714285714	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	53.5150363525364	70.9931873681874	0
1245	2-59	10	14	0.483870967741936	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	96.5023779668904	121.302943427402	0
1246	4-3a	10	14	0.75	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	49.4688825063825	65.1236069486069	0
1247	2-22	10	16	0.708333333333333	1.41176470588235	1	0	2	0	4	0	1	0	3	1	0	0	150.188049368932	0
1248	2-21	25	19	0.617647058823529	1.57142857142857	2	2	4	3	2	3	1	2	3	0	0	149.836972693629	117.994553459956	110.790574170412
1249	3-30	15	15	0.653846153846154	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	102.781291910704	84.3089307751072	0
1250	3-21	15	15	0.607142857142857	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	114.499159827101	94.9315435381612	0
1251	2-53	13	23	0.648648648648649	1.375	2	1	2	3	3	1	0	3	1	0	0	205.061951143847	241.25611227007	0
1252	4-52	10	16	0.739130434782609	1.41176470588235	1	0	2	0	4	0	1	0	3	1	0	0	140.343242705007	0
1253	2-60	6	13	0.464285714285714	1.30769230769231	1	0	0	1	2	0	0	1	1	0	0	55.5264860182817	119.96887389786	0
1254	4-47	1	6	0.272727272727273	1	1	0	0	0	1	0	0	0	0	0	0	0	82.6047619047619	0
1255	3-31	15	15	0.653846153846154	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	101.531657231657	83.2878208392914	0
1256	2-59	10	14	0.483870967741936	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	96.5023779668904	121.302943427402	0
1257	4-50	3	8	0.32	1.25	1	0	0	2	0	0	1	0	0	0	0	135.605613688857	0	0
1258	2-78	6	15	0.652173913043478	1.26666666666667	1	0	0	0	2	1	0	0	1	0	0	0	77.5325491501962	74.2174108571167
1259	4-3a	10	14	0.75	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	49.4688825063825	65.1236069486069	0
1260	2-55	10	14	0.5	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	97.509175735685	130.353880295831	0
1261	3-52	10	14	0.681818181818182	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	57.2197847087553	73.8192785972198	0
1262	4-12	3	6	0.636363636363636	1.42857142857143	1	0	2	0	2	0	0	0	0	0	18.1142857142857	0	55.9428571428572	0
1263	2-21	25	19	0.617647058823529	1.57142857142857	2	2	4	3	2	3	1	2	3	0	0	149.836972693629	117.994553459956	110.790574170412
1264	3-36	4	14	0.608695652173913	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	105.06351981352	75.7829479344185	0
1265	4-52	10	16	0.739130434782609	1.41176470588235	1	0	2	0	4	0	1	0	3	1	0	0	140.343242705007	0
1266	2-75	16	21	0.741935483870968	1.43478260869565	2	1	4	3	3	2	0	2	2	0	0	132.463204653104	177.424873149427	0
1267	2-95	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	88.0845515595516	64.3790515040515	0
1268	3-44	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	86.3255466755467	63.5353288867995	0
1269	2-2	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	88.0845515595516	64.3790515040515	0
1270	3-30	15	15	0.653846153846154	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	102.781291910704	84.3089307751072	0
1271	2-77	6	15	0.652173913043478	1.26666666666667	1	0	0	0	2	1	0	0	1	0	0	0	77.0683466859937	74.0553229450288
1272	2-37	10	16	0.739130434782609	1.41176470588235	1	1	2	0	4	0	1	0	2	1	0	0	140.189374187904	0
1273	2-41	15	22	0.733333333333333	1.36363636363636	1	0	0	0	5	0	0	0	4	0	0	0	227.974875485861	0
1274	2-50	11	17	0.620689655172414	1.38888888888889	2	1	2	2	2	1	0	2	1	0	0	84.88669893488	108.147734197347	0
1275	2-52	10	14	0.714285714285714	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	53.127109002109	69.196805971806	0
1276	2-77	6	15	0.652173913043478	1.26666666666667	1	0	0	0	2	1	0	0	1	0	0	0	77.0683466859937	74.0553229450288
1277	2-71	15	15	0.607142857142857	1.58823529411765	1	1	4	3	2	2	0	2	2	0	0	118.047630345231	92.0653420882523	0
1278	2-67	10	17	0.772727272727273	1.35294117647059	1	0	0	1	3	0	0	1	2	0	0	30.1616018785136	97.4438512467924	0
1279	3-21	15	15	0.607142857142857	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	114.499159827101	94.9315435381612	0
1280	2-34	24	18	0.84	1.52380952380952	1	1	2	1	3	0	1	3	1	2	0	21.001716721531	86.4203614582871	105.210387243475
1281	2-3	10	14	0.75	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	49.4688825063825	65.1236069486069	0
1282	2-54	10	14	0.576923076923077	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	72.6941919191919	93.9657037407037	0
1283	4-60	12	13	0.652173913043478	1.53333333333333	1	1	2	1	3	0	1	2	1	1	0	28.7978243978244	113.767585192585	139.05435952936
1284	2-65	15	15	0.53125	1.58823529411765	1	1	4	3	2	2	0	2	2	0	0	145.267466842583	112.744739251976	0
1285	4-6	10	14	0.714285714285714	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	53.5150363525364	70.9931873681874	0
1286	2-38	10	16	0.653846153846154	1.41176470588235	1	0	2	0	4	0	1	0	3	1	0	0	167.057549966373	0
1287	3-40	4	14	0.666666666666667	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	91.6489593739594	67.9300318962084	0
1288	2-14	3	8	0.8	1.25	1	0	0	2	0	0	1	0	0	0	0	31.9952380952381	0	0
1289	2-85	15	15	0.586206896551724	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	122.989520700318	100.088817911535	0
1290	2-79	18	24	0.722222222222222	1.46153846153846	2	1	4	4	3	2	0	3	2	0	0	247.992923566291	217.021716242068	0
1291	4-12	3	6	0.636363636363636	1.42857142857143	1	0	2	0	2	0	0	0	0	0	18.1142857142857	0	55.9428571428572	0
1292	2-55	10	14	0.5	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	97.509175735685	130.353880295831	0
1293	2-84	15	15	0.53125	1.58823529411765	1	1	4	3	2	2	0	2	2	0	0	148.17263554598	115.20822449189	0
1294	2-91	3	8	0.444444444444444	1.25	1	0	0	2	0	0	1	0	0	0	0	77.6087301587302	0	0
1295	2-54	10	14	0.576923076923077	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	72.6941919191919	93.9657037407037	0
1296	2-95	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	88.0845515595516	64.3790515040515	0
1297	2-37	10	16	0.739130434782609	1.41176470588235	1	1	2	0	4	0	1	0	2	1	0	0	140.189374187904	0
1298	2-33	10	16	0.739130434782609	1.41176470588235	1	0	2	0	4	0	1	0	3	1	0	0	140.190129151894	0
1299	4-4	10	14	0.75	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	49.4688825063825	65.1236069486069	0
1300	2-75	16	21	0.741935483870968	1.43478260869565	2	1	4	3	3	2	0	2	2	0	0	132.463204653104	177.424873149427	0
1301	2-94	4	14	0.636363636363636	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	95.6371012973954	72.7600038850039	0
1302	3-21	15	15	0.607142857142857	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	114.499159827101	94.9315435381612	0
1303	3-30	15	15	0.653846153846154	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	102.781291910704	84.3089307751072	0
1304	2-23	10	14	0.652173913043478	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	62.0773496111731	80.7145459116047	0
1305	2-3	10	14	0.75	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	49.4688825063825	65.1236069486069	0
1306	3-29	15	15	0.708333333333333	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	90.4833874458874	74.7488233988234	0
1307	2-73	6	15	0.652173913043478	1.26666666666667	1	0	0	0	2	1	0	0	1	0	0	0	77.0683466859937	74.0553229450288
1308	2-95	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	88.0845515595516	64.3790515040515	0
1309	2-91	3	8	0.444444444444444	1.25	1	0	0	2	0	0	1	0	0	0	0	77.6087301587302	0	0
1310	4-60	12	13	0.652173913043478	1.53333333333333	1	1	2	1	3	0	1	2	1	1	0	28.7978243978244	113.767585192585	139.05435952936
1311	3-41	4	14	0.636363636363636	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	97.9811022311022	71.9162812677519	0
1312	2-16	10	14	0.681818181818182	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	58.0311957650193	74.8449654920243	0
1313	2-20	4	14	0.666666666666667	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	93.4079642579643	68.0878750334633	0
1314	4-50	3	8	0.32	1.25	1	0	0	2	0	0	1	0	0	0	0	135.605613688857	0	0
1315	2-78	6	15	0.652173913043478	1.26666666666667	1	0	0	0	2	1	0	0	1	0	0	0	77.5325491501962	74.2174108571167
1316	4-50	3	8	0.32	1.25	1	0	0	2	0	0	1	0	0	0	0	135.605613688857	0	0
1317	3-44	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	86.3255466755467	63.5353288867995	0
1318	2-36	10	17	0.653846153846154	1.35294117647059	1	0	0	1	3	0	0	1	2	0	0	37.5428864951698	124.849223630686	0
1319	2-56	6	13	0.419354838709677	1.30769230769231	1	0	0	1	2	0	0	1	1	0	0	64.7859029429463	139.99193891334	0
1320	4-12	3	6	0.636363636363636	1.42857142857143	1	0	2	0	2	0	0	0	0	0	18.1142857142857	0	55.9428571428572	0
1321	2-85	15	15	0.586206896551724	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	122.989520700318	100.088817911535	0
1322	2-50	11	17	0.620689655172414	1.38888888888889	2	1	2	2	2	1	0	2	1	0	0	84.88669893488	108.147734197347	0
1323	2-44	6	13	0.565217391304348	1.30769230769231	1	0	0	1	2	0	0	1	1	0	0	40.0577172827173	86.4959040959041	0
1324	3-44	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	86.3255466755467	63.5353288867995	0
1325	4-55	6	14	0.7	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	106.264102564103	0
1326	2-95	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	88.0845515595516	64.3790515040515	0
1327	2-33	10	16	0.739130434782609	1.41176470588235	1	0	2	0	4	0	1	0	3	1	0	0	140.190129151894	0
1328	3-35	4	14	0.636363636363636	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	99.235742035742	71.9354114839409	0
1329	3-29	15	15	0.708333333333333	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	90.4833874458874	74.7488233988234	0
1330	2-65	15	15	0.53125	1.58823529411765	1	1	4	3	2	2	0	2	2	0	0	145.267466842583	112.744739251976	0
1331	2-95	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	88.0845515595516	64.3790515040515	0
1332	2-97	5	20	0.666666666666667	1.1	3	0	0	2	2	0	1	0	0	0	0	144.173865023865	203.740504410413	0
1333	2-79	18	24	0.722222222222222	1.46153846153846	2	1	4	4	3	2	0	3	2	0	0	247.992923566291	217.021716242068	0
1334	2-23	10	14	0.652173913043478	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	62.0773496111731	80.7145459116047	0
1335	2-94	4	14	0.636363636363636	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	95.6371012973954	72.7600038850039	0
1336	3-30	15	15	0.653846153846154	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	102.781291910704	84.3089307751072	0
1337	2-97	5	20	0.666666666666667	1.1	3	0	0	2	2	0	1	0	0	0	0	144.173865023865	203.740504410413	0
1338	4-55a	3	8	0.571428571428571	1.25	1	0	0	2	0	0	1	0	0	0	0	55.2075396825397	0	0
1339	4-52	10	16	0.739130434782609	1.41176470588235	1	0	2	0	4	0	1	0	3	1	0	0	140.343242705007	0
1340	2-33	10	16	0.739130434782609	1.41176470588235	1	0	2	0	4	0	1	0	3	1	0	0	140.190129151894	0
1341	3-17	10	14	0.75	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	49.4688825063825	65.1236069486069	0
1342	2-93	15	15	0.586206896551724	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	122.989520700318	100.088817911535	0
1343	2-82	25	19	0.7	1.57142857142857	2	2	4	3	2	3	1	2	3	0	0	120.815111952031	94.3316563037925	88.2508925285241
1344	3-54	10	14	0.714285714285714	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	53.9029637029637	72.7895687645688	0
1345	2-20	4	14	0.666666666666667	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	93.4079642579643	68.0878750334633	0
1346	3-36	4	14	0.608695652173913	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	105.06351981352	75.7829479344185	0
1347	4-60	12	13	0.652173913043478	1.53333333333333	1	1	2	1	3	0	1	2	1	1	0	28.7978243978244	113.767585192585	139.05435952936
1348	3-2	5	20	0.714285714285714	1.1	3	0	0	2	2	0	1	0	0	0	0	136.86565142374	192.922614309495	0
1349	2-30	6	16	0.75	1.33333333333333	2	0	2	0	5	0	0	0	1	0	0	0	293.218634916855	0
1350	3-50	10	14	0.789473684210526	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	45.810656010656	61.0504079254079	0
1351	3-5	4	14	0.636363636363636	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	98.7313769563769	71.796698562875	0
1352	3-30	15	15	0.653846153846154	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	102.781291910704	84.3089307751072	0
1353	2-79	18	24	0.722222222222222	1.46153846153846	2	1	4	4	3	2	0	3	2	0	0	247.992923566291	217.021716242068	0
1354	4-6	10	14	0.714285714285714	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	53.5150363525364	70.9931873681874	0
1355	2-5	10	14	0.789473684210526	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	45.810656010656	61.0504079254079	0
1356	2-90	16	18	0.714285714285714	1.5	2	1	4	3	2	2	0	2	2	0	0	116.547076972735	91.0918612991755	0
1357	2-38	10	16	0.653846153846154	1.41176470588235	1	0	2	0	4	0	1	0	3	1	0	0	167.057549966373	0
1358	3-53	10	14	0.681818181818182	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	57.6542339196751	74.3685521994345	0
1359	2-43	10	14	0.6	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	68.3788073038073	89.011457986458	0
1360	3-44	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	86.3255466755467	63.5353288867995	0
1361	2-70	6	13	0.464285714285714	1.30769230769231	1	0	0	1	2	0	0	1	1	0	0	55.4279867062762	119.69011142796	0
1362	2-47	15	15	0.607142857142857	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	113.546456647927	94.8972280170809	0
1363	3-46	10	14	0.714285714285714	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	53.5150363525364	70.9931873681874	0
1364	4-17	6	13	0.928571428571429	1.30769230769231	1	0	0	1	2	0	0	2	0	0	0	16.0726995226995	43.9025141525141	0
1365	3-17	10	14	0.75	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	49.4688825063825	65.1236069486069	0
1366	4-9	10	14	0.652173913043478	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	62.4348165723166	83.5997807747808	0
1367	3-35	4	14	0.636363636363636	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	99.235742035742	71.9354114839409	0
1368	2-55	10	14	0.5	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	97.509175735685	130.353880295831	0
1369	2-30	6	16	0.75	1.33333333333333	2	0	2	0	5	0	0	0	1	0	0	0	293.218634916855	0
1370	2-81	25	19	0.7	1.57142857142857	2	2	4	3	2	3	1	2	3	0	0	120.815111952031	94.3316563037925	88.2508925285241
1371	4-17	6	13	0.928571428571429	1.30769230769231	1	0	0	1	2	0	0	2	0	0	0	16.0726995226995	43.9025141525141	0
1372	4-57	6	13	0.466666666666667	1.35714285714286	1	0	2	1	1	0	1	1	1	0	0	52.6341194323392	61.9838698668033	124.284199499331
1373	2-71	15	15	0.607142857142857	1.58823529411765	1	1	4	3	2	2	0	2	2	0	0	118.047630345231	92.0653420882523	0
1374	4-50	3	8	0.32	1.25	1	0	0	2	0	0	1	0	0	0	0	135.605613688857	0	0
1375	4-4	10	14	0.75	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	49.4688825063825	65.1236069486069	0
1376	4-17	6	13	0.928571428571429	1.30769230769231	1	0	0	1	2	0	0	2	0	0	0	16.0726995226995	43.9025141525141	0
1377	2-54	10	14	0.576923076923077	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	72.6941919191919	93.9657037407037	0
1378	4-6	10	14	0.714285714285714	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	53.5150363525364	70.9931873681874	0
1379	2-56	6	13	0.419354838709677	1.30769230769231	1	0	0	1	2	0	0	1	1	0	0	64.7859029429463	139.99193891334	0
1380	4-12	3	6	0.636363636363636	1.42857142857143	1	0	2	0	2	0	0	0	0	0	18.1142857142857	0	55.9428571428572	0
1381	4-60	12	13	0.652173913043478	1.53333333333333	1	1	2	1	3	0	1	2	1	1	0	28.7978243978244	113.767585192585	139.05435952936
1382	3-25	6	19	0.633333333333333	1.21052631578947	2	0	0	1	3	0	0	1	1	0	0	62.2502528517234	214.599982765772	0
1383	3-21	15	15	0.607142857142857	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	114.499159827101	94.9315435381612	0
1384	4-50	3	8	0.32	1.25	1	0	0	2	0	0	1	0	0	0	0	135.605613688857	0	0
1385	4-41	3	8	0.533333333333333	1.25	1	0	0	2	0	0	1	0	0	0	0	62.1797619047619	0	0
1386	4-18	2	12	0.857142857142857	1	2	0	0	0	2	0	0	0	0	0	0	0	85.4227994227994	0
1387	2-37	10	16	0.739130434782609	1.41176470588235	1	1	2	0	4	0	1	0	2	1	0	0	140.189374187904	0
1388	2-27	10	14	0.5	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	96.1868617622488	127.676804417633	0
1389	4-14	2	12	0.705882352941177	1	2	0	0	0	2	0	0	0	0	0	0	0	116.361771561772	0
1390	3-30	15	15	0.653846153846154	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	102.781291910704	84.3089307751072	0
1391	3-41	4	14	0.636363636363636	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	97.9811022311022	71.9162812677519	0
1392	2-87	19	28	0.896551724137931	1.38461538461538	1	3	0	3	3	1	0	1	2	0	0	139.80490227773	128.683450046685	157.270504254947
1393	3-36	4	14	0.608695652173913	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	105.06351981352	75.7829479344185	0
1394	2-36	10	17	0.653846153846154	1.35294117647059	1	0	0	1	3	0	0	1	2	0	0	37.5428864951698	124.849223630686	0
1395	3-12	10	14	0.652173913043478	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	62.5008333170098	79.9438514100279	0
1396	2-87	19	28	0.896551724137931	1.38461538461538	1	3	0	3	3	1	0	1	2	0	0	139.80490227773	128.683450046685	157.270504254947
1397	4-18	2	12	0.857142857142857	1	2	0	0	0	2	0	0	0	0	0	0	0	85.4227994227994	0
1398	2-78	6	15	0.652173913043478	1.26666666666667	1	0	0	0	2	1	0	0	1	0	0	0	77.5325491501962	74.2174108571167
1399	3-10	10	14	0.681818181818182	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	57.6542339196751	74.3685521994345	0
1400	3-31	15	15	0.653846153846154	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	101.531657231657	83.2878208392914	0
1401	4-62	6	14	0.56	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	143.008091908092	0
1402	2-5	10	14	0.789473684210526	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	45.810656010656	61.0504079254079	0
1403	4-18	2	12	0.857142857142857	1	2	0	0	0	2	0	0	0	0	0	0	0	85.4227994227994	0
1404	3-45	10	14	0.75	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	49.8568098568099	66.9199883449883	0
1405	3-17	10	14	0.75	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	49.4688825063825	65.1236069486069	0
1406	2-39	6	13	0.448275862068966	1.30769230769231	1	0	0	1	2	0	0	1	1	0	0	58.9254491122912	127.526871833876	0
1407	3-53	10	14	0.681818181818182	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	57.6542339196751	74.3685521994345	0
1408	2-58	11	20	0.567567567567568	1.33333333333333	2	1	2	2	3	1	0	2	1	0	0	122.115449544772	261.711307827356	0
1409	2-33	10	16	0.739130434782609	1.41176470588235	1	0	2	0	4	0	1	0	3	1	0	0	140.190129151894	0
1410	3-50	10	14	0.789473684210526	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	45.810656010656	61.0504079254079	0
1411	4-9	10	14	0.652173913043478	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	62.4348165723166	83.5997807747808	0
1412	3-44	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	86.3255466755467	63.5353288867995	0
1413	3-25	6	19	0.633333333333333	1.21052631578947	2	0	0	1	3	0	0	1	1	0	0	62.2502528517234	214.599982765772	0
1414	2-94	4	14	0.636363636363636	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	95.6371012973954	72.7600038850039	0
1415	2-21	25	19	0.617647058823529	1.57142857142857	2	2	4	3	2	3	1	2	3	0	0	149.836972693629	117.994553459956	110.790574170412
1416	2-98	5	20	0.666666666666667	1.1	3	0	0	2	2	0	1	0	0	0	0	139.303474303474	201.899986817896	0
1417	3-44	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	86.3255466755467	63.5353288867995	0
1418	2-43	10	14	0.6	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	68.3788073038073	89.011457986458	0
1419	2-20	4	14	0.666666666666667	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	93.4079642579643	68.0878750334633	0
1420	2-81	25	19	0.7	1.57142857142857	2	2	4	3	2	3	1	2	3	0	0	120.815111952031	94.3316563037925	88.2508925285241
1421	2-53	13	23	0.648648648648649	1.375	2	1	2	3	3	1	0	3	1	0	0	205.061951143847	241.25611227007	0
1422	3-6	4	14	0.608695652173913	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	104.05478965479	75.5055220922868	0
1423	3-12	10	14	0.652173913043478	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	62.5008333170098	79.9438514100279	0
1424	2-19	4	16	0.666666666666667	1.125	2	0	0	0	3	0	0	0	1	0	0	0	199.636513280321	0
1425	2-83	25	22	0.705882352941177	1.5	2	2	4	3	3	3	1	2	3	0	0	145.719409205196	204.274223909233	107.584844335418
1426	2-49	15	15	0.68	1.58823529411765	1	1	4	3	2	2	0	2	2	0	0	99.1076732907615	77.8107952505011	0
1427	4-9	10	14	0.652173913043478	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	62.4348165723166	83.5997807747808	0
1428	2-58	11	20	0.567567567567568	1.33333333333333	2	1	2	2	3	1	0	2	1	0	0	122.115449544772	261.711307827356	0
1429	4-18	2	12	0.857142857142857	1	2	0	0	0	2	0	0	0	0	0	0	0	85.4227994227994	0
1430	3-44	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	86.3255466755467	63.5353288867995	0
1431	3-40	4	14	0.666666666666667	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	91.6489593739594	67.9300318962084	0
1432	2-73	6	15	0.652173913043478	1.26666666666667	1	0	0	0	2	1	0	0	1	0	0	0	77.0683466859937	74.0553229450288
