No.	NAME	nCIR	Rperim	MCD	RCI	NRS	nSpiro	nBridgeHead	nR05	nR06	nR07	nR08	nR09	nR10	nR12	D/Dtr04	D/Dtr05	D/Dtr06	D/Dtr11
1	2-6	15	15	0.708333333333333	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	90.4833874458875	74.7488233988234	0
2	2-6	15	15	0.708333333333333	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	90.4833874458875	74.7488233988234	0
3	2-11	10	16	0.739130434782609	1.41176470588235	1	0	2	0	4	0	1	0	3	1	0	0	142.490931290931	0
4	2-6	15	15	0.708333333333333	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	90.4833874458875	74.7488233988234	0
5	2-6	15	15	0.708333333333333	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	90.4833874458875	74.7488233988234	0
6	2-6	15	15	0.708333333333333	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	90.4833874458875	74.7488233988234	0
7	2-11	10	16	0.739130434782609	1.41176470588235	1	0	2	0	4	0	1	0	3	1	0	0	142.490931290931	0
8	2-99	10	14	0.625	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	65.3777389277389	85.8193056943057	0
9	2-6	15	15	0.708333333333333	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	90.4833874458875	74.7488233988234	0
10	2-6	15	15	0.708333333333333	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	90.4833874458875	74.7488233988234	0
11	2-6	15	15	0.708333333333333	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	90.4833874458875	74.7488233988234	0
12	2-6	15	15	0.708333333333333	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	90.4833874458875	74.7488233988234	0
13	4-2	10	16	0.739130434782609	1.41176470588235	1	0	2	0	4	0	1	0	3	1	0	0	140.343242705007	0
14	4-36	4	15	0.535714285714286	1.13333333333333	2	0	0	1	2	0	0	1	0	0	0	72.0137933961463	181.774210825294	0
15	4-6	10	14	0.714285714285714	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	53.5150363525364	70.9931873681874	0
16	4-3a	10	14	0.75	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	49.4688825063825	65.1236069486069	0
17	2-6	15	15	0.708333333333333	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	90.4833874458875	74.7488233988234	0
18	4-11	6	13	0.684210526315789	1.30769230769231	1	0	0	1	2	0	0	1	1	0	0	30.1784104784105	67.7021645021645	0
19	2-6	15	15	0.708333333333333	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	90.4833874458875	74.7488233988234	0
20	4-36	4	15	0.535714285714286	1.13333333333333	2	0	0	1	2	0	0	1	0	0	0	72.0137933961463	181.774210825294	0
21	4-36	4	15	0.535714285714286	1.13333333333333	2	0	0	1	2	0	0	1	0	0	0	72.0137933961463	181.774210825294	0
22	4-11	6	13	0.684210526315789	1.30769230769231	1	0	0	1	2	0	0	1	1	0	0	30.1784104784105	67.7021645021645	0
23	4-36	4	15	0.535714285714286	1.13333333333333	2	0	0	1	2	0	0	1	0	0	0	72.0137933961463	181.774210825294	0
24	4-6	10	14	0.714285714285714	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	53.5150363525364	70.9931873681874	0
25	4-3	10	14	0.714285714285714	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	53.5615582130288	69.7460795740208	0
26	2-9	15	15	0.708333333333333	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	90.4833874458875	74.7488233988234	0
27	4-28a	1	6	0.260869565217391	1	1	0	0	0	1	0	0	0	0	0	0	0	87.3603174603175	0
28	4-28a	1	6	0.260869565217391	1	1	0	0	0	1	0	0	0	0	0	0	0	87.3603174603175	0
29	2-9	15	15	0.708333333333333	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	90.4833874458875	74.7488233988234	0
30	4-3	10	14	0.714285714285714	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	53.5615582130288	69.7460795740208	0
31	2-11	10	16	0.739130434782609	1.41176470588235	1	0	2	0	4	0	1	0	3	1	0	0	142.490931290931	0
32	2-6	15	15	0.708333333333333	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	90.4833874458875	74.7488233988234	0
33	4-36	4	15	0.535714285714286	1.13333333333333	2	0	0	1	2	0	0	1	0	0	0	72.0137933961463	181.774210825294	0
34	4-36	4	15	0.535714285714286	1.13333333333333	2	0	0	1	2	0	0	1	0	0	0	72.0137933961463	181.774210825294	0
35	4-36	4	15	0.535714285714286	1.13333333333333	2	0	0	1	2	0	0	1	0	0	0	72.0137933961463	181.774210825294	0
36	4-36	4	15	0.535714285714286	1.13333333333333	2	0	0	1	2	0	0	1	0	0	0	72.0137933961463	181.774210825294	0
37	3-33	6	14	0.56	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	149.005741317506	0
38	4-53	5	22	0.916666666666667	1.09090909090909	3	0	0	0	4	0	0	0	1	0	0	0	262.25619352268	0
39	4-43	3	9	0.36	1.22222222222222	1	0	0	1	1	0	0	1	0	0	0	61.7332580817875	74.2752427311251	0
40	2-4	10	14	0.75	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	49.4688825063825	65.1236069486069	0
41	4-53	5	22	0.916666666666667	1.09090909090909	3	0	0	0	4	0	0	0	1	0	0	0	262.25619352268	0
42	4-28a	1	6	0.260869565217391	1	1	0	0	0	1	0	0	0	0	0	0	0	87.3603174603175	0
43	2-8	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	88.0845515595516	64.3790515040515	0
44	4-3a	10	14	0.75	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	49.4688825063825	65.1236069486069	0
45	4-37	1	6	0.461538461538462	1	1	0	0	0	1	0	0	0	0	0	0	0	43	0
46	4-37	1	6	0.461538461538462	1	1	0	0	0	1	0	0	0	0	0	0	0	43	0
47	2-6	15	15	0.708333333333333	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	90.4833874458875	74.7488233988234	0
48	2-15	6	14	0.583333333333333	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	139.767872323755	0
49	4-44	2	11	0.354838709677419	1	2	0	0	1	1	0	0	0	0	0	0	109.362026862027	129.503059822874	0
50	4-36	4	15	0.535714285714286	1.13333333333333	2	0	0	1	2	0	0	1	0	0	0	72.0137933961463	181.774210825294	0
51	4-53	5	22	0.916666666666667	1.09090909090909	3	0	0	0	4	0	0	0	1	0	0	0	262.25619352268	0
52	2-11	10	16	0.739130434782609	1.41176470588235	1	0	2	0	4	0	1	0	3	1	0	0	142.490931290931	0
53	4-35	3	10	0.434782608695652	1.2	1	0	0	0	2	0	0	0	1	0	0	0	120.796413553766	0
54	4-53	5	22	0.916666666666667	1.09090909090909	3	0	0	0	4	0	0	0	1	0	0	0	262.25619352268	0
55	4-53	5	22	0.916666666666667	1.09090909090909	3	0	0	0	4	0	0	0	1	0	0	0	262.25619352268	0
56	4-60	12	13	0.652173913043478	1.53333333333333	1	1	2	1	3	0	1	2	1	1	0	28.7978243978244	113.767585192585	139.05435952936
57	2-99	10	14	0.625	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	65.3777389277389	85.8193056943057	0
58	2-11	10	16	0.739130434782609	1.41176470588235	1	0	2	0	4	0	1	0	3	1	0	0	142.490931290931	0
59	2-4	10	14	0.75	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	49.4688825063825	65.1236069486069	0
60	4-11	6	13	0.684210526315789	1.30769230769231	1	0	0	1	2	0	0	1	1	0	0	30.1784104784105	67.7021645021645	0
61	4-54	6	14	0.56	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	146.676808159161	0
62	2-15	6	14	0.583333333333333	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	139.767872323755	0
63	4-48	9	29	0.935483870967742	1.13793103448276	4	0	0	1	4	0	0	1	1	0	66.2237004449836	66.0677209572333	283.049178998302	0
64	4-35	3	10	0.434782608695652	1.2	1	0	0	0	2	0	0	0	1	0	0	0	120.796413553766	0
65	2-26	17	24	0.722222222222222	1.38461538461538	3	1	4	4	2	2	0	2	2	0	65.4762460516257	262.817254162583	136.823085651878	0
66	4-60	12	13	0.652173913043478	1.53333333333333	1	1	2	1	3	0	1	2	1	1	0	28.7978243978244	113.767585192585	139.05435952936
67	4-11	6	13	0.684210526315789	1.30769230769231	1	0	0	1	2	0	0	1	1	0	0	30.1784104784105	67.7021645021645	0
68	4-28a	1	6	0.260869565217391	1	1	0	0	0	1	0	0	0	0	0	0	0	87.3603174603175	0
69	3-33	6	14	0.56	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	149.005741317506	0
70	2-99	10	14	0.625	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	65.3777389277389	85.8193056943057	0
71	4-53	5	22	0.916666666666667	1.09090909090909	3	0	0	0	4	0	0	0	1	0	0	0	262.25619352268	0
72	4-37	1	6	0.461538461538462	1	1	0	0	0	1	0	0	0	0	0	0	0	43	0
73	2-8	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	88.0845515595516	64.3790515040515	0
74	3-33	6	14	0.56	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	149.005741317506	0
75	2-17	11	20	0.75	1.33333333333333	2	1	2	2	3	1	0	2	1	0	0	81.3061793288523	177.841834240751	0
76	3-33	6	14	0.56	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	149.005741317506	0
77	4-11	6	13	0.684210526315789	1.30769230769231	1	0	0	1	2	0	0	1	1	0	0	30.1784104784105	67.7021645021645	0
78	4-15	1	6	0.5	1	1	0	0	0	1	0	0	0	0	0	0	0	38.8952380952381	0
79	4-36	4	15	0.535714285714286	1.13333333333333	2	0	0	1	2	0	0	1	0	0	0	72.0137933961463	181.774210825294	0
80	4-2	10	16	0.739130434782609	1.41176470588235	1	0	2	0	4	0	1	0	3	1	0	0	140.343242705007	0
81	2-99	10	14	0.625	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	65.3777389277389	85.8193056943057	0
82	2-8	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	88.0845515595516	64.3790515040515	0
83	4-11	6	13	0.684210526315789	1.30769230769231	1	0	0	1	2	0	0	1	1	0	0	30.1784104784105	67.7021645021645	0
84	4-30	15	15	0.739130434782609	1.58823529411765	1	1	4	3	2	2	0	2	2	0	0	88.7762307137307	70.267587967588	0
85	4-11	6	13	0.684210526315789	1.30769230769231	1	0	0	1	2	0	0	1	1	0	0	30.1784104784105	67.7021645021645	0
86	Ciprofloxacin	5	19	0.791666666666667	1.10526315789474	3	0	0	0	3	0	0	0	1	0	0	0	182.617299367299	0
87	4-3	10	14	0.714285714285714	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	53.5615582130288	69.7460795740208	0
88	2-2	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	88.0845515595516	64.3790515040515	0
89	2-8	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	88.0845515595516	64.3790515040515	0
90	4-54	6	14	0.56	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	146.676808159161	0
91	4-53	5	22	0.916666666666667	1.09090909090909	3	0	0	0	4	0	0	0	1	0	0	0	262.25619352268	0
92	3-33	6	14	0.56	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	149.005741317506	0
93	2-41	15	22	0.733333333333333	1.36363636363636	1	0	0	0	5	0	0	0	4	0	0	0	227.974875485861	0
94	4-4	10	14	0.75	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	49.4688825063825	65.1236069486069	0
95	2-8	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	88.0845515595516	64.3790515040515	0
96	4-43	3	9	0.36	1.22222222222222	1	0	0	1	1	0	0	1	0	0	0	61.7332580817875	74.2752427311251	0
97	4-36	4	15	0.535714285714286	1.13333333333333	2	0	0	1	2	0	0	1	0	0	0	72.0137933961463	181.774210825294	0
98	2-53	13	23	0.648648648648649	1.375	2	1	2	3	3	1	0	3	1	0	0	205.061951143847	241.25611227007	0
99	2-3	10	14	0.75	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	49.4688825063825	65.1236069486069	0
100	2-26	17	24	0.722222222222222	1.38461538461538	3	1	4	4	2	2	0	2	2	0	65.4762460516257	262.817254162583	136.823085651878	0
101	4-43	3	9	0.36	1.22222222222222	1	0	0	1	1	0	0	1	0	0	0	61.7332580817875	74.2752427311251	0
102	4-11	6	13	0.684210526315789	1.30769230769231	1	0	0	1	2	0	0	1	1	0	0	30.1784104784105	67.7021645021645	0
103	3-39	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	86.3255466755467	64.2212083667966	0
104	4-36	4	15	0.535714285714286	1.13333333333333	2	0	0	1	2	0	0	1	0	0	0	72.0137933961463	181.774210825294	0
105	2-15	6	14	0.583333333333333	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	139.767872323755	0
106	3-33	6	14	0.56	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	149.005741317506	0
107	4-4	10	14	0.75	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	49.4688825063825	65.1236069486069	0
108	4-53	5	22	0.916666666666667	1.09090909090909	3	0	0	0	4	0	0	0	1	0	0	0	262.25619352268	0
109	2-8	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	88.0845515595516	64.3790515040515	0
110	4-15	1	6	0.5	1	1	0	0	0	1	0	0	0	0	0	0	0	38.8952380952381	0
111	4-54	6	14	0.56	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	146.676808159161	0
112	2-11	10	16	0.739130434782609	1.41176470588235	1	0	2	0	4	0	1	0	3	1	0	0	142.490931290931	0
113	4-28a	1	6	0.260869565217391	1	1	0	0	0	1	0	0	0	0	0	0	0	87.3603174603175	0
114	4-54	6	14	0.56	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	146.676808159161	0
115	4-15	1	6	0.5	1	1	0	0	0	1	0	0	0	0	0	0	0	38.8952380952381	0
116	3-38	4	14	0.736842105263158	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	81.002133977134	60.5123848373848	0
117	4-28a	1	6	0.260869565217391	1	1	0	0	0	1	0	0	0	0	0	0	0	87.3603174603175	0
118	3-9	10	14	0.714285714285714	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	53.5615582130288	69.7460795740208	0
119	4-48	9	29	0.935483870967742	1.13793103448276	4	0	0	1	4	0	0	1	1	0	66.2237004449836	66.0677209572333	283.049178998302	0
120	2-34	24	18	0.84	1.52380952380952	1	1	2	1	3	0	1	3	1	2	0	21.001716721531	86.4203614582871	105.210387243475
121	2-3	10	14	0.75	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	49.4688825063825	65.1236069486069	0
122	2-20	4	14	0.666666666666667	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	93.4079642579643	68.0878750334633	0
123	2-9	15	15	0.708333333333333	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	90.4833874458875	74.7488233988234	0
124	4-18	2	12	0.857142857142857	1	2	0	0	0	2	0	0	0	0	0	0	0	85.4227994227994	0
125	2-11	10	16	0.739130434782609	1.41176470588235	1	0	2	0	4	0	1	0	3	1	0	0	142.490931290931	0
126	2-11	10	16	0.739130434782609	1.41176470588235	1	0	2	0	4	0	1	0	3	1	0	0	142.490931290931	0
127	2-5	10	14	0.789473684210526	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	45.810656010656	61.0504079254079	0
128	4-9	10	14	0.652173913043478	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	62.4348165723166	83.5997807747808	0
129	4-43	3	9	0.36	1.22222222222222	1	0	0	1	1	0	0	1	0	0	0	61.7332580817875	74.2752427311251	0
130	2-15	6	14	0.583333333333333	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	139.767872323755	0
131	4-4	10	14	0.75	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	49.4688825063825	65.1236069486069	0
132	3-33	6	14	0.56	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	149.005741317506	0
133	4-53	5	22	0.916666666666667	1.09090909090909	3	0	0	0	4	0	0	0	1	0	0	0	262.25619352268	0
134	3-33	6	14	0.56	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	149.005741317506	0
135	4-15	1	6	0.5	1	1	0	0	0	1	0	0	0	0	0	0	0	38.8952380952381	0
136	4-11	6	13	0.684210526315789	1.30769230769231	1	0	0	1	2	0	0	1	1	0	0	30.1784104784105	67.7021645021645	0
137	2-6	15	15	0.708333333333333	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	90.4833874458875	74.7488233988234	0
138	2-9	15	15	0.708333333333333	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	90.4833874458875	74.7488233988234	0
139	3-33	6	14	0.56	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	149.005741317506	0
140	4-28a	1	6	0.260869565217391	1	1	0	0	0	1	0	0	0	0	0	0	0	87.3603174603175	0
141	2-7	6	19	0.703703703703704	1.21052631578947	2	0	0	1	3	0	0	1	1	0	0	51.8320710335416	183.596727300907	0
142	2-11	10	16	0.739130434782609	1.41176470588235	1	0	2	0	4	0	1	0	3	1	0	0	142.490931290931	0
143	2-18	6	19	0.678571428571429	1.21052631578947	2	0	0	1	3	0	0	1	1	0	0	55.3047983062689	193.931145789195	0
144	3-38	4	14	0.736842105263158	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	81.002133977134	60.5123848373848	0
145	4-15	1	6	0.5	1	1	0	0	0	1	0	0	0	0	0	0	0	38.8952380952381	0
146	2-1	5	20	0.8	1.1	3	0	0	2	2	0	1	0	0	0	0	119.886683169771	168.809139789519	0
147	4-2	10	16	0.739130434782609	1.41176470588235	1	0	2	0	4	0	1	0	3	1	0	0	140.343242705007	0
148	4-55	6	14	0.7	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	106.264102564103	0
149	4-53	5	22	0.916666666666667	1.09090909090909	3	0	0	0	4	0	0	0	1	0	0	0	262.25619352268	0
150	2-3	10	14	0.75	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	49.4688825063825	65.1236069486069	0
151	2-15	6	14	0.583333333333333	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	139.767872323755	0
152	4-58	10	27	0.84375	1.22222222222222	3	0	0	3	3	0	0	3	0	0	0	166.866120103554	190.296742647953	0
153	2-15	6	14	0.583333333333333	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	139.767872323755	0
154	4-47	1	6	0.272727272727273	1	1	0	0	0	1	0	0	0	0	0	0	0	82.6047619047619	0
155	3-33	6	14	0.56	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	149.005741317506	0
156	Tetracycline	10	18	0.5625	1.33333333333333	1	0	0	0	4	0	0	0	3	0	0	0	221.129653799932	0
157	4-55	6	14	0.7	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	106.264102564103	0
158	2-17	11	20	0.75	1.33333333333333	2	1	2	2	3	1	0	2	1	0	0	81.3061793288523	177.841834240751	0
159	2-9	15	15	0.708333333333333	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	90.4833874458875	74.7488233988234	0
160	4-28a	1	6	0.260869565217391	1	1	0	0	0	1	0	0	0	0	0	0	0	87.3603174603175	0
161	Tetracycline	10	18	0.5625	1.33333333333333	1	0	0	0	4	0	0	0	3	0	0	0	221.129653799932	0
162	4-48	9	29	0.935483870967742	1.13793103448276	4	0	0	1	4	0	0	1	1	0	66.2237004449836	66.0677209572333	283.049178998302	0
163	2-39	6	13	0.448275862068966	1.30769230769231	1	0	0	1	2	0	0	1	1	0	0	58.9254491122912	127.526871833876	0
164	4-3	10	14	0.714285714285714	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	53.5615582130288	69.7460795740208	0
165	4-36	4	15	0.535714285714286	1.13333333333333	2	0	0	1	2	0	0	1	0	0	0	72.0137933961463	181.774210825294	0
166	3-34	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	88.0845515595516	64.3790515040515	0
167	3-50	10	14	0.789473684210526	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	45.810656010656	61.0504079254079	0
168	2-4	10	14	0.75	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	49.4688825063825	65.1236069486069	0
169	4-28a	1	6	0.260869565217391	1	1	0	0	0	1	0	0	0	0	0	0	0	87.3603174603175	0
170	4-58	10	27	0.84375	1.22222222222222	3	0	0	3	3	0	0	3	0	0	0	166.866120103554	190.296742647953	0
171	2-7	6	19	0.703703703703704	1.21052631578947	2	0	0	1	3	0	0	1	1	0	0	51.8320710335416	183.596727300907	0
172	4-55	6	14	0.7	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	106.264102564103	0
173	4-55a	3	8	0.571428571428571	1.25	1	0	0	2	0	0	1	0	0	0	0	55.2075396825397	0	0
174	3-42	4	14	0.823529411764706	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	69.3465784215784	52.1314324564324	0
175	4-33	15	19	0.8	1.45	1	0	2	1	4	0	1	1	3	1	0	32.491756227089	128.627601848616	0
176	2-17	11	20	0.75	1.33333333333333	2	1	2	2	3	1	0	2	1	0	0	81.3061793288523	177.841834240751	0
177	4-62	6	14	0.56	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	143.008091908092	0
178	4-18	2	12	0.857142857142857	1	2	0	0	0	2	0	0	0	0	0	0	0	85.4227994227994	0
179	4-36	4	15	0.535714285714286	1.13333333333333	2	0	0	1	2	0	0	1	0	0	0	72.0137933961463	181.774210825294	0
180	2-15	6	14	0.583333333333333	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	139.767872323755	0
181	2-8	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	88.0845515595516	64.3790515040515	0
182	2-63	7	18	0.529411764705882	1.22222222222222	2	0	0	2	2	0	0	1	1	0	0	177.80244125649	158.604675804782	0
183	4-3	10	14	0.714285714285714	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	53.5615582130288	69.7460795740208	0
184	3-39	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	86.3255466755467	64.2212083667966	0
185	4-53	5	22	0.916666666666667	1.09090909090909	3	0	0	0	4	0	0	0	1	0	0	0	262.25619352268	0
186	3-42	4	14	0.823529411764706	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	69.3465784215784	52.1314324564324	0
187	4-4	10	14	0.75	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	49.4688825063825	65.1236069486069	0
188	4-28a	1	6	0.260869565217391	1	1	0	0	0	1	0	0	0	0	0	0	0	87.3603174603175	0
189	2-59	10	14	0.483870967741936	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	96.5023779668904	121.302943427402	0
190	2-17	11	20	0.75	1.33333333333333	2	1	2	2	3	1	0	2	1	0	0	81.3061793288523	177.841834240751	0
191	2-15	6	14	0.583333333333333	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	139.767872323755	0
192	4-33	15	19	0.8	1.45	1	0	2	1	4	0	1	1	3	1	0	32.491756227089	128.627601848616	0
193	2-72	15	15	0.607142857142857	1.58823529411765	1	1	4	3	2	2	1	2	1	1	0	114.920280124073	93.7393968819279	0
194	4-58	10	27	0.84375	1.22222222222222	3	0	0	3	3	0	0	3	0	0	0	166.866120103554	190.296742647953	0
195	4-55	6	14	0.7	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	106.264102564103	0
196	4-9	10	14	0.652173913043478	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	62.4348165723166	83.5997807747808	0
197	2-17	11	20	0.75	1.33333333333333	2	1	2	2	3	1	0	2	1	0	0	81.3061793288523	177.841834240751	0
198	2-11	10	16	0.739130434782609	1.41176470588235	1	0	2	0	4	0	1	0	3	1	0	0	142.490931290931	0
199	4-46	3	10	0.476190476190476	1.2	1	0	0	0	2	0	0	0	1	0	0	0	109.397073025014	0
200	4-11	6	13	0.684210526315789	1.30769230769231	1	0	0	1	2	0	0	1	1	0	0	30.1784104784105	67.7021645021645	0
201	4-35	3	10	0.434782608695652	1.2	1	0	0	0	2	0	0	0	1	0	0	0	120.796413553766	0
202	4-28	2	12	0.666666666666667	1	2	0	0	0	2	0	0	0	0	0	0	0	125.60352980353	0
203	4-28	2	12	0.666666666666667	1	2	0	0	0	2	0	0	0	0	0	0	0	125.60352980353	0
204	4-11	6	13	0.684210526315789	1.30769230769231	1	0	0	1	2	0	0	1	1	0	0	30.1784104784105	67.7021645021645	0
205	2-11	10	16	0.739130434782609	1.41176470588235	1	0	2	0	4	0	1	0	3	1	0	0	142.490931290931	0
206	2-26	17	24	0.722222222222222	1.38461538461538	3	1	4	4	2	2	0	2	2	0	65.4762460516257	262.817254162583	136.823085651878	0
207	4-45	3	9	0.391304347826087	1.22222222222222	1	0	0	1	1	0	0	1	0	0	0	55.6116963102257	66.928622684505	0
208	Ciprofloxacin	5	19	0.791666666666667	1.10526315789474	3	0	0	0	3	0	0	0	1	0	0	0	182.617299367299	0
209	4-57	6	13	0.466666666666667	1.35714285714286	1	0	2	1	1	0	1	1	1	0	0	52.6341194323392	61.9838698668033	124.284199499331
210	Tetracycline	10	18	0.5625	1.33333333333333	1	0	0	0	4	0	0	0	3	0	0	0	221.129653799932	0
211	2-5	10	14	0.789473684210526	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	45.810656010656	61.0504079254079	0
212	2-17	11	20	0.75	1.33333333333333	2	1	2	2	3	1	0	2	1	0	0	81.3061793288523	177.841834240751	0
213	4-47	1	6	0.272727272727273	1	1	0	0	0	1	0	0	0	0	0	0	0	82.6047619047619	0
214	Ampcillin	4	13	0.541666666666667	1.15384615384615	2	0	0	1	1	1	0	0	0	0	47.5813797313797	59.7656898656899	85.0553998289292	0
215	4-55	6	14	0.7	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	106.264102564103	0
216	4-9	10	14	0.652173913043478	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	62.4348165723166	83.5997807747808	0
217	4-28	2	12	0.666666666666667	1	2	0	0	0	2	0	0	0	0	0	0	0	125.60352980353	0
218	4-11	6	13	0.684210526315789	1.30769230769231	1	0	0	1	2	0	0	1	1	0	0	30.1784104784105	67.7021645021645	0
219	2-15	6	14	0.583333333333333	1.28571428571429	1	0	0	0	3	0	0	0	2	0	0	0	139.767872323755	0
220	2-11	10	16	0.739130434782609	1.41176470588235	1	0	2	0	4	0	1	0	3	1	0	0	142.490931290931	0
221	4-47	1	6	0.272727272727273	1	1	0	0	0	1	0	0	0	0	0	0	0	82.6047619047619	0
222	Ampcillin	4	13	0.541666666666667	1.15384615384615	2	0	0	1	1	1	0	0	0	0	47.5813797313797	59.7656898656899	85.0553998289292	0
223	2-99	10	14	0.625	1.46666666666667	1	1	2	2	2	1	0	2	1	0	0	65.3777389277389	85.8193056943057	0
224	2-7	6	19	0.703703703703704	1.21052631578947	2	0	0	1	3	0	0	1	1	0	0	51.8320710335416	183.596727300907	0
225	4-28	2	12	0.666666666666667	1	2	0	0	0	2	0	0	0	0	0	0	0	125.60352980353	0
226	2-8	4	14	0.7	1.14285714285714	2	0	0	2	1	0	1	0	0	0	0	88.0845515595516	64.3790515040515	0
227	4-35	3	10	0.434782608695652	1.2	1	0	0	0	2	0	0	0	1	0	0	0	120.796413553766	0
