No.	NAME	SsCH3	SssCH2	SdsCH	SsssCH	SdssC	SaasC	SssssC	SsssN	SaaN	SaaS	NssCH2	NdsCH	NaaCH	NdssC	NaasC	NssssC	NsNH2	NssNH	NsssN	NdsN	NsNH3+	NaasN	NsOH	minssCH2	minsssCH	mindssC	minaasC	minsssN	mindO	MaxsCH3	MaxssCH2	MaxaaCH	MaxsssCH	MaxdssC	MaxaasC	MaxssNH	MaxsssN	MaxaaN	MaxsOH	MaxssO	gmax
61	SCE-796	0	0.334273028964309	0	-3.46008428184072	-5.27769450063296	0.483538053153787	0	1.04033640925506	0	0	2	0	9	7	2	0	1	1	1	0	0	1	0	0.114728090427217	-1.62673285199218	-1.61980392612276	0.196214592395755	1.04033640925506	11.2377388224771	0	0.219544938537092	1.6622162918761	-0.732856414068536	0.4010181359045	0.287323460758032	2.4293606779139	1.04033640925506	0	0	0	12.8442834212044
62	Imipenem	1.54636534706475	1.69342631960191	1.32286098851846	-1.54676740347195	-1.09453202422944	0	0	1.24755826404636	0	0	3	1	0	4	0	0	1	0	1	0	0	0	1	0.45994638133031	-0.773508422410389	-1.3419079638028	0	1.24755826404636	11.2322931626354	1.54636534706475	0.632846277399849	0	-0.257472075249853	0.629927248677249	0	0	1.24755826404636	0	9.58290455380959	0	11.9189017123149
63	Imipenem	1.54636534706475	1.69342631960191	1.32286098851846	-1.54676740347195	-1.09453202422944	0	0	1.24755826404636	0	0	3	1	0	4	0	0	1	0	1	0	0	0	1	0.45994638133031	-0.773508422410389	-1.3419079638028	0	1.24755826404636	11.2322931626354	1.54636534706475	0.632846277399849	0	-0.257472075249853	0.629927248677249	0	0	1.24755826404636	0	9.58290455380959	0	11.9189017123149
64	Cefoxitin	1.25926988655885	-0.196291332508415	0	-0.8032279856387	-4.08693468882462	0.810080012452952	-1.68473855977576	0.970346041194255	0	1.39913340507881	3	0	3	6	1	1	1	1	1	0	0	0	0	-0.382077591520233	-0.8032279856387	-1.60061522577351	0.810080012452952	0.970346041194255	10.8042212713764	1.25926988655885	0.12196935101201	1.82791668231565	-0.8032279856387	0.16945847037162	0.810080012452952	2.5835273893508	0.970346041194255	0	0	5.32501044553624	12.8032312137818
65	Nocardicin B	0	0.0721825567930852	0	-3.37516957292075	-4.74206652983284	0.714799025124864	0	1.00531079912105	0	0	3	0	8	5	4	0	0	1	1	1	1	0	2	-0.130232653812858	-1.40712407578848	-1.52399815609673	-0.0750234458993995	1.00531079912105	10.6732364642739	0	0.132754074186435	1.47544720486144	-0.921884136667844	-0.391148490808934	0.369778760831649	2.39794786204821	1.00531079912105	0	9.38711191703095	5.40617978836166	12.6082962633707
66	Cefuroxime	1.24608868722873	-0.253052889186998	0	-1.68560080204922	-4.49790656150772	0.130077177985833	0	0.980319822373394	0	0	2	0	3	7	1	0	1	1	1	1	0	0	0	-0.386596445498412	-1.00233596833795	-1.60303980504558	0.130077177985833	0.980319822373394	10.7809573461071	1.24608868722873	0.133543556311414	1.54923683537688	-0.683264833711263	0.167033891099548	0.130077177985833	2.50000887083228	0.980319822373394	0	0	4.64592262708195	12.5425992063492
67	Cefamandole	1.66481078490413	0.605578394123842	0	-2.94473821181655	-2.42188035117373	0.902887807001021	0	1.13309523809524	11.0881206528235	0	2	0	5	5	2	0	0	1	1	0	0	1	1	0.26862470968098	-1.43077877619045	-1.45885452303562	0.396131452133264	1.13309523809524	11.7963031887365	1.66481078490413	0.336953684442862	1.75464108314701	-0.58558510749979	0.510830378702854	0.506756354867758	2.52777053587479	1.13309523809524	3.83981096580308	10.2269010097228	0	12.6857432602671
68	SCE-796	0	0.334273028964309	0	-3.46008428184072	-5.27769450063296	0.483538053153787	0	1.04033640925506	0	0	2	0	9	7	2	0	1	1	1	0	0	1	0	0.114728090427217	-1.62673285199218	-1.61980392612276	0.196214592395755	1.04033640925506	11.2377388224771	0	0.219544938537092	1.6622162918761	-0.732856414068536	0.4010181359045	0.287323460758032	2.4293606779139	1.04033640925506	0	0	0	12.8442834212044
69	Cephalexin	1.65164519820274	0.467132255871433	0	-2.11086556227429	-1.8247032849973	0.63989914021164	0	1.17839380196523	0	0	1	0	5	5	1	0	1	1	1	0	0	0	0	0.467132255871433	-0.889324452003024	-1.37785789290208	0.63989914021164	1.17839380196523	11.2428223056425	1.65164519820274	0.467132255871433	1.81573290242829	-0.443496892584194	0.579040255246064	0.63989914021164	2.62599395313681	1.17839380196523	0	0	0	12.2896724615772
70	Imipenem	1.54636534706475	1.69342631960191	1.32286098851846	-1.54676740347195	-1.09453202422944	0	0	1.24755826404636	0	0	3	1	0	4	0	0	1	0	1	0	0	0	1	0.45994638133031	-0.773508422410389	-1.3419079638028	0	1.24755826404636	11.2322931626354	1.54636534706475	0.632846277399849	0	-0.257472075249853	0.629927248677249	0	0	1.24755826404636	0	9.58290455380959	0	11.9189017123149
71	Cefamandole	1.66481078490413	0.605578394123842	0	-2.94473821181655	-2.42188035117373	0.902887807001021	0	1.13309523809524	11.0881206528235	0	2	0	5	5	2	0	0	1	1	0	0	1	1	0.26862470968098	-1.43077877619045	-1.45885452303562	0.396131452133264	1.13309523809524	11.7963031887365	1.66481078490413	0.336953684442862	1.75464108314701	-0.58558510749979	0.510830378702854	0.506756354867758	2.52777053587479	1.13309523809524	3.83981096580308	10.2269010097228	0	12.6857432602671
72	Moxalactam	2.66540878566913	-0.215401376008131	0	-3.286573581767	-5.87512814920615	0.20091596056062	-2.19981253149408	0.765880168412636	10.9462490983145	0	2	0	4	6	3	1	0	1	1	0	0	1	1	-0.26498285264519	-1.86927414656082	-1.77265728558405	-0.15644707091181	0.765880168412636	11.7354540626385	1.59367787997403	0.0495814766370593	1.20275906291783	-1.41729943520618	0.194754944730595	0.387325683647556	2.22752464585212	0.765880168412636	3.78583678936156	9.42793380407273	5.65839945333046	13.1471190231526
73	Nocardicin B	0	0.0721825567930852	0	-3.37516957292075	-4.74206652983284	0.714799025124864	0	1.00531079912105	0	0	3	0	8	5	4	0	0	1	1	1	1	0	2	-0.130232653812858	-1.40712407578848	-1.52399815609673	-0.0750234458993995	1.00531079912105	10.6732364642739	0	0.132754074186435	1.47544720486144	-0.921884136667844	-0.391148490808934	0.369778760831649	2.39794786204821	1.00531079912105	0	9.38711191703095	5.40617978836166	12.6082962633707
74	Cefoperazone	3.32797412780376	0.730966204128344	0	-3.3308614078866	-5.82037839473896	0.556095994448307	0	3.05492588805546	11.1133859950394	0	5	0	4	8	3	0	0	2	3	0	0	1	1	-0.0882204865130711	-1.43632805917525	-1.54469030516298	-0.10637413797523	0.704334107821905	12.0975592815797	1.69712523650915	0.290115496786155	1.37463351177144	-0.761958664580487	0.424994596575499	0.447246392140447	2.58135579386075	1.2901781210597	3.84933853807236	9.72255015945908	0	13.5478221007888
75	SCE-796	0	0.334273028964309	0	-3.46008428184072	-5.27769450063296	0.483538053153787	0	1.04033640925506	0	0	2	0	9	7	2	0	1	1	1	0	0	1	0	0.114728090427217	-1.62673285199218	-1.61980392612276	0.196214592395755	1.04033640925506	11.2377388224771	0	0.219544938537092	1.6622162918761	-0.732856414068536	0.4010181359045	0.287323460758032	2.4293606779139	1.04033640925506	0	0	0	12.8442834212044
76	BL-S217	3.10692791792734	0.174226265556151	0	-1.3263872768779	-2.87669120104324	0.920498299016066	0	1.09485591458806	0	0	3	0	4	6	1	0	0	1	1	0	0	1	0	-0.217611006991523	-0.799723324514991	-1.5107638952201	0.920498299016066	1.09485591458806	10.9952419525529	1.89281249158629	0.257136483217555	1.88169053908058	-0.526663952362907	0.298493474394414	0.920498299016066	2.67319866990006	1.09485591458806	0	0	4.8642019048873	12.4970356549415
77	Imipenem	1.54636534706475	1.69342631960191	1.32286098851846	-1.54676740347195	-1.09453202422944	0	0	1.24755826404636	0	0	3	1	0	4	0	0	1	0	1	0	0	0	1	0.45994638133031	-0.773508422410389	-1.3419079638028	0	1.24755826404636	11.2322931626354	1.54636534706475	0.632846277399849	0	-0.257472075249853	0.629927248677249	0	0	1.24755826404636	0	9.58290455380959	0	11.9189017123149
78	Cyclacillin	3.56868703461642	4.51662591849055	0	-1.94929497879399	-1.77354066555839	0	-1.29452215608466	1.33489969135802	0	0	5	0	0	3	0	2	0	1	1	0	1	0	0	0.730586905286806	-0.956903397161334	-1.24626340743291	0	1.33489969135802	11.3641732947388	1.78434351730821	1.11175074241001	0	-0.336536517384732	-0.189346182917611	0	2.81822467876039	1.33489969135802	0	0	0	12.5516506046863
79	Cefoperazone	3.32797412780376	0.730966204128344	0	-3.3308614078866	-5.82037839473896	0.556095994448307	0	3.05492588805546	11.1133859950394	0	5	0	4	8	3	0	0	2	3	0	0	1	1	-0.0882204865130711	-1.43632805917525	-1.54469030516298	-0.10637413797523	0.704334107821905	12.0975592815797	1.69712523650915	0.290115496786155	1.37463351177144	-0.761958664580487	0.424994596575499	0.447246392140447	2.58135579386075	1.2901781210597	3.84933853807236	9.72255015945908	0	13.5478221007888
80	Moxalactam	2.66540878566913	-0.215401376008131	0	-3.286573581767	-5.87512814920615	0.20091596056062	-2.19981253149408	0.765880168412636	10.9462490983145	0	2	0	4	6	3	1	0	1	1	0	0	1	1	-0.26498285264519	-1.86927414656082	-1.77265728558405	-0.15644707091181	0.765880168412636	11.7354540626385	1.59367787997403	0.0495814766370593	1.20275906291783	-1.41729943520618	0.194754944730595	0.387325683647556	2.22752464585212	0.765880168412636	3.78583678936156	9.42793380407273	5.65839945333046	13.1471190231526
81	Imipenem	1.54636534706475	1.69342631960191	1.32286098851846	-1.54676740347195	-1.09453202422944	0	0	1.24755826404636	0	0	3	1	0	4	0	0	1	0	1	0	0	0	1	0.45994638133031	-0.773508422410389	-1.3419079638028	0	1.24755826404636	11.2322931626354	1.54636534706475	0.632846277399849	0	-0.257472075249853	0.629927248677249	0	0	1.24755826404636	0	9.58290455380959	0	11.9189017123149
82	Cefmetazole	2.92942536013	0.642662881295464	0	-0.751794873813722	-2.4074255336381	0.495951983284252	-1.66484166351726	1.0838458207357	11.0735645291712	0	4	0	0	5	1	1	0	1	1	0	0	1	0	-0.0276338919125301	-0.751794873813722	-1.48523552907797	0.495951983284252	1.0838458207357	11.8353941290022	1.65824732063035	0.291867929449098	0	-0.751794873813722	0.484449372660502	0.495951983284252	2.54914714207283	1.0838458207357	3.83486942671118	0	5.34115991825768	12.9070996315193
83	Cefotaxime	2.43580153901267	-0.0891740969311663	0	-1.66213836923658	-3.81786408196325	0.39828302148548	0	1.01512148841018	3.97146879226484	1.10053566115643	2	0	1	7	2	0	1	1	1	1	0	0	0	-0.268784891279515	-0.995218306458386	-1.56929495081371	0.176633719734682	1.01512148841018	11.0196715609597	1.24782054663916	0.179610794348348	1.50918999640233	-0.666920062778198	0.239962418800803	0.221649301750798	2.52328551482321	1.01512148841018	3.97146879226484	0	4.85065342250414	12.647069072502
84	Cefsulodin	0	0.240135998941863	0	-4.12443424404783	-4.15567379813916	0.213660880062329	0	0.97751753170404	0	0	2	0	9	6	2	0	1	1	1	0	0	1	0	0.0767735449726723	-2.06886248162181	-1.59066600997607	-0.0537854076042439	0.97751753170404	11.2406685099771	0	0.163362453969191	1.5810088088829	-0.827669339238604	0.356944061830426	0.267446287666573	2.2962356779139	0.97751753170404	0	0	0	12.8595895436534
85	Ofloxacin	3.94801138691412	3.39232987709674	1.2842271877887	-0.181532554379777	-2.77459381270619	0.557715367011003	0	3.62453735197783	0	0	5	1	1	3	5	0	0	0	2	0	0	0	0	0.27073829994961	-0.181532554379777	-1.56257458847737	-0.568746220710507	1.68547760770975	11.3131659813104	2.09269376912626	0.878717205597166	1.1309693877551	-0.181532554379777	-0.465233982354292	0.445763888888889	0	1.93905974426808	0	0	5.84393872826908	14.9748308767952
86	Cefuroxime	1.24608868722873	-0.253052889186998	0	-1.68560080204922	-4.49790656150772	0.130077177985833	0	0.980319822373394	0	0	2	0	3	7	1	0	1	1	1	1	0	0	0	-0.386596445498412	-1.00233596833795	-1.60303980504558	0.130077177985833	0.980319822373394	10.7809573461071	1.24608868722873	0.133543556311414	1.54923683537688	-0.683264833711263	0.167033891099548	0.130077177985833	2.50000887083228	0.980319822373394	0	0	4.64592262708195	12.5425992063492
87	Cephaloglycin	1.2027240272436	-0.0136874788920314	0	-2.43276836339066	-3.2480473153377	0.596217053068015	0	1.05686224489796	0	0	2	0	5	6	1	0	1	1	1	0	0	0	0	-0.238041956985687	-0.951554581581638	-1.53558748473882	0.596217053068015	1.05686224489796	10.986682169526	1.2027240272436	0.224354478093655	1.79298865256694	-0.589443132191148	0.273669884875693	0.596217053068015	2.59086110061308	1.05686224489796	0	0	4.85103649957803	12.5131632653061
88	Cefoperazone	3.32797412780376	0.730966204128344	0	-3.3308614078866	-5.82037839473896	0.556095994448307	0	3.05492588805546	11.1133859950394	0	5	0	4	8	3	0	0	2	3	0	0	1	1	-0.0882204865130711	-1.43632805917525	-1.54469030516298	-0.10637413797523	0.704334107821905	12.0975592815797	1.69712523650915	0.290115496786155	1.37463351177144	-0.761958664580487	0.424994596575499	0.447246392140447	2.58135579386075	1.2901781210597	3.84933853807236	9.72255015945908	0	13.5478221007888
89	Cefaclor	0	0.232564354636865	0	-2.28001508216455	-2.83642396400964	0.618788029100529	0	1.04644935752079	0	0	1	0	5	5	1	0	1	1	1	0	0	0	0	0.232564354636865	-0.915387552140198	-1.50980233734653	0.618788029100529	1.04644935752079	11.1583778611981	0	0.232564354636865	1.80324112070574	-0.527941337028639	0.0512624774682862	0.618788029100529	2.58291005291005	1.04644935752079	0	0	0	12.2636093614401
90	Cefaclor	0	0.232564354636865	0	-2.28001508216455	-2.83642396400964	0.618788029100529	0	1.04644935752079	0	0	1	0	5	5	1	0	1	1	1	0	0	0	0	0.232564354636865	-0.915387552140198	-1.50980233734653	0.618788029100529	1.04644935752079	11.1583778611981	0	0.232564354636865	1.80324112070574	-0.527941337028639	0.0512624774682862	0.618788029100529	2.58291005291005	1.04644935752079	0	0	0	12.2636093614401
91	Cefuroxime	1.24608868722873	-0.253052889186998	0	-1.68560080204922	-4.49790656150772	0.130077177985833	0	0.980319822373394	0	0	2	0	3	7	1	0	1	1	1	1	0	0	0	-0.386596445498412	-1.00233596833795	-1.60303980504558	0.130077177985833	0.980319822373394	10.7809573461071	1.24608868722873	0.133543556311414	1.54923683537688	-0.683264833711263	0.167033891099548	0.130077177985833	2.50000887083228	0.980319822373394	0	0	4.64592262708195	12.5425992063492
92	Cephaloridine	0	1.02571370609222	0	-1.12967624086672	-1.47803421137611	0.911961828790313	0	1.24843466553288	0	1.4758679941314	3	0	8	5	1	0	0	1	1	0	0	1	0	0.20626294244322	-0.710425380028555	-1.36708962108719	0.911961828790313	1.24843466553288	11.7635052207292	0	0.455306936046023	1.88793967252752	-0.419250860838162	0.619594524793389	0.911961828790313	2.74218251170226	1.24843466553288	0	0	0	12.6151706191736
93	Cefsulodin	0	0.240135998941863	0	-4.12443424404783	-4.15567379813916	0.213660880062329	0	0.97751753170404	0	0	2	0	9	6	2	0	1	1	1	0	0	1	0	0.0767735449726723	-2.06886248162181	-1.59066600997607	-0.0537854076042439	0.97751753170404	11.2406685099771	0	0.163362453969191	1.5810088088829	-0.827669339238604	0.356944061830426	0.267446287666573	2.2962356779139	0.97751753170404	0	0	0	12.8595895436534
94	Cefuroxime	1.24608868722873	-0.253052889186998	0	-1.68560080204922	-4.49790656150772	0.130077177985833	0	0.980319822373394	0	0	2	0	3	7	1	0	1	1	1	1	0	0	0	-0.386596445498412	-1.00233596833795	-1.60303980504558	0.130077177985833	0.980319822373394	10.7809573461071	1.24608868722873	0.133543556311414	1.54923683537688	-0.683264833711263	0.167033891099548	0.130077177985833	2.50000887083228	0.980319822373394	0	0	4.64592262708195	12.5425992063492
95	Imipenem	1.54636534706475	1.69342631960191	1.32286098851846	-1.54676740347195	-1.09453202422944	0	0	1.24755826404636	0	0	3	1	0	4	0	0	1	0	1	0	0	0	1	0.45994638133031	-0.773508422410389	-1.3419079638028	0	1.24755826404636	11.2322931626354	1.54636534706475	0.632846277399849	0	-0.257472075249853	0.629927248677249	0	0	1.24755826404636	0	9.58290455380959	0	11.9189017123149
96	BL-S217	3.10692791792734	0.174226265556151	0	-1.3263872768779	-2.87669120104324	0.920498299016066	0	1.09485591458806	0	0	3	0	4	6	1	0	0	1	1	0	0	1	0	-0.217611006991523	-0.799723324514991	-1.5107638952201	0.920498299016066	1.09485591458806	10.9952419525529	1.89281249158629	0.257136483217555	1.88169053908058	-0.526663952362907	0.298493474394414	0.920498299016066	2.67319866990006	1.09485591458806	0	0	4.8642019048873	12.4970356549415
97	Cephalosporin C	0	0.358095713032235	0.175006419257689	-2.40693234248249	-4.01572561969651	0	0	1.01392270099296	0	0	5	1	0	6	0	0	0	1	1	0	1	0	0	-0.265879427899803	-0.921024210711259	-1.56324701115532	0	1.01392270099296	10.3045792276342	0	0.257733379775331	0	-0.598943531116151	0.240966896630018	0	2.5279972915092	1.01392270099296	0	0	4.56614465343993	12.3032966689762
98	Ceftazidime	2.36484595907694	0.538486553528559	0	-1.77378029992861	-4.73322087425793	0.127326342240335	-1.8643296574301	1.09785100997087	3.97964542485081	1.0135615002702	2	0	6	7	2	1	1	1	1	1	0	1	0	0.248305047424434	-1.0758225728563	-1.56640289419973	0.00608030951593674	1.09785100997087	11.2540834350262	1.18242297953847	0.290181506104125	1.82394241934334	-0.697957727072311	0.494155506210674	0.121246032724398	2.52053615871662	1.09785100997087	3.97964542485081	0	5.01634544348005	13.0987030900551
99	Imipenem	1.54636534706475	1.69342631960191	1.32286098851846	-1.54676740347195	-1.09453202422944	0	0	1.24755826404636	0	0	3	1	0	4	0	0	1	0	1	0	0	0	1	0.45994638133031	-0.773508422410389	-1.3419079638028	0	1.24755826404636	11.2322931626354	1.54636534706475	0.632846277399849	0	-0.257472075249853	0.629927248677249	0	0	1.24755826404636	0	9.58290455380959	0	11.9189017123149
100	Cefotaxime	2.43580153901267	-0.0891740969311663	0	-1.66213836923658	-3.81786408196325	0.39828302148548	0	1.01512148841018	3.97146879226484	1.10053566115643	2	0	1	7	2	0	1	1	1	1	0	0	0	-0.268784891279515	-0.995218306458386	-1.56929495081371	0.176633719734682	1.01512148841018	11.0196715609597	1.24782054663916	0.179610794348348	1.50918999640233	-0.666920062778198	0.239962418800803	0.221649301750798	2.52328551482321	1.01512148841018	3.97146879226484	0	4.85065342250414	12.647069072502
101	Cyclacillin	3.56868703461642	4.51662591849055	0	-1.94929497879399	-1.77354066555839	0	-1.29452215608466	1.33489969135802	0	0	5	0	0	3	0	2	0	1	1	0	1	0	0	0.730586905286806	-0.956903397161334	-1.24626340743291	0	1.33489969135802	11.3641732947388	1.78434351730821	1.11175074241001	0	-0.336536517384732	-0.189346182917611	0	2.81822467876039	1.33489969135802	0	0	0	12.5516506046863
102	Cefoperazone	3.32797412780376	0.730966204128344	0	-3.3308614078866	-5.82037839473896	0.556095994448307	0	3.05492588805546	11.1133859950394	0	5	0	4	8	3	0	0	2	3	0	0	1	1	-0.0882204865130711	-1.43632805917525	-1.54469030516298	-0.10637413797523	0.704334107821905	12.0975592815797	1.69712523650915	0.290115496786155	1.37463351177144	-0.761958664580487	0.424994596575499	0.447246392140447	2.58135579386075	1.2901781210597	3.84933853807236	9.72255015945908	0	13.5478221007888
103	Cefsulodin	0	0.240135998941863	0	-4.12443424404783	-4.15567379813916	0.213660880062329	0	0.97751753170404	0	0	2	0	9	6	2	0	1	1	1	0	0	1	0	0.0767735449726723	-2.06886248162181	-1.59066600997607	-0.0537854076042439	0.97751753170404	11.2406685099771	0	0.163362453969191	1.5810088088829	-0.827669339238604	0.356944061830426	0.267446287666573	2.2962356779139	0.97751753170404	0	0	0	12.8595895436534
104	Cefmetazole	2.92942536013	0.642662881295464	0	-0.751794873813722	-2.4074255336381	0.495951983284252	-1.66484166351726	1.0838458207357	11.0735645291712	0	4	0	0	5	1	1	0	1	1	0	0	1	0	-0.0276338919125301	-0.751794873813722	-1.48523552907797	0.495951983284252	1.0838458207357	11.8353941290022	1.65824732063035	0.291867929449098	0	-0.751794873813722	0.484449372660502	0.495951983284252	2.54914714207283	1.0838458207357	3.83486942671118	0	5.34115991825768	12.9070996315193
