No.	NAME	SpMaxA_EA(ed)	SpDiam_EA(ed)	SpMAD_EA(ed)	SpMax_EA(bo)	SpDiam_EA(bo)	SpMAD_EA(bo)	SpMaxA_EA(dm)	SpAD_EA(dm)	SpMAD_EA(dm)	SpMax_EA(ri)	SpDiam_EA(ri)	SpMAD_EA(ri)	SpDiam_AEA(ed)	SpMAD_AEA(ed)	SpMax_AEA(bo)	SpMAD_AEA(bo)	SpMax_AEA(dm)	SpDiam_AEA(dm)	SpMAD_AEA(dm)	SpMAD_AEA(ri)	Chi0_EA(dm)	Chi1_EA(dm)	SM04_EA(ed)	SM05_EA(bo)	SM09_EA(bo)	SM02_EA(dm)	SM03_EA(dm)	SM07_EA(dm)	SM08_EA(dm)	SM15_EA(dm)	SM05_EA(ri)	SM09_EA(ri)	SM15_EA(ri)	SM04_AEA(ed)	SM15_AEA(ed)	SM06_AEA(bo)	SM10_AEA(bo)	SM11_AEA(bo)	SM13_AEA(bo)	SM14_AEA(bo)	SM04_AEA(dm)	SM11_AEA(dm)	SM12_AEA(dm)	SM13_AEA(dm)	SM15_AEA(dm)	SM03_AEA(ri)	SM06_AEA(ri)	SM12_AEA(ri)	SM13_AEA(ri)	SM15_AEA(ri)	Eig07_EA(bo)	Eig02_EA(dm)	Eig03_EA(dm)	Eig04_EA(dm)	Eig05_EA(dm)	Eig06_EA(dm)	Eig07_EA(dm)	Eig08_EA(dm)	Eig09_EA(dm)	Eig11_EA(dm)	Eig12_EA(dm)	Eig13_EA(dm)	Eig15_EA(dm)	Eig05_AEA(ed)	Eig07_AEA(ed)	Eig09_AEA(ed)	Eig02_AEA(bo)	Eig03_AEA(bo)	Eig04_AEA(bo)	Eig13_AEA(bo)	Eig02_AEA(dm)	Eig03_AEA(dm)	Eig04_AEA(dm)	Eig05_AEA(dm)	Eig06_AEA(dm)	Eig08_AEA(dm)	Eig09_AEA(dm)	Eig13_AEA(dm)	Eig04_AEA(ri)	Eig12_AEA(ri)
319	Cefazolin	0.398770235985528	20.7606475515369	4.47123874829246	3.93364508606308	6.59408118183653	1.88982625736324	0.107935520756655	27.2526857379149	0.851646429309839	3.24028136208176	5.14690047680966	1.39584661231293	6.83973270353888	1.570719098753	4.60929740534415	1.54989169139074	4.6206014742453	6.40072677302782	1.71395975650324	1.5161974832887	21.3511659363757	22.4689624301233	10.9739232499355	7.68063742756094	13.061546007521	4.17547590788345	2.22111469999593	5.37629912438235	11.1082469102319	13.4358194618803	6.39205094028328	10.8711585390324	17.7305285646837	9.196545660954	29.8503102872228	10.2472689495449	2.80271151157955	2.6828803703691	2.11745512552655	2.04361486252917	1.11741133134769	9.60168675200635	7.57526522159432	7.4228759109322	5.52690048045584	4.61707487309402	1.90919449978361	3.70557297644525	3.51094841047282	2.70620891858574	2.25758367219315	3.26353630415455	2.00041196750739	1.9353838577838	1.43666279968544	0.812317279934296	0.434620684406681	0.253932767165671	0.035540544106632	0	0	0	0	5.17664239582164	4.83146564462872	4.60308193852392	4.10955770280836	4.06235744825629	3.96018276325683	2.04958947018177	4.43119026723941	3.80774988714015	3.62845615879095	3.55649655762301	3.10281313972835	2.55794348876751	2.48092039255556	1.33537710214637	3.50758186925199	1.65499191218828
320	Aztreonam	0.458969202831403	21.3101068821107	4.95343171015091	4.5527312337816	7.24067054713834	1.93011389918836	0.0896473666401852	16.4473391115196	0.56714962453516	3.46179237712891	5.36904326228385	1.48104750844604	6.76580747854183	1.66806784186145	4.84748384015705	1.58306547309653	4.31965789457562	6.24455735532251	1.72140202695202	1.54871066108204	20.3372841895996	22.4889402788342	11.3780560347153	8.23832218724301	14.0221347249864	3.42839741714436	2.5906111062914	6.34317006185597	8.35226951757506	13.9053289746698	7.02621000011843	11.7630246628874	18.9562326901564	9.43292376643183	30.7743147011595	10.5310110400391	3.33590818381389	3.00928523753268	2.38315843901728	1.73576031856243	0.915326408884083	11.9308145104917	10.0518431281258	9.30363520702411	4.99421603816594	3.75294919217727	1.69178833980755	3.95074062197239	3.52738392518083	3.17117411431838	1.84177272207486	2.19025154952501	1.95625492287738	1.05830052442584	0.247832144272751	0.171256782093474	0	0	0	0	0	0	0	5.32060836867179	4.73205080756887	4.39923687479423	4.44436841859897	4.3398867132728	4.09415541051061	1.17082913636468	4.04081845616668	3.78465140077445	3.45387435388741	3.07451046844131	2.75731998451377	2.36650188809407	2.05921202493952	0.526526980046571	3.75127559241703	1.05430542803387
321	LY097964	0.454402542421424	20.7232711877999	4.62953636998708	3.95280166713041	6.63386517887949	1.87139213674306	0.122660293169612	23.2639489266896	0.830855318810341	3.23947300495978	5.14609768506423	1.41805389190705	6.97727708954607	1.64626997637403	4.60321722189459	1.56472033961801	4.6100234153405	6.53375417900342	1.74037153293904	1.51998598975641	19.6966239674327	18.1150897539515	11.0328391761163	7.6839502627742	13.1488268905365	3.92327545844919	1.66785775256346	4.8016303518204	10.620733243184	13.3985847342665	6.48489703342429	11.0180803477906	17.8562900080137	9.18819700729049	29.9511422391651	10.2153497205932	3.00904176502399	2.72890078824147	1.94169230966709	1.77126141922392	0.782475531090985	10.0328960385254	9.29929676840319	6.7225691073948	5.12508271627351	4.07724559860984	1.70621267224146	3.90986078389085	3.32334855537739	2.28905511608577	1.82400333701486	2.37318351587061	1.98400800150338	1.43666279968544	1.06160330531509	0.840921962936388	0.435660588852336	0.0654460804324064	0	0	0	0	0	5.03200453454477	4.66760290255852	3.85648959573994	4.37148059498801	4.04746306200807	3.8001183312841	1	4.01708795676525	3.79835822741765	3.60701445148901	3.4701974352944	2.94404111434671	2.50749943553253	2.11699384471348	0.696881564805443	3.28824435124412	1.26708236383264
322	Aztreonam	0.458969202831403	21.3101068821107	4.95343171015091	4.5527312337816	7.24067054713834	1.93011389918836	0.0896473666401852	16.4473391115196	0.56714962453516	3.46179237712891	5.36904326228385	1.48104750844604	6.76580747854183	1.66806784186145	4.84748384015705	1.58306547309653	4.31965789457562	6.24455735532251	1.72140202695202	1.54871066108204	20.3372841895996	22.4889402788342	11.3780560347153	8.23832218724301	14.0221347249864	3.42839741714436	2.5906111062914	6.34317006185597	8.35226951757506	13.9053289746698	7.02621000011843	11.7630246628874	18.9562326901564	9.43292376643183	30.7743147011595	10.5310110400391	3.33590818381389	3.00928523753268	2.38315843901728	1.73576031856243	0.915326408884083	11.9308145104917	10.0518431281258	9.30363520702411	4.99421603816594	3.75294919217727	1.69178833980755	3.95074062197239	3.52738392518083	3.17117411431838	1.84177272207486	2.19025154952501	1.95625492287738	1.05830052442584	0.247832144272751	0.171256782093474	0	0	0	0	0	0	0	5.32060836867179	4.73205080756887	4.39923687479423	4.44436841859897	4.3398867132728	4.09415541051061	1.17082913636468	4.04081845616668	3.78465140077445	3.45387435388741	3.07451046844131	2.75731998451377	2.36650188809407	2.05921202493952	0.526526980046571	3.75127559241703	1.05430542803387
323	Nocardicin B	0.305910563027858	19.0937702487846	4.27623292705792	3.88970532304191	6.88970532304191	1.86139615140853	0.0648005409863833	23.4585042354622	0.617329058827954	3.16145995641132	5.16145995641132	1.44404511999725	6.479334510649	1.59010894142453	4.42580608463996	1.51502469896104	4.04537522761314	6.04537522761314	1.62004132447541	1.48737399728019	27.8422690217305	28.2245827408774	10.9495601563596	7.74218498437598	13.0331242253109	3.62143538261684	3.14642555488977	6.92535348214026	7.96156063192094	13.9948363816291	6.66032659142279	11.0620459601977	17.6863314657073	9.31352852977236	29.5294460998246	10.3633836315391	2.98590621827513	2.74638870415695	2.47648392557838	2.36034374899009	1.36824166297957	9.93369366177875	8.97195828392511	7.42144279665689	6.35478166456286	4.99601012622216	2.62345509107711	3.75933556135079	3.41104354387061	2.98877934988069	2.52789696141849	2.37394579187914	1.98461773084852	1.69705627484771	1.06262236591035	0.86	0.856879420857458	0.246075920606423	0.159148235966687	0	0	0	0	5.38236994445006	5.03249587494047	4.61171338793062	4.33201396908621	4.03339134689017	3.86556803760416	2.47391755569613	3.84676685624302	3.72791090862262	3.70055423614751	3.37428895865207	2.89615693947597	2.53083364116576	2.45121523759372	1.53429124920847	3.6337350825715	2
324	Cephaloglycin	0.42541855947517	20.7625567842551	4.49787167530184	3.93289865713517	6.93289865713517	1.85290111079106	0.114504629405977	28.1075786462839	0.936919288209464	3.24393143523689	5.24393143523689	1.46114062833478	7.0274357211929	1.61300015036223	4.61010493255375	1.54962860910728	4.61172551087297	6.61172551087297	1.67147888424633	1.51950584991583	19.4233247117555	19.7038527184648	11.0085953661978	7.49852360542133	12.8165213864212	4.03128050907769	2.93111268246368	6.61819579416268	10.6168788936082	14.170674159398	6.52292274778432	11.0457635583652	17.8831334251471	9.18840146445743	29.9348466898516	10.1797867255294	2.93735635200974	2.75153261936182	2.13381550113202	1.95471227599266	1	9.69196171938082	9.27766128312626	6.14391431800073	5.04345746034621	4.29276355672377	2.01255982589683	3.60770514422914	3.30160299235523	2.70851158075052	2.04494027058824	2.45465994469097	2.08341594651636	1.97609761201035	1.43666279968544	1.05895407035711	0.708457584855093	0.622696343110103	0.204109926177667	0	0	0	0	5.06084422129682	4.75684753186975	3.82696733340002	4.18624162267877	4.04685906411479	3.56037475540366	1.78036296556807	3.84392273040042	3.73991175872989	3.64960870028756	3.58489442263273	2.99995618391104	2.55877400420516	1.99682476149494	1.06670420716407	3.20149466802735	1.57128444607139
325	Cephalexin	0.489335101359516	20.7227126353474	4.61885595928834	3.91727041439592	6.91727041439592	1.87113749452971	0.132095700827017	22.0681125087035	0.848773558027057	3.23927927420331	5.23927927420331	1.47454810357315	7.02044146627685	1.63654682931903	4.60165154575873	1.56238061693345	4.61022401078404	6.61022401078403	1.69840819345141	1.53005195631284	17.1608924473794	18.0374597318286	10.9576079263122	7.41780560228037	12.7697586878373	3.80938322964308	2.33479668415724	5.59308618552016	10.5799597409123	13.4831590610723	6.45834549335014	11.0126395171073	17.856139881026	9.11195547005479	29.9085424644741	10.0853858426821	2.93402823778983	2.71641627856447	1.94168015308533	1.55911540236541	0.801717965256572	9.54992062951158	9.17080869692803	6.01948103024101	4.53458432049301	3.10328114969847	1.29580900713891	3.60733093455228	3.28745633597992	2.28798489404547	1.81906955526319	2.08341389700254	1.97603890807901	1.43666279968544	0.847435003113524	0.695148429616072	0.438806360176289	0.122062635176422	0	0	0	0	0	4.99579083392777	4.6383856013988	3.56248097416197	4.1825953474013	4.02815450864605	3.55213458725295	0.880032303838362	3.84319023448997	3.73989115833745	3.59365366540211	2.94497265008623	2.76430181527091	1.90585596015405	1.75555650675463	0.657508905011487	3.14074441772138	0.807202325430356
326	LY097964	0.454402542421424	20.7232711877999	4.62953636998708	3.95280166713041	6.63386517887949	1.87139213674306	0.122660293169612	23.2639489266896	0.830855318810341	3.23947300495978	5.14609768506423	1.41805389190705	6.97727708954607	1.64626997637403	4.60321722189459	1.56472033961801	4.6100234153405	6.53375417900342	1.74037153293904	1.51998598975641	19.6966239674327	18.1150897539515	11.0328391761163	7.6839502627742	13.1488268905365	3.92327545844919	1.66785775256346	4.8016303518204	10.620733243184	13.3985847342665	6.48489703342429	11.0180803477906	17.8562900080137	9.18819700729049	29.9511422391651	10.2153497205932	3.00904176502399	2.72890078824147	1.94169230966709	1.77126141922392	0.782475531090985	10.0328960385254	9.29929676840319	6.7225691073948	5.12508271627351	4.07724559860984	1.70621267224146	3.90986078389085	3.32334855537739	2.28905511608577	1.82400333701486	2.37318351587061	1.98400800150338	1.43666279968544	1.06160330531509	0.840921962936388	0.435660588852336	0.0654460804324064	0	0	0	0	0	5.03200453454477	4.66760290255852	3.85648959573994	4.37148059498801	4.04746306200807	3.8001183312841	1	4.01708795676525	3.79835822741765	3.60701445148901	3.4701974352944	2.94404111434671	2.50749943553253	2.11699384471348	0.696881564805443	3.28824435124412	1.26708236383264
327	Cephalexin	0.489335101359516	20.7227126353474	4.61885595928834	3.91727041439592	6.91727041439592	1.87113749452971	0.132095700827017	22.0681125087035	0.848773558027057	3.23927927420331	5.23927927420331	1.47454810357315	7.02044146627685	1.63654682931903	4.60165154575873	1.56238061693345	4.61022401078404	6.61022401078403	1.69840819345141	1.53005195631284	17.1608924473794	18.0374597318286	10.9576079263122	7.41780560228037	12.7697586878373	3.80938322964308	2.33479668415724	5.59308618552016	10.5799597409123	13.4831590610723	6.45834549335014	11.0126395171073	17.856139881026	9.11195547005479	29.9085424644741	10.0853858426821	2.93402823778983	2.71641627856447	1.94168015308533	1.55911540236541	0.801717965256572	9.54992062951158	9.17080869692803	6.01948103024101	4.53458432049301	3.10328114969847	1.29580900713891	3.60733093455228	3.28745633597992	2.28798489404547	1.81906955526319	2.08341389700254	1.97603890807901	1.43666279968544	0.847435003113524	0.695148429616072	0.438806360176289	0.122062635176422	0	0	0	0	0	4.99579083392777	4.6383856013988	3.56248097416197	4.1825953474013	4.02815450864605	3.55213458725295	0.880032303838362	3.84319023448997	3.73989115833745	3.59365366540211	2.94497265008623	2.76430181527091	1.90585596015405	1.75555650675463	0.657508905011487	3.14074441772138	0.807202325430356
328	Moxalactam	0.408033493682424	24.9596901690554	4.73586221044275	4.06731577976412	7.06731577976412	1.8840361090562	0.0842806340432615	30.6451502620657	0.78577308364271	3.55017515142596	5.55017515142595	1.44727620145522	7.66442147975382	1.66571658963289	4.87206686890474	1.55490659372299	4.47165718798256	6.47165718798256	1.66241481998447	1.52774487716629	26.0471288040799	24.8798296230926	11.7331928841789	8.03250222941862	13.5083078372065	4.07345114022563	3.04112772983624	6.90739335774584	10.3132107939038	14.3366361233939	6.99426099481337	11.7906192971145	19.1556597569956	9.63997763205533	31.562436253419	10.60608795712	3.08279743755796	2.95637517444745	2.41989461756676	2.05229233128468	1.60231936097435	10.9349095401039	10.5681832366221	8.59197117727405	6.37588676471797	5.20018610067288	3.64199066915987	3.81631496909522	3.76396531427489	3.20446998786607	2.37736675068187	2.58774094988048	2.17212428885213	1.88773642345935	1.43666279968544	1.31719934547421	1.08933167794454	0.677176785878298	0.472074117423976	0.069887010005827	0	0	0	5.60949880787125	5.22270332556611	4.83354178799157	4.33583810421411	4.25917692725236	4.17723524906852	2.5	4.42135038650634	4.02238825361999	3.65128261755373	3.36859259553831	3.1542245935173	2.77278447279066	2.73994650806021	1.88274061111568	3.70476051447102	2.09072056904023
329	LY097964	0.454402542421424	20.7232711877999	4.62953636998708	3.95280166713041	6.63386517887949	1.87139213674306	0.122660293169612	23.2639489266896	0.830855318810341	3.23947300495978	5.14609768506423	1.41805389190705	6.97727708954607	1.64626997637403	4.60321722189459	1.56472033961801	4.6100234153405	6.53375417900342	1.74037153293904	1.51998598975641	19.6966239674327	18.1150897539515	11.0328391761163	7.6839502627742	13.1488268905365	3.92327545844919	1.66785775256346	4.8016303518204	10.620733243184	13.3985847342665	6.48489703342429	11.0180803477906	17.8562900080137	9.18819700729049	29.9511422391651	10.2153497205932	3.00904176502399	2.72890078824147	1.94169230966709	1.77126141922392	0.782475531090985	10.0328960385254	9.29929676840319	6.7225691073948	5.12508271627351	4.07724559860984	1.70621267224146	3.90986078389085	3.32334855537739	2.28905511608577	1.82400333701486	2.37318351587061	1.98400800150338	1.43666279968544	1.06160330531509	0.840921962936388	0.435660588852336	0.0654460804324064	0	0	0	0	0	5.03200453454477	4.66760290255852	3.85648959573994	4.37148059498801	4.04746306200807	3.8001183312841	1	4.01708795676525	3.79835822741765	3.60701445148901	3.4701974352944	2.94404111434671	2.50749943553253	2.11699384471348	0.696881564805443	3.28824435124412	1.26708236383264
330	Cephaloglycin	0.42541855947517	20.7625567842551	4.49787167530184	3.93289865713517	6.93289865713517	1.85290111079106	0.114504629405977	28.1075786462839	0.936919288209464	3.24393143523689	5.24393143523689	1.46114062833478	7.0274357211929	1.61300015036223	4.61010493255375	1.54962860910728	4.61172551087297	6.61172551087297	1.67147888424633	1.51950584991583	19.4233247117555	19.7038527184648	11.0085953661978	7.49852360542133	12.8165213864212	4.03128050907769	2.93111268246368	6.61819579416268	10.6168788936082	14.170674159398	6.52292274778432	11.0457635583652	17.8831334251471	9.18840146445743	29.9348466898516	10.1797867255294	2.93735635200974	2.75153261936182	2.13381550113202	1.95471227599266	1	9.69196171938082	9.27766128312626	6.14391431800073	5.04345746034621	4.29276355672377	2.01255982589683	3.60770514422914	3.30160299235523	2.70851158075052	2.04494027058824	2.45465994469097	2.08341594651636	1.97609761201035	1.43666279968544	1.05895407035711	0.708457584855093	0.622696343110103	0.204109926177667	0	0	0	0	5.06084422129682	4.75684753186975	3.82696733340002	4.18624162267877	4.04685906411479	3.56037475540366	1.78036296556807	3.84392273040042	3.73991175872989	3.64960870028756	3.58489442263273	2.99995618391104	2.55877400420516	1.99682476149494	1.06670420716407	3.20149466802735	1.57128444607139
331	BL-S217	0.411630685855435	20.7605512615185	4.39184371662089	3.93245484430491	6.93245484430492	1.83256870407069	0.110810933357065	32.8784304126037	1.06059452943883	3.24076349860621	5.17713337349606	1.40930582674743	6.63908457370711	1.59455365679186	4.60907003890368	1.52907349845662	4.6121362463647	6.6121362463647	1.72479183548289	1.50194313124215	20.5213899030462	18.0561138549853	10.9218835073474	7.54552187618928	12.8371238611486	4.32726945321358	2.87009648558761	6.87728763733216	11.1805662426051	16.3243234036764	6.39954506538064	10.8581952204841	17.7250983698748	9.14772000999451	29.8359191484635	10.1853185564478	2.78762143722994	2.62769824081939	2.22591541583813	2.04193263424461	1	9.59890100264393	7.19492377124723	6.33713776243224	5.60194979606542	4.60459842205662	1.99195893755588	3.61555757961277	3.31063413844033	2.7090217204886	2.32364749053267	3.35934917861452	2.4546599406583	1.98622796556657	1.73373751757432	1.43666279968544	1.05879898105084	0.639699059568908	0.238457734047532	0	0	0	0	5.04360386244483	4.85451805627133	4.58172343039596	4.08245279624005	4.0135741601609	3.61980599134993	1.78033912851295	4.45807888841455	3.80398934923993	3.65427227940959	3.60135660228995	3.53031805555301	2.65621293024169	2.55877372232747	1.20520553825856	3.28673822380645	1.53719542609768
332	Ceftizoxime	0.46370061374463	20.519916571105	4.56239971461193	3.94829549993936	6.62935896172752	1.87626012704524	0.126801419757727	22.2495491614417	0.824057376349692	3.20627454161709	5.11289757793288	1.41272920846544	6.92320287820387	1.63098433903233	4.54319047088433	1.56521754372691	4.59490794608076	6.51861133761199	1.72547765038428	1.52140685496265	18.7497765581141	17.1012755687275	10.9332676710898	7.56692547398685	12.9864208302817	3.90481710517782	1.66785775256348	4.80163035182072	10.5968009565857	13.3836094264548	6.38041317262722	10.8999494536589	17.6975288089535	9.10952506673736	29.8108956148521	10.1350487012616	3.00394637256453	2.59311042835203	1.78835455686813	1.7154298393634	0.776733324868358	10.0088470344881	8.46275062901618	6.69705142453153	4.86278196478419	2.94800630216366	1.6939547115262	3.76451225205437	3.26161072406714	2.24009050232806	1.77062654072327	2.37318351587061	1.98361552498397	1.43666279968544	1.06103056685945	0.695842871818905	0.15080096804383	0	0	0	0	0	0	4.95523505099355	4.59377861174842	3.72999137587332	4.36512178891564	3.92566171542481	3.78978234828317	0.901026224894222	4.01691537898466	3.79653257700123	3.57165826169259	3.46758524077633	2.78372764312714	2.31372222331567	2.11333244062359	0.696681255640547	3.28315439999588	1.25940194133201
333	Moxalactam	0.408033493682424	24.9596901690554	4.73586221044275	4.06731577976412	7.06731577976412	1.8840361090562	0.0842806340432615	30.6451502620657	0.78577308364271	3.55017515142596	5.55017515142595	1.44727620145522	7.66442147975382	1.66571658963289	4.87206686890474	1.55490659372299	4.47165718798256	6.47165718798256	1.66241481998447	1.52774487716629	26.0471288040799	24.8798296230926	11.7331928841789	8.03250222941862	13.5083078372065	4.07345114022563	3.04112772983624	6.90739335774584	10.3132107939038	14.3366361233939	6.99426099481337	11.7906192971145	19.1556597569956	9.63997763205533	31.562436253419	10.60608795712	3.08279743755796	2.95637517444745	2.41989461756676	2.05229233128468	1.60231936097435	10.9349095401039	10.5681832366221	8.59197117727405	6.37588676471797	5.20018610067288	3.64199066915987	3.81631496909522	3.76396531427489	3.20446998786607	2.37736675068187	2.58774094988048	2.17212428885213	1.88773642345935	1.43666279968544	1.31719934547421	1.08933167794454	0.677176785878298	0.472074117423976	0.069887010005827	0	0	0	5.60949880787125	5.22270332556611	4.83354178799157	4.33583810421411	4.25917692725236	4.17723524906852	2.5	4.42135038650634	4.02238825361999	3.65128261755373	3.36859259553831	3.1542245935173	2.77278447279066	2.73994650806021	1.88274061111568	3.70476051447102	2.09072056904023
334	Aztreonam	0.458969202831403	21.3101068821107	4.95343171015091	4.5527312337816	7.24067054713834	1.93011389918836	0.0896473666401852	16.4473391115196	0.56714962453516	3.46179237712891	5.36904326228385	1.48104750844604	6.76580747854183	1.66806784186145	4.84748384015705	1.58306547309653	4.31965789457562	6.24455735532251	1.72140202695202	1.54871066108204	20.3372841895996	22.4889402788342	11.3780560347153	8.23832218724301	14.0221347249864	3.42839741714436	2.5906111062914	6.34317006185597	8.35226951757506	13.9053289746698	7.02621000011843	11.7630246628874	18.9562326901564	9.43292376643183	30.7743147011595	10.5310110400391	3.33590818381389	3.00928523753268	2.38315843901728	1.73576031856243	0.915326408884083	11.9308145104917	10.0518431281258	9.30363520702411	4.99421603816594	3.75294919217727	1.69178833980755	3.95074062197239	3.52738392518083	3.17117411431838	1.84177272207486	2.19025154952501	1.95625492287738	1.05830052442584	0.247832144272751	0.171256782093474	0	0	0	0	0	0	0	5.32060836867179	4.73205080756887	4.39923687479423	4.44436841859897	4.3398867132728	4.09415541051061	1.17082913636468	4.04081845616668	3.78465140077445	3.45387435388741	3.07451046844131	2.75731998451377	2.36650188809407	2.05921202493952	0.526526980046571	3.75127559241703	1.05430542803387
335	LY097964	0.454402542421424	20.7232711877999	4.62953636998708	3.95280166713041	6.63386517887949	1.87139213674306	0.122660293169612	23.2639489266896	0.830855318810341	3.23947300495978	5.14609768506423	1.41805389190705	6.97727708954607	1.64626997637403	4.60321722189459	1.56472033961801	4.6100234153405	6.53375417900342	1.74037153293904	1.51998598975641	19.6966239674327	18.1150897539515	11.0328391761163	7.6839502627742	13.1488268905365	3.92327545844919	1.66785775256346	4.8016303518204	10.620733243184	13.3985847342665	6.48489703342429	11.0180803477906	17.8562900080137	9.18819700729049	29.9511422391651	10.2153497205932	3.00904176502399	2.72890078824147	1.94169230966709	1.77126141922392	0.782475531090985	10.0328960385254	9.29929676840319	6.7225691073948	5.12508271627351	4.07724559860984	1.70621267224146	3.90986078389085	3.32334855537739	2.28905511608577	1.82400333701486	2.37318351587061	1.98400800150338	1.43666279968544	1.06160330531509	0.840921962936388	0.435660588852336	0.0654460804324064	0	0	0	0	0	5.03200453454477	4.66760290255852	3.85648959573994	4.37148059498801	4.04746306200807	3.8001183312841	1	4.01708795676525	3.79835822741765	3.60701445148901	3.4701974352944	2.94404111434671	2.50749943553253	2.11699384471348	0.696881564805443	3.28824435124412	1.26708236383264
336	Cephalothin	0.45573682498386	20.7606310995481	4.44272493260651	3.9325315005498	6.58007839970657	1.84300532131091	0.122683531485902	27.0373906263097	0.965621093796774	3.24114515075937	5.14803143452007	1.42058849767223	6.83972779761486	1.5810799075191	4.60917178843817	1.54405958199486	4.61156468793697	6.36221514942822	1.67321341152178	1.50628867734285	18.8446426474273	19.2548617940356	10.8954607307145	7.46669226515519	12.775770363686	4.01177783856514	2.8700964855876	6.55976230068315	10.6142447897453	14.1507579864668	6.36108587380522	10.8541922261395	17.7301979496859	9.07738024471995	29.8343316940152	10.1035294281734	2.79339142206245	2.60934494885596	2.10606061700195	1.95465898597798	0.757244229924955	9.60054126835652	7.42541957523402	6.03335234671184	5.04342359337395	4.09453311674504	1.37228132326901	3.51100406167264	3.30279633902548	2.69695005210112	1.82982704377617	2.45465994369272	2.01290741730574	1.95614513418767	1.43666279968544	1.05886708186756	0.642322827602775	0.340454475136337	0.15508194755313	0	0	0	0	4.99558643112846	4.6249627344964	3.59623318644104	4.08920371797412	3.96124958567669	3.55139759630727	0.971707419251381	3.80931764211087	3.65708556376939	3.61596036968552	3.56018256631664	2.99943488845054	2.55877365275971	1.99497571993296	0.669173598588421	3.19919065676633	1.4631723220208
337	Cefoxitin	0.530315429652903	24.9558425901448	4.63618185808505	4.06487601189387	6.71250371415573	1.82187442304194	0.114505281901151	28.7371983879519	0.957906612931731	3.5297269446398	5.43661569745147	1.40540280081275	7.74590817676449	1.63947782215203	4.87011110080526	1.54060599125051	4.75560885313838	6.50633123413602	1.67276988666535	1.5058736769801	20.3975426851872	20.7030552720709	11.5449375660912	7.67267064295234	13.1015084644623	4.03876490149537	2.74564908698383	6.23190823398248	10.6013352279668	13.7222591892321	6.69907980840084	11.5328354564808	18.9670583855327	9.36606124697295	31.5044620871308	10.3187405401841	2.97402714407742	2.61621581288738	2.11571402380581	1.95490220002294	0.864118122906596	10.8744799669448	7.46374853406809	6.80856276582919	5.17061227112065	4.58923753613967	1.42639242723199	3.62025225761395	3.49964298402539	2.69715397165268	2.01305887029944	2.19176842911273	2.17316822946488	1.97652212213058	1.43666279968544	1.12521328174865	1.00523190688896	0.566616071442283	0.294856823982268	0.0215294271921181	0	0	0	5.37348712422155	4.78271934744488	3.90298974146868	4.29028947414532	3.96986753176567	3.55467528366558	1.4213732005017	4.01542871783969	3.6575866772818	3.59185543856191	3.56610103741559	3.02462313380947	2.61279830976315	2.5582816265132	1.19346128943277	3.1912308113581	1.4635453042297
338	Cefacetrile	0.531689489230015	20.7605477415204	4.42665968136528	3.93246410981435	6.58001034246226	1.80079955016892	0.143130786826421	31.4061886141758	1.30859119225733	3.2409833878959	5.14756562306195	1.4290019037683	6.99666960687855	1.6265184799662	4.60909216722261	1.56436618587773	4.61162014819602	6.31156493405303	1.74961621209904	1.49912023585746	16.4592834300359	14.745061669515	10.8254223267954	7.26612877955646	12.5592790811426	4.20452842680762	2.87009648558759	6.66811675612384	10.7122878426132	14.5420701905087	6.2910960647131	10.816468970276	17.71801402726	8.95892593869494	29.8221182199105	10.0073970159266	2.78610925424577	2.31297962775928	1.95471389415609	1.57190570883239	0.5653724768895	9.59878901697602	6.35408177986788	5.71990297703116	4.61078808864765	2.02050214936008	-0.592499346334213	3.31201518254095	2.82572730056969	2.32367023069467	1.74844586992145	2.64733757549969	2.45465993689926	1.98545260001907	1.70992402665088	1.43666279968544	1.05880153118961	0.639754692681063	0.238797273894771	0	0	0	-0.544409715257103	4.88072077805895	4.58212916719162	3.1205219519692	4.08191552185431	3.70325248558442	3.54848074186976	0.826372785518406	4.08279059544815	3.80220827289261	3.65369706948052	3.59770538049213	3.49972847392747	2.55877485011129	1.99778836532314	0.658202574059219	3.19204240317	0.508776173628315
339	Moxalactam	0.408033493682424	24.9596901690554	4.73586221044275	4.06731577976412	7.06731577976412	1.8840361090562	0.0842806340432615	30.6451502620657	0.78577308364271	3.55017515142596	5.55017515142595	1.44727620145522	7.66442147975382	1.66571658963289	4.87206686890474	1.55490659372299	4.47165718798256	6.47165718798256	1.66241481998447	1.52774487716629	26.0471288040799	24.8798296230926	11.7331928841789	8.03250222941862	13.5083078372065	4.07345114022563	3.04112772983624	6.90739335774584	10.3132107939038	14.3366361233939	6.99426099481337	11.7906192971145	19.1556597569956	9.63997763205533	31.562436253419	10.60608795712	3.08279743755796	2.95637517444745	2.41989461756676	2.05229233128468	1.60231936097435	10.9349095401039	10.5681832366221	8.59197117727405	6.37588676471797	5.20018610067288	3.64199066915987	3.81631496909522	3.76396531427489	3.20446998786607	2.37736675068187	2.58774094988048	2.17212428885213	1.88773642345935	1.43666279968544	1.31719934547421	1.08933167794454	0.677176785878298	0.472074117423976	0.069887010005827	0	0	0	5.60949880787125	5.22270332556611	4.83354178799157	4.33583810421411	4.25917692725236	4.17723524906852	2.5	4.42135038650634	4.02238825361999	3.65128261755373	3.36859259553831	3.1542245935173	2.77278447279066	2.73994650806021	1.88274061111568	3.70476051447102	2.09072056904023
