No.	NAME	CATS3D_02_DD	CATS3D_03_DD	CATS3D_04_DD	CATS3D_05_DD	CATS3D_06_DD	CATS3D_07_DD	CATS3D_08_DD	CATS3D_09_DD	CATS3D_10_DD	CATS3D_11_DD	CATS3D_12_DD	CATS3D_13_DD	CATS3D_02_DA	CATS3D_03_DA	CATS3D_04_DA	CATS3D_05_DA	CATS3D_06_DA	CATS3D_07_DA	CATS3D_08_DA	CATS3D_09_DA	CATS3D_10_DA	CATS3D_11_DA	CATS3D_12_DA	CATS3D_13_DA	CATS3D_14_DA	CATS3D_15_DA	CATS3D_16_DA	CATS3D_17_DA	CATS3D_18_DA	CATS3D_19_DA	CATS3D_02_DP	CATS3D_03_DP	CATS3D_04_DP	CATS3D_05_DP	CATS3D_06_DP	CATS3D_07_DP	CATS3D_08_DP	CATS3D_09_DP	CATS3D_10_DP	CATS3D_11_DP	CATS3D_12_DP	CATS3D_14_DP	CATS3D_19_DP	CATS3D_03_DN	CATS3D_04_DN	CATS3D_05_DN	CATS3D_06_DN	CATS3D_07_DN	CATS3D_08_DN	CATS3D_09_DN	CATS3D_10_DN	CATS3D_11_DN	CATS3D_12_DN	CATS3D_13_DN	CATS3D_14_DN	CATS3D_15_DN	CATS3D_16_DN	CATS3D_17_DN	CATS3D_19_DN	CATS3D_02_DL	CATS3D_03_DL	CATS3D_04_DL	CATS3D_05_DL	CATS3D_06_DL	CATS3D_07_DL	CATS3D_08_DL	CATS3D_09_DL	CATS3D_10_DL	CATS3D_11_DL	CATS3D_12_DL	CATS3D_13_DL	CATS3D_15_DL	CATS3D_16_DL	CATS3D_02_AA	CATS3D_03_AA	CATS3D_04_AA	CATS3D_05_AA	CATS3D_06_AA	CATS3D_07_AA	CATS3D_08_AA	CATS3D_09_AA	CATS3D_10_AA	CATS3D_11_AA	CATS3D_12_AA	CATS3D_13_AA	CATS3D_14_AA	CATS3D_15_AA	CATS3D_16_AA	CATS3D_17_AA	CATS3D_02_AP	CATS3D_03_AP	CATS3D_04_AP	CATS3D_05_AP	CATS3D_06_AP	CATS3D_07_AP	CATS3D_08_AP	CATS3D_09_AP	CATS3D_10_AP	CATS3D_11_AP	CATS3D_12_AP	CATS3D_13_AP	CATS3D_14_AP	CATS3D_15_AP	CATS3D_16_AP	CATS3D_17_AP	CATS3D_19_AP	CATS3D_02_AN	CATS3D_03_AN	CATS3D_04_AN	CATS3D_05_AN	CATS3D_06_AN	CATS3D_07_AN	CATS3D_08_AN	CATS3D_09_AN	CATS3D_10_AN	CATS3D_11_AN	CATS3D_12_AN	CATS3D_13_AN	CATS3D_14_AN	CATS3D_15_AN	CATS3D_16_AN	CATS3D_17_AN	CATS3D_02_AL	CATS3D_03_AL	CATS3D_04_AL	CATS3D_05_AL	CATS3D_06_AL	CATS3D_07_AL	CATS3D_08_AL	CATS3D_09_AL	CATS3D_10_AL	CATS3D_11_AL	CATS3D_12_AL	CATS3D_13_AL	CATS3D_14_AL	CATS3D_15_AL	CATS3D_16_AL	CATS3D_17_AL	CATS3D_18_AL	CATS3D_19_AL	CATS3D_04_PP	CATS3D_05_PP	CATS3D_07_PP	CATS3D_08_PP	CATS3D_09_PP	CATS3D_10_PP	CATS3D_12_PP	CATS3D_02_PN	CATS3D_03_PN	CATS3D_04_PN	CATS3D_05_PN	CATS3D_06_PN	CATS3D_07_PN	CATS3D_08_PN	CATS3D_09_PN	CATS3D_10_PN	CATS3D_11_PN	CATS3D_12_PN	CATS3D_13_PN	CATS3D_14_PN	CATS3D_15_PN	CATS3D_16_PN	CATS3D_02_PL	CATS3D_03_PL	CATS3D_04_PL	CATS3D_05_PL	CATS3D_06_PL	CATS3D_07_PL	CATS3D_08_PL	CATS3D_09_PL	CATS3D_10_PL	CATS3D_11_PL	CATS3D_12_PL	CATS3D_13_PL	CATS3D_14_PL	CATS3D_15_PL	CATS3D_16_PL	CATS3D_17_PL	CATS3D_03_NN	CATS3D_04_NN	CATS3D_05_NN	CATS3D_06_NN	CATS3D_07_NN	CATS3D_08_NN	CATS3D_09_NN	CATS3D_10_NN	CATS3D_11_NN	CATS3D_12_NN	CATS3D_13_NN	CATS3D_14_NN	CATS3D_16_NN	CATS3D_02_NL	CATS3D_03_NL	CATS3D_04_NL	CATS3D_05_NL	CATS3D_06_NL	CATS3D_07_NL	CATS3D_08_NL	CATS3D_09_NL	CATS3D_10_NL	CATS3D_11_NL	CATS3D_12_NL	CATS3D_13_NL	CATS3D_14_NL	CATS3D_15_NL	CATS3D_16_NL	CATS3D_02_LL	CATS3D_03_LL	CATS3D_04_LL	CATS3D_05_LL	CATS3D_06_LL	CATS3D_07_LL	CATS3D_08_LL	CATS3D_09_LL	CATS3D_10_LL	CATS3D_11_LL	CATS3D_12_LL	CATS3D_13_LL	CATS3D_14_LL	CATS3D_15_LL	CATS3D_16_LL
49	Cefoperazone	0	1	0	0	2	0	0	0	0	0	0	0	5	2	2	4	8	2	6	3	4	3	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	4	5	6	2	1	3	1	0	3	0	2	0	0	0	11	7	8	5	9	9	11	12	4	7	10	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	2	0	0	3	2	1	0	0	0	0	0	0	0	7	11	16	16	14	14	12	8	6	8	11	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	3	2	0	0	0	1	0	0	0	0	8	0	0	1	0	4	5	5	4	3	2	0	0	0	0
50	Imipenem	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	4	1	2	1	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	0	2	1	2	0	1	0	0	0	0	3	3	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	2	1	2	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	5	2	7	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	3	0	1	1	1	0	0	0	0	0	0	0	0	0	0
51	Ofloxacin	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	4	0	5	0	2	2	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	2	0	0	0	0	0	0	0	2	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	8	4	4	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0
52	Nocardicin B	1	0	0	0	0	0	0	1	0	0	1	0	3	3	1	2	6	3	0	2	0	0	5	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	2	4	5	6	1	1	3	3	2	3	2	0	0	0	4	8	1	4	11	4	2	1	1	4	7	4	1	0	1	1	0	2	1	0	0	0	0	3	2	2	0	0	1	0	0	0	0	2	2	1	0	2	2	1	0	0	2	3	2	1	0	0	1	10	18	16	13	10	9	11	9	7	5	2	0	5	5	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	2	1	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	2	1	3	3	2	3	0	0	0	0	1	3	1	12	0	2	1	2	1	9	9	6	1	3	1	0	0	0
53	SCE-796	0	0	0	0	0	0	0	0	1	0	0	0	2	3	1	2	2	0	2	4	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	3	3	3	3	3	4	4	1	0	0	0	0	0	0	3	9	3	4	6	3	6	2	0	0	0	0	0	0	0	0	1	0	3	3	1	0	4	3	1	1	0	0	0	0	0	0	0	2	3	1	2	1	1	4	1	0	0	0	0	0	0	0	0	12	9	14	16	21	19	11	5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	6	1	1	3	4	5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	2	4	4	3	2	5	1	0	0	0	0	0	0	13	2	10	12	10	10	0	0	0	0	0	0	0	0	0
54	Cefsulodin	0	0	0	0	0	0	0	0	0	1	0	0	3	1	4	1	2	1	2	1	0	1	1	0	1	2	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	3	4	4	0	0	1	1	3	0	0	3	3	0	0	6	7	4	3	3	7	2	4	3	2	0	1	0	1	2	0	1	1	3	1	2	0	2	2	1	2	1	0	1	2	0	0	0	3	2	2	0	1	4	1	1	1	1	0	0	0	0	1	0	9	10	14	23	11	9	14	2	1	2	3	10	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	6	1	0	1	0	1	6	1	0	0	3	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	3	5	3	3	1	0	0	0	1	2	0	0	0	11	0	8	4	4	2	0	1	12	5	0	0	0	0	0
55	SCE-796	0	0	0	0	0	0	0	0	1	0	0	0	2	2	3	1	2	3	0	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	4	4	3	1	1	0	2	2	0	0	7	0	0	0	5	5	4	2	4	4	4	3	1	1	1	0	0	2	0	0	1	1	3	1	2	2	1	1	1	1	1	0	1	1	0	0	0	2	3	1	1	1	2	2	1	1	0	0	0	0	1	0	0	12	8	17	21	14	12	6	2	3	0	6	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	6	1	0	1	1	3	4	1	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	3	3	7	3	2	1	0	0	0	2	1	0	0	0	13	2	8	8	3	2	0	6	13	2	0	0	0	0	0
56	Ceftazidime	0	0	0	1	0	0	0	0	0	0	0	0	2	4	1	2	5	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	1	1	2	1	2	1	2	3	0	1	2	0	0	0	6	10	6	5	9	3	5	5	4	1	0	0	0	0	0	0	1	1	2	1	3	1	3	3	5	1	0	0	0	0	0	0	0	2	4	1	1	2	0	3	4	1	1	0	0	0	0	0	0	12	6	8	9	11	9	9	3	4	4	9	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	5	0	0	2	0	1	2	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	2	1	1	0	2	1	1	1	0	1	2	0	0	3	1	2	1	2	3	3	0	4	1	0	0	5	1	0
57	Cefoperazone	0	1	0	0	2	0	0	0	0	0	0	0	5	2	2	4	9	2	6	2	4	3	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	4	5	6	2	1	3	0	1	2	2	0	1	0	0	12	6	8	5	7	10	12	9	8	5	5	6	4	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	2	1	3	1	1	1	0	0	0	0	0	0	7	12	14	19	13	16	9	4	4	8	11	9	5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	2	1	0	0	0	1	0	0	0	0	8	0	1	0	0	3	4	6	4	2	2	2	0	0	0
58	Aztreonam	0	0	0	0	1	0	0	0	0	0	0	0	2	3	3	5	2	3	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	2	1	1	0	0	0	0	0	0	0	8	12	4	7	3	8	7	3	2	0	0	0	0	0	0	0	1	0	0	2	1	3	0	1	1	2	0	0	0	0	0	0	0	4	3	0	3	0	1	4	2	2	0	0	0	0	0	0	0	7	6	6	5	5	4	3	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	2	0	1	0	0	0	0	0	1	0	0	1	1	2	1	0	0	0	0	0	0	0	0
59	Imipenem	1	0	0	0	0	0	0	0	2	0	0	0	0	1	1	1	2	4	1	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	2	1	1	3	0	1	2	2	0	0	0	0	0	0	3	3	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	1	2	2	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	2	7	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	1	1	0	0	0	0	0	0	0	0	0	0
60	Moxalactam	0	0	0	0	1	0	0	0	0	0	0	0	3	3	2	4	4	1	2	3	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	3	4	4	2	1	0	0	0	1	0	1	0	0	0	9	12	15	11	18	7	6	4	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	7	5	2	2	0	1	0	0	1	0	0	0	0	12	12	16	14	17	13	12	6	7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	2	2	0	1	2	1	2	2	0	0	0	0	0	9	2	0	0	1	2	3	3	2	1	0	0	0	0	0
61	SCE-796	0	0	0	0	0	0	0	1	0	0	0	0	2	3	1	2	2	0	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	3	4	2	4	3	6	2	0	0	0	0	0	0	0	4	7	4	5	6	2	6	2	0	0	0	0	0	0	0	0	1	0	3	3	1	0	4	3	2	0	0	0	0	0	0	0	0	2	2	2	1	3	1	3	1	0	0	0	0	0	0	0	0	12	10	14	17	24	16	10	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	6	1	1	4	3	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	3	3	2	4	4	3	2	1	0	0	0	0	0	0	13	3	11	13	10	7	0	0	0	0	0	0	0	0	0
62	Imipenem	1	0	0	0	1	1	0	0	0	0	0	0	0	2	2	5	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	0	3	0	1	1	0	0	0	0	0	0	3	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	3	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	5	3	7	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	2	0	1	0	0	0	0	0	0	0	0	0
63	Imipenem	1	0	0	0	0	1	1	0	0	0	0	0	0	2	0	4	3	3	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	3	0	1	1	1	0	0	0	0	0	3	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	1	1	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	3	7	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	1	0	0	0	0	0	0	0	0	0
64	Cefoxitin	0	0	0	0	0	0	1	0	0	0	0	0	4	2	0	3	2	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	2	0	0	0	0	0	3	1	0	0	0	4	9	3	6	2	2	1	1	0	0	0	0	0	0	0	0	2	0	0	2	1	2	0	1	0	0	0	0	0	0	0	0	0	1	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	4	4	7	8	8	6	2	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	2	0	0	0	0	0	0	0	0	0	5	1	0	0	2	4	2	0	0	0	0	0	0	0	0
65	Nocardicin B	0	0	1	0	0	0	0	1	0	0	0	1	2	2	3	1	6	4	2	2	1	2	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	3	5	5	4	2	1	2	2	2	1	3	2	0	0	4	4	3	4	10	5	4	3	2	2	1	4	2	3	1	0	1	1	1	0	0	0	1	2	0	0	1	0	1	1	1	0	1	2	1	1	1	1	3	2	1	0	0	1	2	1	1	1	0	10	20	14	7	10	12	8	8	6	3	7	3	2	2	4	3	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	2	2	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	4	0	0	2	2	1	0	0	1	2	2	12	1	2	2	0	0	2	5	8	5	4	2	2	1	1
66	Cefuroxime	0	0	0	0	0	0	0	1	0	0	0	0	4	2	2	2	3	1	1	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	1	1	0	0	5	9	5	6	5	3	4	1	2	3	1	0	0	0	0	0	2	0	0	1	2	0	1	1	0	0	2	1	0	0	0	0	0	2	2	0	2	2	0	1	0	0	0	0	0	0	0	0	0	5	5	8	3	2	8	2	2	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0
67	Cefamandole	0	1	0	0	0	0	0	0	0	0	0	0	2	3	0	3	2	3	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	5	4	2	1	0	1	0	0	0	0	0	0	5	7	4	7	6	5	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	5	0	0	0	0	0	0	0	0	0	0	0	7	10	10	9	7	4	6	5	5	10	7	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	2	1	3	0	0	0	0	0	0	11	0	0	1	2	2	4	1	4	2	1	2	0	0	0
68	SCE-796	0	0	0	0	0	0	0	0	0	1	0	0	2	3	1	2	1	2	2	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	4	4	3	1	0	1	1	3	0	0	2	3	0	0	4	7	4	2	4	5	2	3	1	1	1	0	1	1	0	0	1	1	2	2	1	1	3	1	1	1	1	0	1	1	0	0	0	2	4	0	0	2	3	0	2	0	1	0	0	0	1	0	0	11	9	9	22	9	11	9	11	3	3	2	4	4	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	6	1	0	1	0	1	2	4	2	0	2	3	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	4	2	5	0	3	3	3	0	0	1	2	0	0	0	13	4	6	3	4	6	0	0	6	10	5	0	0	0	0
69	Cephalexin	0	1	0	0	0	0	0	0	0	0	0	0	2	2	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	4	3	5	1	1	1	1	0	0	0	0	0	0	3	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	6	4	7	4	4	6	4	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	2	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	2	1	3	0	0	0	0	0	10	0	1	0	1	2	4	2	4	3	2	0	0	0	0
70	Imipenem	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	2	4	1	2	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	3	1	1	1	2	1	0	0	0	0	0	3	3	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	2	2	1	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	2	7	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	2	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	1	1	0	0	0	0	0	0	0	0	0	0
71	Cefamandole	0	1	0	0	0	0	0	0	0	0	0	0	1	4	1	2	1	0	2	2	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	3	4	5	1	2	0	1	0	0	0	0	0	0	6	5	5	3	5	5	4	1	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	1	0	1	1	0	0	0	0	0	0	0	0	0	7	8	9	9	5	6	7	7	2	5	2	4	7	5	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	2	2	1	0	0	0	0	11	0	0	1	2	2	4	1	3	3	1	2	0	0	0
72	Moxalactam	0	0	0	0	1	0	0	0	0	0	0	0	3	3	1	2	3	4	3	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	4	3	5	1	1	1	1	0	0	0	0	0	0	0	8	9	9	6	12	11	8	6	7	3	3	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	2	5	3	1	1	2	0	0	1	2	1	0	0	9	12	16	20	10	11	7	4	6	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	3	2	0	2	5	0	0	1	0	0	0	0	0	9	2	0	2	4	2	1	3	0	0	0	0	0	0	0
73	Nocardicin B	0	0	1	0	0	0	1	0	0	0	0	1	1	3	2	2	6	4	3	2	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	2	0	1	1	0	1	0	0	0	0	0	0	0	4	6	5	2	3	2	0	1	2	6	2	0	0	0	5	4	4	2	8	9	5	6	2	3	4	2	0	0	0	0	1	1	1	0	0	0	3	2	2	0	1	0	0	0	0	0	0	2	2	1	1	2	3	2	2	1	3	0	0	0	0	0	0	10	17	17	10	12	8	8	9	13	12	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	2	2	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	4	3	2	1	0	2	4	4	1	0	0	0	0	0	12	1	2	2	0	0	6	11	10	3	0	0	0	0	0
